source_family_id	arxiv_id	route	title	abstract_basis	decision	decision_kind	stable_node_id	family_specific_reason	title_abstract_sha256
SF-2026-ARXIV-2606-30352	2606.30352	not_routed_by_keyword_contract	FastPano3D: Feed-Forward Indoor Panoramic 3D Reconstruction from a Single Image	Recent advances in 3D scene reconstruction have highlighted the intricate trade-offs among rendering quality, inference efficiency, and data dependency. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《FastPano3D: Feed-Forward Indoor Panoramic 3D Reconstruction from a Single Image》：摘要明确“Recent advances in 3D scene reconstruction have highlighted the intricate trade-offs among rendering quality, inference efficiency, and data dependency. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	739d3fbfb47deab363cdf53fc8cb10cebe3ab2cf4301a1fb28ea85a2fa50a7bb
SF-2026-ARXIV-2606-30355	2606.30355	core_daily_semantic_review_required	Residual-Guided Expert Specialization for Incomplete Multimodal Learning	As real-world prediction systems often face missing modalities at inference, incomplete multimodal learning (IML) remains a practical challenge. 	closed_pre_denominator	model_or_task_local_delta	—	《Residual-Guided Expert Specialization for Incomplete Multimodal Learning》：摘要明确“As real-world prediction systems often face missing modalities at inference, incomplete multimodal learning (IML) remains a practical challenge. ”；据此关闭，因为局部模型结构或任务指标提升不足以改变长期训练、推理或平台判断。	bd26ea99ed3d6c8fd5336cd4a807e8fad573fd2dbe57106c3a07ad5b0931f467
SF-2026-ARXIV-2606-30356	2606.30356	core_daily_semantic_review_required	OLIVE: View-Augmented Latent Prediction with Waveform Reconstruction for Speech SSL	We propose Online Latent prediction with Invariant Views and rEconstruction (OLIVE), a self-supervised speech representation learning framework that jointly optimizes analysis and synthesis objectives. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《OLIVE: View-Augmented Latent Prediction with Waveform Reconstruction for Speech SSL》：摘要明确“We propose Online Latent prediction with Invariant Views and rEconstruction (OLIVE), a self-supervised speech representation learning framework that jointly optimizes analysis and synthesis objectives. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	ab767c8b1824dbcc6423d18c449f4ae9ca37cf96d297279c19b060e89cc3b42a
SF-2026-ARXIV-2606-30358	2606.30358	core_daily_semantic_review_required	Learning the structure of open quantum systems	We design an algorithm for learning the coefficients of an $n$-qubit constant-local Lindbladian to $\varepsilon$ error with $O(g d^2 \log(n) / \varepsilon^2)$ total evolution time, where $g$ is the single-site energy and $d$ is the (approximate) degree of the interaction graph. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Learning the structure of open quantum systems》：摘要明确“We design an algorithm for learning the coefficients of an $n$-qubit constant-local Lindbladian to $\varepsilon$ error with $O(g d^2 \log(n) / \varepsilon^2)$ total evolution time, where $g$ is the single-site energy and $d$ is the (approximate) degree of the interaction graph. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	06eb2d16a2d17e3a633dd0dc930fbb4fb9e44a08cb8a95017d4922e46a456f83
SF-2026-ARXIV-2606-30360	2606.30360	core_daily_semantic_review_required	On the Vulnerability of Parameter-Level Defenses to Model Merging	The training-free integration of expert models via model merging has exposed significant security risks, enabling free-riders to combine specialized models without authorization. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《On the Vulnerability of Parameter-Level Defenses to Model Merging》：摘要明确“The training-free integration of expert models via model merging has exposed significant security risks, enabling free-riders to combine specialized models without authorization. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	bf7f5e42947154d31b0247ae1b0db9c5461721f4a7c4d87170f28c575807bc18
SF-2026-ARXIV-2606-30362	2606.30362	core_daily_semantic_review_required	ReactiveBFM: Reactive Closed-Loop Motion Planning Towards Universal Humanoid Whole-Body Control	While current Behavior Foundation Models (BFMs) provide robust control priors for humanoids, they only execute pre-defined reference motions. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《ReactiveBFM: Reactive Closed-Loop Motion Planning Towards Universal Humanoid Whole-Body Control》：摘要明确“While current Behavior Foundation Models (BFMs) provide robust control priors for humanoids, they only execute pre-defined reference motions. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	5c5f8b920f641c289e1fc72c367f7ec7cf4f8ec6620ec257cfab2e95f29db053
SF-2026-ARXIV-2606-30365	2606.30365	not_routed_by_keyword_contract	CouCE: A Unified Causal Framework for Debiased Deep Metric Learning	Deep Metric Learning (DML) often struggles with zero-shot generalization because standard objectives inherently capture what co-occurs rather than what causes similarity. 	closed_pre_denominator	survey_or_position_without_mechanism_delta	—	《CouCE: A Unified Causal Framework for Debiased Deep Metric Learning》：摘要明确“Deep Metric Learning (DML) often struggles with zero-shot generalization because standard objectives inherently capture what co-occurs rather than what causes similarity. ”；据此关闭，因为综述、立场或概念框架没有提供可独立验收的机制增量。	27e7ebb62a1ba333a0c817d1f1200b6c978f5fc86320c163e1e98d4c0209ceb1
SF-2026-ARXIV-2606-30367	2606.30367	not_routed_by_keyword_contract	FutureNav: Unified World-Action Modeling for Vision-and-Language Navigation	Vision-and-language navigation (VLN) in continuous environments requires an agent to ground instructions in egocentric observations while maintaining spatial understanding across long action sequences. 	closed_pre_denominator	embodied_task_local_method	—	《FutureNav: Unified World-Action Modeling for Vision-and-Language Navigation》：摘要明确“Vision-and-language navigation (VLN) in continuous environments requires an agent to ground instructions in egocentric observations while maintaining spatial understanding across long action sequences. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	8ef64a6823eaeebc027ce02d97811d9b9723b9d5c82c6fdde0f113f789f7d159
SF-2026-ARXIV-2606-30369	2606.30369	not_routed_by_keyword_contract	Predicting Timbre Traits for Interpretable Assessment of Musical Sound Synthesizers	Measuring neural audio synthesizers' performance is now routinely conducted using distribution based metrics such as the Fréchet Audio Distance (FAD). 	closed_pre_denominator	route_negative_no_durable_ai_system_delta	—	《Predicting Timbre Traits for Interpretable Assessment of Musical Sound Synthesizers》：摘要明确“Measuring neural audio synthesizers' performance is now routinely conducted using distribution based metrics such as the Fréchet Audio Distance (FAD). ”；据此关闭，因为route-negative 复核确认没有改变长期 AI-System state/data/control 或 evaluation owner。	a01bcd4f82bd205fb414a66471f441fd84940ff180eaf8e14bbd7bc73e30f63b
SF-2026-ARXIV-2606-30370	2606.30370	not_routed_by_keyword_contract	MUSE: Unlocking Timestep as Native Task Steering for One-Step Dense Prediction	Monocular dense prediction has recently seen remarkable success by repurposing pre-trained diffusion models. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《MUSE: Unlocking Timestep as Native Task Steering for One-Step Dense Prediction》：摘要明确“Monocular dense prediction has recently seen remarkable success by repurposing pre-trained diffusion models. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	14ce2438a49040267104aa403385d2258b2433ec2c8f15f2f5f52b3e52ef4e35
SF-2026-ARXIV-2606-30371	2606.30371	core_daily_semantic_review_required	MaDI-Bench: An End-to-End Data Integration Benchmark	Data integration combines heterogeneous data sets into a single, coherent representation. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《MaDI-Bench: An End-to-End Data Integration Benchmark》：摘要明确“Data integration combines heterogeneous data sets into a single, coherent representation. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	b60271be4814d291dcffb49614a17c58289b67acfbaea26945f4f883e6dbd03e
SF-2026-ARXIV-2606-30372	2606.30372	core_daily_semantic_review_required	Using Large Language Models as Low-Cost Statistical Estimators for Human-Response Data	Quantitative research across the social and behavioral sciences depends on human subject experiments that are expensive, slow, and subject to sampling bias. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Using Large Language Models as Low-Cost Statistical Estimators for Human-Response Data》：摘要明确“Quantitative research across the social and behavioral sciences depends on human subject experiments that are expensive, slow, and subject to sampling bias. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	ea42d06ada93e90cf638020a3956de6e8048868e557523847ce016aabbe81a14
SF-2026-ARXIV-2606-30373	2606.30373	keyword_daily_semantic_review_required	Your Space is My Zone: Demystifying the Security Risks of AI-Powered Applications on Pre-Trained Model Hubs	AI-powered Applications (AI-Apps), hosted on platforms such as Hugging Face, are democratizing access to pre-trained models through online inference and fine-tuning services. 	retained	durable_system_candidate	PLATFORM-SECURITY	把预训练模型 hub 的应用组合、权重来源与在线执行面纳入供应链威胁模型。	3cf32791c3d2646c9298524628cf373373a2f6c12ca0d6db02055ca152130b38
SF-2026-ARXIV-2606-30374	2606.30374	core_daily_semantic_review_required	Set-Inclusive Uncertainty Modeling for Robust Brain Tumor Segmentation	Multimodal MRI is essential for accurate brain tumor segmentation. 	closed_pre_denominator	domain_local_evidence	—	《Set-Inclusive Uncertainty Modeling for Robust Brain Tumor Segmentation》：摘要明确“Multimodal MRI is essential for accurate brain tumor segmentation. ”；据此关闭，因为证据绑定医疗或分子任务，未建立可迁移的 AI-System owner 或发布合同。	f2468b22f2eb62f61b767b64fd922dc74ce341d4ef9269345bf64ab18da7316d
SF-2026-ARXIV-2606-30376	2606.30376	core_daily_semantic_review_required	FlowAWR: Online Adaptive Flow Reinforcement via Advantage-Weighted Rectification	Aligning generative flow models on continuous spaces via online reinforcement learning is constrained by intractable trajectory likelihoods. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《FlowAWR: Online Adaptive Flow Reinforcement via Advantage-Weighted Rectification》：摘要明确“Aligning generative flow models on continuous spaces via online reinforcement learning is constrained by intractable trajectory likelihoods. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	4394b8f233d88bef58917490e45d35f486af651231f7bdf67ee6daaa91a2a76a
SF-2026-ARXIV-2606-30378	2606.30378	not_routed_by_keyword_contract	OmniCoT: A Benchmark for Global and Multi-Step Panoramic Reasoning	Multimodal Large Language Models (MLLMs) have demonstrated promising spatial reasoning capabilities, while these abilities remain underexplored in the emerging visual modality of panoramic imagery. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《OmniCoT: A Benchmark for Global and Multi-Step Panoramic Reasoning》：摘要明确“Multimodal Large Language Models (MLLMs) have demonstrated promising spatial reasoning capabilities, while these abilities remain underexplored in the emerging visual modality of panoramic imagery. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	17be0169d1ba4e59a842463aae4fec31c0c26186153b74e66cb1137cfbc8f6bb
SF-2026-ARXIV-2606-30380	2606.30380	core_daily_semantic_review_required	RenderFormer++: Scalable and Physics-Informed Feed-Forward Neural Rendering	We present RenderFormer++, a scalable and physics-informed feed-forward neural rendering framework for global illumination in mesh scenes. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《RenderFormer++: Scalable and Physics-Informed Feed-Forward Neural Rendering》：摘要明确“We present RenderFormer++, a scalable and physics-informed feed-forward neural rendering framework for global illumination in mesh scenes. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	467b19e61b5d0127af5f43a4ec8d97979f98a57f7331134b78893b07de5332c8
SF-2026-ARXIV-2606-30382	2606.30382	not_routed_by_keyword_contract	RQP: Resource-Oriented Quantiser Pruning for Neural Networks on FPGAs	High granularity quantisation (HGQ) exploits weight-level quantisation and pruning to design resource-efficient neural network accelerators, achieving an attractive trade-off between accuracy and hardware utilisation. 	closed_pre_denominator	model_or_task_local_delta	—	《RQP: Resource-Oriented Quantiser Pruning for Neural Networks on FPGAs》：摘要明确“High granularity quantisation (HGQ) exploits weight-level quantisation and pruning to design resource-efficient neural network accelerators, achieving an attractive trade-off between accuracy and hardware utilisation. ”；据此关闭，因为局部模型结构或任务指标提升不足以改变长期训练、推理或平台判断。	fea286af3c1f3368a0c6212f02bfe0c4b6a1f6d58ada6706c408b74de05da496
SF-2026-ARXIV-2606-30383	2606.30383	core_daily_semantic_review_required	Whose Side Is Your Agent On? Multi-Party Principal Loyalty in LLM Agents	A rapidly growing class of LLM agents is multi-party: the agent acts for a principal (who briefs it, sends follow-ups, and receives results) while also conversing in a separate channel with a counterparty whose interests may diverge (negotiating with a vendor, screening inbound requests, or mediating between employees). 	retained	durable_system_candidate	PLATFORM-SECURITY	把多方 Agent 的 principal、counterparty 与指令忠诚边界显式化。	48a7dbc94b1a9b96c489bce690601229e58ed26731ff202f40cf0db96df7499d
SF-2026-ARXIV-2606-30384	2606.30384	core_daily_semantic_review_required	Scalar Representations of Neural Network Training Dynamics	Training in artificial neural networks can be viewed as a trajectory evolving through a high-dimensional loss landscape. 	closed_pre_denominator	model_or_task_local_delta	—	《Scalar Representations of Neural Network Training Dynamics》：摘要明确“Training in artificial neural networks can be viewed as a trajectory evolving through a high-dimensional loss landscape. ”；据此关闭，因为局部模型结构或任务指标提升不足以改变长期训练、推理或平台判断。	4488fb875c3ff570711759bc907edabdfdc4a476cbf9d987d9873f9e38c93479
SF-2026-ARXIV-2606-30388	2606.30388	core_daily_semantic_review_required	A Stochastic--Geometric Theory of Scaling Laws in Grokking	Delayed generalization (\ie~grokking) refers to the phenomenon in which a neural network fits its training data early in training but only begins to generalize after a prolonged delay, often through an abrupt transition. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《A Stochastic--Geometric Theory of Scaling Laws in Grokking》：摘要明确“Delayed generalization (\ie~grokking) refers to the phenomenon in which a neural network fits its training data early in training but only begins to generalize after a prolonged delay, often through an abrupt transition. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	942c7c1d66c428de33c8f96c883f3228b2b0411fee84273a51efb992f2b61b35
SF-2026-ARXIV-2606-30389	2606.30389	core_daily_semantic_review_required	Predict, Reuse, and Repair: Accelerating Dynamic Sparse Attention for Long-Context LLM Decoding	Dynamic sparse attention (DSA) accelerates long-context LLM decoding by attending to only the top-K KV blocks relevant to each query, but it introduces a serialized selection-to-attention dependency that emerges as a new latency bottleneck. 	retained	durable_system_candidate	INFER-DECODE	以预测、复用和修复解除动态稀疏注意力选择与 attention 的串行依赖。	c66fe7331d5b7b4ab7c04e8f3d51207f143ac00eea8c9eda202d93489df9d27e
SF-2026-ARXIV-2606-30391	2606.30391	core_daily_semantic_review_required	Energy-Aware Scheduling for Serverless LLM Serving on Shared GPUs	As LLM inference becomes a major cloud workload, its growing energy footprint makes cluster-wide energy optimization increasingly important. 	retained	durable_system_candidate	INFER-SCHEDULING	让 serverless LLM 调度器同时持有 SLO、共享 GPU 与能耗状态。	951105d8549e9bb56562280f03ff31348e72227edd4bf58d8ef36e2c67fcb701
SF-2026-ARXIV-2606-30393	2606.30393	not_routed_by_keyword_contract	SADL: What to Ignore? A Benchmark for Subject-Aware Distractor Localization	Photographs frequently contain \emph{visual distractors} besides foregrounds and backgrounds of the intended subject, competing for attention and weakening composition. 	closed_pre_denominator	model_or_task_local_delta	—	《SADL: What to Ignore? A Benchmark for Subject-Aware Distractor Localization》：摘要明确“Photographs frequently contain \emph{visual distractors} besides foregrounds and backgrounds of the intended subject, competing for attention and weakening composition. ”；据此关闭，因为局部模型结构或任务指标提升不足以改变长期训练、推理或平台判断。	92ba2290a4dda1c0ff62bb67dfe84db2facfbeed5e6b05bcbe5f1fd3aed8dd39
SF-2026-ARXIV-2606-30395	2606.30395	core_daily_semantic_review_required	Uncovering Salience-Driven Dynamics in Consumer Confidence with Generative Social Simulation	Consumer confidence is typically modeled as a persistent macroeconomic index, yet its movements arise from households that interpret economic information through heterogeneous constraints, exposures, prior beliefs, and attention. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Uncovering Salience-Driven Dynamics in Consumer Confidence with Generative Social Simulation》：摘要明确“Consumer confidence is typically modeled as a persistent macroeconomic index, yet its movements arise from households that interpret economic information through heterogeneous constraints, exposures, prior beliefs, and attention. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	1e6224c175e83f1b6bad0e714c97ea996d5f780b2a7129e33ab223c50ac88728
SF-2026-ARXIV-2606-30397	2606.30397	core_daily_semantic_review_required	Model Predictive Current Control with Harmonic Correction for Single-Phase AC-DC EV Charging	The increasing integration of Electric Vehicles (EVs) has imposed a growing harmonic challenge on the power grid. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Model Predictive Current Control with Harmonic Correction for Single-Phase AC-DC EV Charging》：摘要明确“The increasing integration of Electric Vehicles (EVs) has imposed a growing harmonic challenge on the power grid. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	e36ebab07bb672851e65a1aa4933874880c9ff01b8ba30dd885a5d1a4a3b030d
SF-2026-ARXIV-2606-30398	2606.30398	core_daily_semantic_review_required	ENC-ODE: Event-level Neurodegenerative Modeling in Continuous Time with Neural ODEs	Accurately predicting the temporal evolution of clinical biomarkers is crucial for the early diagnosis and management of neurodegenerative diseases such as Alzheimer's disease. 	closed_pre_denominator	domain_local_evidence	—	《ENC-ODE: Event-level Neurodegenerative Modeling in Continuous Time with Neural ODEs》：摘要明确“Accurately predicting the temporal evolution of clinical biomarkers is crucial for the early diagnosis and management of neurodegenerative diseases such as Alzheimer's disease. ”；据此关闭，因为证据绑定医疗或分子任务，未建立可迁移的 AI-System owner 或发布合同。	a604ee7bbce2d8649c68d300366061548b3f638f6e88e58ac298b6bdaf6ecc72
SF-2026-ARXIV-2606-30404	2606.30404	not_routed_by_keyword_contract	HUMEMBR: Learning Human Routines for Predictive Embodied Navigation	Understanding and navigating human-centered environments over extended periods of time while considering human behavior and routines remains a fundamental challenge in robotics. 	closed_pre_denominator	embodied_task_local_method	—	《HUMEMBR: Learning Human Routines for Predictive Embodied Navigation》：摘要明确“Understanding and navigating human-centered environments over extended periods of time while considering human behavior and routines remains a fundamental challenge in robotics. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	63ccf5002068069421d5987040a97f6df60ee61b3f1e62bc5ee3bfe596e7d425
SF-2026-ARXIV-2606-30406	2606.30406	core_daily_semantic_review_required	MOPD: Multi-Teacher On-Policy Distillation for Capability Integration in LLM Post-Training	Modern large language models (LLMs) rely on reinforcement learning during post-training to push specific capabilities, yet integrating multiple capabilities into one model remains hard. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《MOPD: Multi-Teacher On-Policy Distillation for Capability Integration in LLM Post-Training》：摘要明确“Modern large language models (LLMs) rely on reinforcement learning during post-training to push specific capabilities, yet integrating multiple capabilities into one model remains hard. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	27d7c128e36b2f1a791a8bcb038c4bee52452877749522dcfb0a879360222216
SF-2026-ARXIV-2606-30408	2606.30408	not_routed_by_keyword_contract	SA-Homo: Scale Adaptive Homography Estimation for Scale Variation Scenarios	Homography estimation, as one of the fundamental problems in computer vision, remains challenged by scale variation scenarios where image pairs potentially exhibit significant scale discrepancies. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《SA-Homo: Scale Adaptive Homography Estimation for Scale Variation Scenarios》：摘要明确“Homography estimation, as one of the fundamental problems in computer vision, remains challenged by scale variation scenarios where image pairs potentially exhibit significant scale discrepancies. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	0925fbd015a1f9294a2df25f2003f8122a5b0570fc486247a3ac02437c17e34f
SF-2026-ARXIV-2606-30410	2606.30410	core_daily_semantic_review_required	Beyond IID: How General Are Tabular Foundation Models, Really?	Foundation models for predictive machine learning on tabular data have recently gained significant traction in academia and industry. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《Beyond IID: How General Are Tabular Foundation Models, Really?》：摘要明确“Foundation models for predictive machine learning on tabular data have recently gained significant traction in academia and industry. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	e150cf4a6a9203f61e75c62c160e3cc2ebf5ea4e50b47ce132e11168ed103e3b
SF-2026-ARXIV-2606-30412	2606.30412	core_daily_semantic_review_required	Can LLMs Rank? A Tale of Triads and Triage	From housing allocation for households experiencing homelessness to triage in emergency departments, LLMs are increasingly being considered as judges of consequential decisions that require ranking people for scarce resources. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Can LLMs Rank? A Tale of Triads and Triage》：摘要明确“From housing allocation for households experiencing homelessness to triage in emergency departments, LLMs are increasingly being considered as judges of consequential decisions that require ranking people for scarce resources. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	0c15f73cd804078ed2246c36b4614197c04f1e83e8083351d43edef20ba11690
SF-2026-ARXIV-2606-30414	2606.30414	core_daily_semantic_review_required	Diffusion Fine-tuning with Rewarded Moment Matching Distillation	Distillation and Reinforcement Learning (RL) fine-tuning are the primary pillars of diffusion post-training. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Diffusion Fine-tuning with Rewarded Moment Matching Distillation》：摘要明确“Distillation and Reinforcement Learning (RL) fine-tuning are the primary pillars of diffusion post-training. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	a2356dec3bfa9b32c2a99a1d9e3866b94800c20da67e816b323047c0c0950b96
SF-2026-ARXIV-2606-30417	2606.30417	core_daily_semantic_review_required	Beyond Point Estimates for Glaucoma Visual Field Forecasting with Diffusion Models	Forecasting visual fields (VFs) is critical for personalized monitoring and treatment planning in glaucoma. 	closed_pre_denominator	domain_local_evidence	—	《Beyond Point Estimates for Glaucoma Visual Field Forecasting with Diffusion Models》：摘要明确“Forecasting visual fields (VFs) is critical for personalized monitoring and treatment planning in glaucoma. ”；据此关闭，因为证据绑定医疗或分子任务，未建立可迁移的 AI-System owner 或发布合同。	8de3995ec95e5aef8a418e39942bb33b67b2ae5106e8beb745866302f8b7a9ea
SF-2026-ARXIV-2606-30419	2606.30419	core_daily_semantic_review_required	Analyzing Linearizability in Relativistic Distributed Systems	Einstein's theory of relativity correctly predicted that time is relative, and subject to both kinematic and gravitational dilation. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Analyzing Linearizability in Relativistic Distributed Systems》：摘要明确“Einstein's theory of relativity correctly predicted that time is relative, and subject to both kinematic and gravitational dilation. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	b09c44640becbdda0bb57d5d0b9765b60cf01ec722f78806820eff8327b40e90
SF-2026-ARXIV-2606-30420	2606.30420	core_daily_semantic_review_required	Experience Augmented Policy Optimization for LLM Reasoning	Reinforcement Learning with Verifiable Rewards (RLVR) is a powerful paradigm for improving the reasoning capabilities of large language models (LLMs). 	closed_pre_denominator	local_benchmark_without_release_delta	—	《Experience Augmented Policy Optimization for LLM Reasoning》：摘要明确“Reinforcement Learning with Verifiable Rewards (RLVR) is a powerful paradigm for improving the reasoning capabilities of large language models (LLMs). ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	3932fe92739a82fb724de3bc1c898567339d7040b0a382ee9dea8deb7906a575
SF-2026-ARXIV-2606-30421	2606.30421	keyword_daily_semantic_review_required	OWMDrive: Causality-Aware End-to-End Autonomous Driving via 4D Occupancy World Model	Autonomous driving systems are steadily moving toward end-to-end paradigms to mitigate the limited adaptability of rule-based pipelines in complex traffic environments. 	closed_pre_denominator	embodied_task_local_method	—	《OWMDrive: Causality-Aware End-to-End Autonomous Driving via 4D Occupancy World Model》：摘要明确“Autonomous driving systems are steadily moving toward end-to-end paradigms to mitigate the limited adaptability of rule-based pipelines in complex traffic environments. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	0226efdad71ef8a2a482ac60a14ebdd7f2c38290a00d19e6f0ab87304484fc8d
SF-2026-ARXIV-2606-30423	2606.30423	core_daily_semantic_review_required	Proofs of Ownership for Machine Learning Models	With the increasing adoption of Machine Learning, protecting model ownership has become an essential challenge. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Proofs of Ownership for Machine Learning Models》：摘要明确“With the increasing adoption of Machine Learning, protecting model ownership has become an essential challenge. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	b9fa7ec4f7424dc6f3a475abdbe2c7716b55f6b81ba3e5d63c6fdbe59d6360cf
SF-2026-ARXIV-2606-30429	2606.30429	core_daily_semantic_review_required	Arko-T: A Foundation Model for Text-to-Structured 3D Generation	Text-to-3D systems can now synthesize a model from a single sentence, yet the result is a shape to render, not a design to edit. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《Arko-T: A Foundation Model for Text-to-Structured 3D Generation》：摘要明确“Text-to-3D systems can now synthesize a model from a single sentence, yet the result is a shape to render, not a design to edit. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	a20cddc0796ad7f4348a9283d61eaf42f6c2e80629fe54b67b6ed7d472f4ea99
SF-2026-ARXIV-2606-30430	2606.30430	core_daily_semantic_review_required	CAN We Trust Your Results? A Cross-Dataset Study of Automotive IDS Evaluation	The increasing connectivity of modern vehicles has made securing in-vehicle communication networks a critical challenge. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《CAN We Trust Your Results? A Cross-Dataset Study of Automotive IDS Evaluation》：摘要明确“The increasing connectivity of modern vehicles has made securing in-vehicle communication networks a critical challenge. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	1e53db48b816d8d79baf1ca70edc89b99d7504ec5e8f9bb1ce1530261049cc41
SF-2026-ARXIV-2606-30436	2606.30436	not_routed_by_keyword_contract	Robust and Efficient Monocular 3D Gaussian SLAM for Kilometer-Scale Outdoor Scenes	Scaling monocular 3D Gaussian Splatting (3DGS) SLAM to kilometer-level outdoor environments poses two tightly coupled challenges: fragile long-term pose tracking and excessive memory overhead during large-scale mapping. 	closed_pre_denominator	embodied_task_local_method	—	《Robust and Efficient Monocular 3D Gaussian SLAM for Kilometer-Scale Outdoor Scenes》：摘要明确“Scaling monocular 3D Gaussian Splatting (3DGS) SLAM to kilometer-level outdoor environments poses two tightly coupled challenges: fragile long-term pose tracking and excessive memory overhead during large-scale mapping. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	fa7653679bd24f58b4c1d467f2501ccbbbe081f33971f5c815f589368e92ce75
SF-2026-ARXIV-2606-30440	2606.30440	core_daily_semantic_review_required	Transformer Architectures as Complete Bayes Processes: A Formal Proof in the Measure-Theoretic Kernel Framework	We present a complete formal proof that transformer architectures, when their internal update mechanisms satisfy a Bayes joint-distribution condition, implement exact Bayesian posterior inference. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Transformer Architectures as Complete Bayes Processes: A Formal Proof in the Measure-Theoretic Kernel Framework》：摘要明确“We present a complete formal proof that transformer architectures, when their internal update mechanisms satisfy a Bayes joint-distribution condition, implement exact Bayesian posterior inference. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	e40705dce81c9638da6640f9b1161465dcc1d46c0e39a8d8a1ea1b6e58952fef
SF-2026-ARXIV-2606-30441	2606.30441	core_daily_semantic_review_required	Translating Natural Language to Strategic Temporal Specifications via LLMs	A rigorous formalization of system requirements is a fundamental prerequisite for the verification of Multi-Agent Systems (MAS). 	closed_pre_denominator	local_benchmark_without_release_delta	—	《Translating Natural Language to Strategic Temporal Specifications via LLMs》：摘要明确“A rigorous formalization of system requirements is a fundamental prerequisite for the verification of Multi-Agent Systems (MAS). ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	d8fcf8c10e99620f785218688f415c65ed62e025fe8ea5c4fea6d37767541132
