arxiv_id	source_family_key	screening_route	title	decision	family_specific_reason
2606.22042	arxiv:2606.22042	keyword_daily_semantic_review_required	IDAG-Edit: Multi-Object Video Editing via Instance-Decoupled Attention and Guidance	pre-denominator closure	Family-specific closure for ‘IDAG-Edit: Multi-Object Video Editing via Instance-Decoupled Attention and Guidance’: exact abstract scope is ‘Diffusion-based video editing has made significant progress; however, achieving precise and temporally consistent object-level control, especially in multi-object scenarios, remains challenging due to attention leakage, identity drift, and unstable temporal dynamics.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22043	arxiv:2606.22043	core_daily_semantic_review_required	When Does a Video-Language Model Stop Watching? Reward Strength Controls the Formation and Reversal of Visual Shortcuts in Multimodal RLVR	retained	Durable delta: multimodal RLVR 的 answer reward 会先强化语言 shortcut，再在足够视觉证据/奖励强度下发生 watching transition；应监控 visual reliance 并在形成窗口干预。
2606.22046	arxiv:2606.22046	keyword_daily_semantic_review_required	A Multimodal Tiltwing Framework for Bioinspired Aerial Robots	pre-denominator closure	Family-specific closure for ‘A Multimodal Tiltwing Framework for Bioinspired Aerial Robots’: exact abstract scope is ‘Tailless flapping-wing micro-aerial vehicles (FWMAVs) mimic the impressive flight performance of hummingbirds, utilising unsteady aerodynamic effects.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22051	arxiv:2606.22051	not_routed_by_keyword_contract	GeoFlow-SLAM++: A Robust Multi-Camera Visual-Inertial SLAM System with Relocalization	pre-denominator closure	Family-specific closure for ‘GeoFlow-SLAM++: A Robust Multi-Camera Visual-Inertial SLAM System with Relocalization’: exact abstract scope is ‘Monocular and RGB-D visual-inertial SLAM systems remain susceptible to limited field of view, sensor-specific failure modes, and unreliable cross-session relocalization.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22052	arxiv:2606.22052	not_routed_by_keyword_contract	When Cooperation Should End: Maneuver Coordination Cancellation for Connected Automated Driving	pre-denominator closure	Family-specific closure for ‘When Cooperation Should End: Maneuver Coordination Cancellation for Connected Automated Driving’: exact abstract scope is ‘Maneuver coordination is essential for cooperative connected automated driving, enabling vehicles to negotiate maneuvers and interactions through V2X communication.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22053	arxiv:2606.22053	core_daily_semantic_review_required	Gradient-Descent Steps to Success over Mean Accuracy: A Paradigm Shift for ML	pre-denominator closure	Family-specific closure for ‘Gradient-Descent Steps to Success over Mean Accuracy: A Paradigm Shift for ML’: exact abstract scope is ‘Traditional evaluation of machine learning (ML) models typically focuses on achieving the maximum possible accuracy irrespective of the computational cost.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22054	arxiv:2606.22054	core_daily_semantic_review_required	Anticipating the Optimism Gap: Predicting Distribution-Shift Degradation of RF-Impairment Detectors from In-Distribution Statistics	pre-denominator closure	Family-specific closure for ‘Anticipating the Optimism Gap: Predicting Distribution-Shift Degradation of RF-Impairment Detectors from In-Distribution Statistics’: exact abstract scope is ‘Detectors for GNSS radio-frequency impairments (jamming, spoofing, multipath) are usually reported with a single AUC measured on the distribution they were tuned on.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22055	arxiv:2606.22055	not_routed_by_keyword_contract	Multi-Target Maneuver Coordinations: Unlocking Coordination Opportunities in Connected Automated Driving	pre-denominator closure	Family-specific closure for ‘Multi-Target Maneuver Coordinations: Unlocking Coordination Opportunities in Connected Automated Driving’: exact abstract scope is ‘Maneuver coordination is a key enabler of connected and automated driving, allowing vehicles to negotiate and execute maneuvers that would otherwise be difficult, inefficient or unsafe.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22056	arxiv:2606.22056	core_daily_semantic_review_required	Provably Efficient Policy-Reward Co-Pretraining for Adversarial Imitation Learning	pre-denominator closure	Family-specific closure for ‘Provably Efficient Policy-Reward Co-Pretraining for Adversarial Imitation Learning’: exact abstract scope is ‘Adversarial imitation learning (AIL) achieves high-quality imitation compared to behavioral cloning (BC), but demands substantial online environment interaction.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22061	arxiv:2606.22061	core_daily_semantic_review_required	NL2Scratch: An Executable Benchmark and Evaluation for Block-Based Programming	pre-denominator closure	Family-specific closure for ‘NL2Scratch: An Executable Benchmark and Evaluation for Block-Based Programming’: exact abstract scope is ‘Block-based programming environments such as Scratch are widely used in early programming education, yet natural-language-to-code (NL2Code) research has focused primarily on text-based languages.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22062	arxiv:2606.22062	core_daily_semantic_review_required	How Should a Simulation-to-Reality Transfer Budget Be Spent?	pre-denominator closure	Family-specific closure for ‘How Should a Simulation-to-Reality Transfer Budget Be Spent?’: exact abstract scope is ‘Simulation-to-reality transfer, often called sim-to-real transfer, is a central challenge in robot learning.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22063	arxiv:2606.22063	not_routed_by_keyword_contract	Guarded Equivalence Predicates for Scalable Formal Hardware Information-Flow Verification	pre-denominator closure	Family-specific closure for ‘Guarded Equivalence Predicates for Scalable Formal Hardware Information-Flow Verification’: exact abstract scope is ‘Formal hardware information-flow verification is a principled way to rule out secret-dependent functional or timing observations, but scaling such proofs remains difficult.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22068	arxiv:2606.22068	core_daily_semantic_review_required	Alternate loss functions and regression models that achieve robustness to outliers by modulating the learning rate	pre-denominator closure	Family-specific closure for ‘Alternate loss functions and regression models that achieve robustness to outliers by modulating the learning rate’: exact abstract scope is ‘Most real-world datasets used for training supervised learning models are contaminated with noisy data and outliers leading to large prediction errors.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22072	arxiv:2606.22072	not_routed_by_keyword_contract	A Controlled Study of CLIP-Based Body-Scene Fusion for Emotion Recognition in Context	pre-denominator closure	Family-specific closure for ‘A Controlled Study of CLIP-Based Body-Scene Fusion for Emotion Recognition in Context’: exact abstract scope is ‘Apparent emotion in natural images is often not visible from the face alone.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22073	arxiv:2606.22073	not_routed_by_keyword_contract	Dynamics, stability, and energy efficiency of an energy-recycling rimless wheel with spring-clutch legs	pre-denominator closure	Family-specific closure for ‘Dynamics, stability, and energy efficiency of an energy-recycling rimless wheel with spring-clutch legs’: exact abstract scope is ‘This paper proposes an energy-recycling rimless wheel with spring-clutch legs.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22075	arxiv:2606.22075	core_daily_semantic_review_required	Frequency-Domain Neural ODEs for Modeling Non-Linear Dynamical Systems	pre-denominator closure	Family-specific closure for ‘Frequency-Domain Neural ODEs for Modeling Non-Linear Dynamical Systems’: exact abstract scope is ‘Standard continuous-depth models, such as Neural Ordinary Differential Equations (NODEs), offer significant advantages in modeling physical systems by learning continuous vector fields rather than discrete temporal steps.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22076	arxiv:2606.22076	not_routed_by_keyword_contract	Learning Cross-View Semantic Priors for Single-Reference Unseen Object Pose Estimation	pre-denominator closure	Family-specific closure for ‘Learning Cross-View Semantic Priors for Single-Reference Unseen Object Pose Estimation’: exact abstract scope is ‘Single-reference unseen object 6D pose estimation reduces object onboarding by estimating poses of arbitrary novel objects from only one reference view.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22077	arxiv:2606.22077	keyword_daily_semantic_review_required	Morphology-Aware Multimodal Representation Learning for Insect Phylogenetic Reconstruction	pre-denominator closure	Family-specific closure for ‘Morphology-Aware Multimodal Representation Learning for Insect Phylogenetic Reconstruction’: exact abstract scope is ‘Morphological traits provide important evidence for phylogenetic reconstruction and evolutionary relationship analysis.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22079	arxiv:2606.22079	core_daily_semantic_review_required	Where Does the Signal Live? A Web Data Recipe for Medical Encoder Pretraining	pre-denominator closure	Family-specific closure for ‘Where Does the Signal Live? A Web Data Recipe for Medical Encoder Pretraining’: exact abstract scope is ‘Web data curation has been widely studied for decoder Large Language Model (LLM) pretraining.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22082	arxiv:2606.22082	core_daily_semantic_review_required	CodeTeam: An LLM-Powered Multi-Agent Framework for Repository-Level Code Generation	retained	Durable delta: CodeTeam 先生成竞争架构草案，再由 CTO 产出 machine-checkable ownership/interface contract，随后依 dependency graph 调度实现并运行 repo tests。
2606.22084	arxiv:2606.22084	core_daily_semantic_review_required	Patched Flow Matching: Generative Wall-Pressure Reconstruction Beyond Training-Domain Scales from Sparse Sensors	pre-denominator closure	Family-specific closure for ‘Patched Flow Matching: Generative Wall-Pressure Reconstruction Beyond Training-Domain Scales from Sparse Sensors’: exact abstract scope is ‘Characterizing the complete wall-pressure spectrum in turbulent wall-bounded flows requires simultaneous access to the viscous-scale high-wavenumber content and the outer-layer low-wavenumber content -- a requirement that neither short-domain direct numerical simulation (DNS) nor sparse experimental measurements alone can satisfy.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22085	arxiv:2606.22085	core_daily_semantic_review_required	Can Reasoning Models Detect Changes to their Chains of Thought?	retained	Durable delta: 通过在 reasoning trace 中植入受控改动测试模型能否自报 CoT tampering；把 self-report、behavioral change 与 external detector 分离。
2606.22089	arxiv:2606.22089	not_routed_by_keyword_contract	BAC-JEPA: Label-Efficient Breast Arterial Calcification Segmentation via Synthetic Mammography-Guided Supervision	pre-denominator closure	Family-specific closure for ‘BAC-JEPA: Label-Efficient Breast Arterial Calcification Segmentation via Synthetic Mammography-Guided Supervision’: exact abstract scope is ‘Breast arterial calcification (BAC) on screening mammograms is an emerging cardiovascular risk biomarker, but quantitative use requires reproducible segmentation and expert pixel-level labels are costly.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22091	arxiv:2606.22091	not_routed_by_keyword_contract	ACEsplat: Accelerated 3D Gaussian Scene Regression via RGB and Poses Only	pre-denominator closure	Family-specific closure for ‘ACEsplat: Accelerated 3D Gaussian Scene Regression via RGB and Poses Only’: exact abstract scope is ‘Per-scene 3D Gaussian Splatting (3DGS) enables high-fidelity rendering, but practical robotic and AR scene capture pipelines often depend on external geometric initialization (e.g., SfM point clouds or depth estimates), which can be slow and brittle in on-site deployment.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22094	arxiv:2606.22094	not_routed_by_keyword_contract	Cross-View Yaw Estimation in Location Uncertainty with Line-Aligning Yaw Scoring	pre-denominator closure	Family-specific closure for ‘Cross-View Yaw Estimation in Location Uncertainty with Line-Aligning Yaw Scoring’: exact abstract scope is ‘Accurate yaw estimation is a bottleneck in cross-view localization between ground view and Bird's Eye View (BEV).’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22095	arxiv:2606.22095	core_daily_semantic_review_required	A feasibility study on filtering low-accessibility web pages considering color vision deficiency	pre-denominator closure	Family-specific closure for ‘A feasibility study on filtering low-accessibility web pages considering color vision deficiency’: exact abstract scope is ‘Recently, the importance of universal design has increased.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22097	arxiv:2606.22097	core_daily_semantic_review_required	Plurification in/of language technology -- The integration of culture in next-generation AI	pre-denominator closure	"Family-specific closure for ‘Plurification in/of language technology -- The integration of culture in next-generation AI’: exact abstract scope is ‘The paper explores how ""culture"" can be operationalised in Natural Language Processing (NLP) and what this reveals about the possibilities and limits of considering a plurality of cultural backgrounds in technological design.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition."
2606.22101	arxiv:2606.22101	core_daily_semantic_review_required	OphthaDT: Generative Digital Twins for Forecasting Visual Acuity Trajectories in Ophthalmology	pre-denominator closure	Family-specific closure for ‘OphthaDT: Generative Digital Twins for Forecasting Visual Acuity Trajectories in Ophthalmology’: exact abstract scope is ‘Precision medicine in ophthalmology requires accurate longitudinal predictions, but the fragmented nature of multimodal clinical data remains a barrier to forecasting.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22108	arxiv:2606.22108	core_daily_semantic_review_required	Reinforcement Learning-Based Traffic Signal Control for IoT-Enabled Intersections	pre-denominator closure	Family-specific closure for ‘Reinforcement Learning-Based Traffic Signal Control for IoT-Enabled Intersections’: exact abstract scope is ‘Urban traffic congestion remains a persistent challenge in car-dependent cities, imposing significant economic and societal costs.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22110	arxiv:2606.22110	core_daily_semantic_review_required	TraceView: Interactive Visualization of Agentic Program Repair Trajectories	pre-denominator closure	Family-specific closure for ‘TraceView: Interactive Visualization of Agentic Program Repair Trajectories’: exact abstract scope is ‘LLM-based automated program repair (APR) agents generate patches to fix software bugs with minimal human intervention.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22112	arxiv:2606.22112	core_daily_semantic_review_required	Accurate identification and measurement of the precipitate area by two-stage deep neural networks in novel chromium-based alloys	pre-denominator closure	Family-specific closure for ‘Accurate identification and measurement of the precipitate area by two-stage deep neural networks in novel chromium-based alloys’: exact abstract scope is ‘The performance of advanced materials for extreme environments is underpinned by their microstructure, including the size and distribution of reinforcing phases.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22113	arxiv:2606.22113	core_daily_semantic_review_required	KITE: Decoupling Kinematics and Interaction for Zero-Shot Cross-Embodiment Manipulation	pre-denominator closure	Family-specific closure for ‘KITE: Decoupling Kinematics and Interaction for Zero-Shot Cross-Embodiment Manipulation’: exact abstract scope is ‘Generalizing manipulation policies across robot embodiments remains difficult because standard policies entangle task reasoning with embodiment-specific motor control.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22115	arxiv:2606.22115	not_routed_by_keyword_contract	Game-Theoretic Framework for Private Data Sharing in Vehicular Networks	pre-denominator closure	Family-specific closure for ‘Game-Theoretic Framework for Private Data Sharing in Vehicular Networks’: exact abstract scope is ‘We present a novel game-theoretic framework designed to enhance privacy and scalability in decentralized vehicular data collection systems.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22116	arxiv:2606.22116	not_routed_by_keyword_contract	DeformX: A Versatile Co-Simulation Framework for Deformable Linear Objects	pre-denominator closure	Family-specific closure for ‘DeformX: A Versatile Co-Simulation Framework for Deformable Linear Objects’: exact abstract scope is ‘Deformable linear objects (DLOs) such as wires, cables, and ropes are common in robotic manipulation tasks, yet simulating them with both visual realism and physical accuracy remains challenging.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22124	arxiv:2606.22124	not_routed_by_keyword_contract	Surgical Anatomy Recognition with Context Learning using Foundation Representations	pre-denominator closure	Family-specific closure for ‘Surgical Anatomy Recognition with Context Learning using Foundation Representations’: exact abstract scope is ‘Accurate recognition of anatomical structures is essential for safe and effective minimally invasive surgery (MIS), yet it remains underexplored in surgical computer vision due to limited annotated data and methods tailored primarily to natural scenes.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22126	arxiv:2606.22126	core_daily_semantic_review_required	From Recognition to Understanding: Unlocking Cognitive Time Series Reasoning with LLMs	pre-denominator closure	Family-specific closure for ‘From Recognition to Understanding: Unlocking Cognitive Time Series Reasoning with LLMs’: exact abstract scope is ‘Time series analysis has recently been coupled with Large Language Models (LLMs) to leverage their reasoning and world knowledge capabilities, yet gains remain limited.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22129	arxiv:2606.22129	not_routed_by_keyword_contract	Durability-Aware Multi-Objective Optimization of the Jansen Linkage: Trading Gait Quality Against Joint Wear	pre-denominator closure	"Family-specific closure for ‘Durability-Aware Multi-Objective Optimization of the Jansen Linkage: Trading Gait Quality Against Joint Wear’: exact abstract scope is ‘The Jansen linkage is a single-degree-of-freedom planar leg mechanism whose eleven ""holy numbers"" were evolved by Theo Jansen to optimize the foot-path gait alone, with no regard for the wear of its revolute joints.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition."
2606.22131	arxiv:2606.22131	not_routed_by_keyword_contract	Feed-forward Motion In-betweening for Any 4D	pre-denominator closure	Family-specific closure for ‘Feed-forward Motion In-betweening for Any 4D’: exact abstract scope is ‘4D dynamics (3D geometry evolving over time) is a fundamental representation of the physical world and plays a crucial role in world modeling (e.g., animation and games).’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22136	arxiv:2606.22136	keyword_daily_semantic_review_required	Wh0: Generative World Models as Scalable Sources of Egocentric Human Hand Manipulation Data	retained	Durable delta: Wh0 用 generative video world model 产生 scene/object/language-conditioned human-hand episodes，再以 hand reconstruction 与 visual editing 转成 robot-trainable supervision，并与少量真实机器人数据 co-train。
2606.22138	arxiv:2606.22138	core_daily_semantic_review_required	BioMatrix: Towards a Comprehensive Biological Foundation Model Spanning the Modality Matrix of Sequences, Structures, and Language	pre-denominator closure	Family-specific closure for ‘BioMatrix: Towards a Comprehensive Biological Foundation Model Spanning the Modality Matrix of Sequences, Structures, and Language’: exact abstract scope is ‘We present BioMatrix, the first multimodal foundation model that natively integrates sequences, structures, and natural language for both molecules and proteins within a single decoder-only architecture.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22142	arxiv:2606.22142	keyword_daily_semantic_review_required	RoboLineage: Agent-Native Data Lifecycle Governance Across Robot Policy Iterations	retained	Durable delta: RoboLineage 把 rollout、review、dataset decision、training run、policy metadata、evaluation、deployment recommendation 与 next-collection plan 变成 typed lineage artifacts，agent 只能在 artifact boundary 内推进。
2606.22143	arxiv:2606.22143	core_daily_semantic_review_required	Physics-Informed Eikonal Caging for Whole-Arm Manipulation Planning	pre-denominator closure	Family-specific closure for ‘Physics-Informed Eikonal Caging for Whole-Arm Manipulation Planning’: exact abstract scope is ‘Planning contact-rich whole-arm manipulation is challenging because interactions that involve extended robot geometry give rise to complex contact dynamics that are difficult to model accurately.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22144	arxiv:2606.22144	core_daily_semantic_review_required	SAGE: An Expert-Annotated South Asian GI Endoscopy Dataset for Multimodal Learning and Hallucination Analysis	pre-denominator closure	Family-specific closure for ‘SAGE: An Expert-Annotated South Asian GI Endoscopy Dataset for Multimodal Learning and Hallucination Analysis’: exact abstract scope is ‘Gastrointestinal cancers represent a growing health burden in the South Asian region, driven largely by rapid changes in socio-economic conditions and lifestyle habits.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22145	arxiv:2606.22145	not_routed_by_keyword_contract	Zero-shot Transfer of Reinforcement Learning Control Policies for the Swing-Up and Stabilization of a Cart-Pole System	pre-denominator closure	Family-specific closure for ‘Zero-shot Transfer of Reinforcement Learning Control Policies for the Swing-Up and Stabilization of a Cart-Pole System’: exact abstract scope is ‘Reinforcement learning (RL) is a powerful and convenient tool to modernize controller design.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22146	arxiv:2606.22146	core_daily_semantic_review_required	Meta-Reinforcement Learning via Evolution for Multi-Objective Combinatorial Supply Chain Optimisation	pre-denominator closure	Family-specific closure for ‘Meta-Reinforcement Learning via Evolution for Multi-Objective Combinatorial Supply Chain Optimisation’: exact abstract scope is ‘Meta-reinforcement learning is a promising approach to multi-objective optimisation because it enables rapid policy adaptation across changing environments and preference settings.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22149	arxiv:2606.22149	not_routed_by_keyword_contract	Failure Analysis in Transition: An Industry Survey of Challenges, Priorities, and Standardization Needs in Advanced Packaging and Heterogeneous Integration	pre-denominator closure	Family-specific closure for ‘Failure Analysis in Transition: An Industry Survey of Challenges, Priorities, and Standardization Needs in Advanced Packaging and Heterogeneous Integration’: exact abstract scope is ‘Failure analysis is being reshaped by heterogeneous integration, chiplet-based architectures, hybrid bonding, backside technologies, &amp; increasingly buried package structures.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22150	arxiv:2606.22150	core_daily_semantic_review_required	Parameterized Representations via Implicit Stochastic Modulation for High-Dimensional and High-Order Neural PDE Solvers	pre-denominator closure	Family-specific closure for ‘Parameterized Representations via Implicit Stochastic Modulation for High-Dimensional and High-Order Neural PDE Solvers’: exact abstract scope is ‘Solving high-dimensional and high-order PDEs is challenged by the coupled growth of spatial dimensionality and derivative order.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22151	arxiv:2606.22151	core_daily_semantic_review_required	Novelty-Aware Agentic Retrieval: Comparing Research Contributions Through Structured Multi-Step Reasoning	pre-denominator closure	Family-specific closure for ‘Novelty-Aware Agentic Retrieval: Comparing Research Contributions Through Structured Multi-Step Reasoning’: exact abstract scope is ‘Scientific literature search is an information retrieval (IR) task in which ranked lists are insufficient: a researcher entering a new area needs to know not only which papers are relevant, but how they relate, where they overlap, how they differ, and what problem-method combinations are absent.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22153	arxiv:2606.22153	core_daily_semantic_review_required	$π$-RAG: Oblivious Retrieval via Semantic Quantization and Transcendental Addressing for Large Language Models	pre-denominator closure	Family-specific closure for ‘$π$-RAG: Oblivious Retrieval via Semantic Quantization and Transcendental Addressing for Large Language Models’: exact abstract scope is ‘This paper introduces $π$-RAG, a novel architecture for oblivious retrieval that decouples Large Language Models (LLMs) from sensitive data storage without sacrificing semantic understanding.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22158	arxiv:2606.22158	keyword_daily_semantic_review_required	Improving Reasoning in Vision-Language Models via Perception Verified Self-Training	pre-denominator closure	Family-specific closure for ‘Improving Reasoning in Vision-Language Models via Perception Verified Self-Training’: exact abstract scope is ‘Achieving human-like reasoning in Vision-Language Models (VLMs) remains a long-standing challenge.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22159	arxiv:2606.22159	core_daily_semantic_review_required	Deep RL for Fast Long-Horizon Operations Scheduling on NASA's Carruthers Geocorona Observatory Mission	pre-denominator closure	Family-specific closure for ‘Deep RL for Fast Long-Horizon Operations Scheduling on NASA's Carruthers Geocorona Observatory Mission’: exact abstract scope is ‘Spacecraft operations scheduling is a highly constrained, long-horizon combinatorial optimization problem that traditionally relies on heuristics, constraint programming, or manual planning.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22164	arxiv:2606.22164	core_daily_semantic_review_required	Drowning in Routine: Signal Dilution in Multi-Turn Agent Training	retained	Durable delta: 多轮 RL 的难度由 decision density ρ 而非 raw horizon 单独决定；routine reward-equivalent turns 给 trajectory estimator 增方差但不增期望 signal，低 ρ 时需要 turn-level critic/credit。
2606.22166	arxiv:2606.22166	core_daily_semantic_review_required	Rebuttals Move Peer-Review Scores, but Initial-Review Structure Bounds the Movement	pre-denominator closure	Family-specific closure for ‘Rebuttals Move Peer-Review Scores, but Initial-Review Structure Bounds the Movement’: exact abstract scope is ‘Author rebuttals are the main post-submission window in peer review, but their effect on reviewer scores remains hard to measure because score updates mix rebuttal content with initial score position, paper-level consensus, reviewer confidence, and discussion dynamics.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22167	arxiv:2606.22167	core_daily_semantic_review_required	Early-Exit Graph Neural Networks for Link Prediction	pre-denominator closure	Family-specific closure for ‘Early-Exit Graph Neural Networks for Link Prediction’: exact abstract scope is ‘Graph Neural Networks are great for link prediction in various network-like structures; however, the question of their speed/quality tradeoff has been barely studied.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22168	arxiv:2606.22168	not_routed_by_keyword_contract	From Convolution to Transformer: A Comparative Study of U-Net Variants for Brain Tumor and Retinal Vessel Segmentation	pre-denominator closure	Family-specific closure for ‘From Convolution to Transformer: A Comparative Study of U-Net Variants for Brain Tumor and Retinal Vessel Segmentation’: exact abstract scope is ‘Medical image segmentation plays an important role in computer aided diagnosis, treatment planning, and disease monitoring.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
