arxiv_id	title	categories	screening_status	screening_reason	owner_node
2605.25731	Trait-Aware Policy Optimization for Autoregressive Multi-Trait Essay Scoring	cs.CL	pre_denominator_closure	`Trait-Aware Policy Optimization for Autoregressive Multi-Trait Essay Scoring` (cs.CL) reports: In this paper, we propose Trait-Aware Policy Optimization (TAPO), a post-training framework tailored to autoregressive multi-trait scoring.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25734	Stein-Encoder: A White-Box Supervised Encoder via Stein Identities in Multi-Modal Studies	stat.AP,stat.ME,stat.ML	pre_denominator_closure	`Stein-Encoder: A White-Box Supervised Encoder via Stein Identities in Multi-Modal Studies` (stat.AP,stat.ME,stat.ML) reports: Motivated by the landmark METABRIC cohort primary breast tumors study, we propose the Stein-Encoder, a white-box supervised framework designed to isolate the genetic signal driving clinical outcomes conditional on nuisance covariates.; however, the contribution is a domain-specific model, dataset, or clinical evaluation and does not alter a reusable AI-System state, control, deployment, or evidence contract.	
2605.25735	A Deep Dive into Axiomatic Design -- Part I: Problem Formulation	cs.AI	pre_denominator_closure	`A Deep Dive into Axiomatic Design -- Part I: Problem Formulation` (cs.AI) reports: Problem formulation translating customer needs and constraints into a minimum set of independent first-level functional requirements, is arguably the most critical step in every design framework, including axiomatic design yet it is frequently misunderstood or underestimated in practice.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25737	SFR-Net: Learning Scale-Frustum Representations for Ultra-Wide Area Remote Sensing Image Segmentation	cs.CV	pre_denominator_closure	`SFR-Net: Learning Scale-Frustum Representations for Ultra-Wide Area Remote Sensing Image Segmentation` (cs.CV) reports: In this paper, we introduce a novel segmentation task targeting ultra-wide area (UWA) remote sensing images, characterized by both a large pixel count and extremely wide geographical coverage.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25739	The Behavioral Credibility Trilemma: When Calibrated Autonomy Becomes Impossible	cs.GT,cs.LG,stat.ML	pre_denominator_closure	`The Behavioral Credibility Trilemma: When Calibrated Autonomy Becomes Impossible` (cs.GT,cs.LG,stat.ML) reports: We prove that no reinforcement learning policy with confidence-gated autonomy can simultaneously achieve maximum helpfulness, optimal calibration, and full autonomy under rational oversight, whenever some tasks exceed the agent's reliable competence: the Behavioral Credibility Trilemma.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25740	Latent Representation Alignment for Offline Goal-Conditioned Reinforcement Learning	cs.LG	pre_denominator_closure	`Latent Representation Alignment for Offline Goal-Conditioned Reinforcement Learning` (cs.LG) reports: Building on these findings, we propose Latent-Aligned Value Learning (LAVL), an offline GCRL algorithm that integrates latent-representation-based value generalization with hierarchical planning in a unified framework.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25741	Collaborative Threat-Aware Autonomy (CTAA)	cs.MA	pre_denominator_closure	`Collaborative Threat-Aware Autonomy (CTAA)` (cs.MA) reports: Navigating teams of unmanned vehicles through environments containing dynamic, adversarial Weapon Engagement Zones~(WEZs) poses a fundamental challenge to mission success: a single vehicle, however capable its onboard guidance, remains a single point of failure.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25745	Selective Latent Thinking: Adaptive Compression of LLM Reasoning Chains	cs.CL	pre_denominator_closure	`Selective Latent Thinking: Adaptive Compression of LLM Reasoning Chains` (cs.CL) reports: In this work, we propose Selective Latent Thinking (SLT), a framework that selectively compresses redundant reasoning spans into latent representations while preserving precision-critical spans as explicit CoT within the same reasoning trajectory.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25746	Multi-Agent Coordination Adaptation via Structure-Guided Orchestration	cs.AI,cs.MA	pre_denominator_closure	`Multi-Agent Coordination Adaptation via Structure-Guided Orchestration` (cs.AI,cs.MA) reports: We introduce MACA, an automated coordination framework that learns a task- and budget-conditioned structural prior over agent participation and interactions.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25748	Agent-Centric Social Trajectory Prediction: A Free Energy Principle Perspective	cs.AI	pre_denominator_closure	`Agent-Centric Social Trajectory Prediction: A Free Energy Principle Perspective` (cs.AI) reports: In this work, we propose FEP-Diff, an agent-centric trajectory prediction framework grounded in the Free Energy Principle, aimed at achieving cognitively plausible predictions under realistic constraints.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25749	DeGRe: Dense-supervised Generative Reranking for Recommendation	cs.AI,cs.IR,cs.LG	pre_denominator_closure	`DeGRe: Dense-supervised Generative Reranking for Recommendation` (cs.AI,cs.IR,cs.LG) reports: To address these issues, we propose DeGRe (Dense-supervised Generative Reranking), a generative reranking framework that bridges the gap between offline exploration and online efficiency through dense supervision.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25750	Invariant-Based Weight Sharing for Message Passing	cs.LG	pre_denominator_closure	`Invariant-Based Weight Sharing for Message Passing` (cs.LG) reports: We introduce a novel structure-aware weight sharing principle that explicitly incorporates information inherent to the graph structure.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25751	SplitAvatar: One-shot Head Avatar with Autoregressive Gaussian Splitting	cs.CV	pre_denominator_closure	`SplitAvatar: One-shot Head Avatar with Autoregressive Gaussian Splitting` (cs.CV) reports: In this paper, we introduce a novel method for reconstructing an animatable head avatar from a single image.; however, the model-local quality or representation gain does not change the long-term multimodal state identity, generation factorization, serving, or physical-control boundary.	
2605.25757	Broadband Hyperspectral 3D Imaging using Dispersed Structured Light	cs.CV	pre_denominator_closure	`Broadband Hyperspectral 3D Imaging using Dispersed Structured Light` (cs.CV) reports: In this work, we introduce a broadband hyperspectral 3D imaging (BH3D) method to extend this capability across the full visible-near-infrared and short-wavelength infrared (SWIR) spectrum (450-1500 nm).; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25758	StreamProfileBench: A Benchmark for Fine-Grained User Profile Inference in Real-World Streaming Scenarios	cs.CL	pre_denominator_closure	`StreamProfileBench: A Benchmark for Fine-Grained User Profile Inference in Real-World Streaming Scenarios` (cs.CL) reports: To bridge this gap, we introduce StreamProfileBench, a large-scale benchmark for fine-grained streaming user profiling.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25759	Towards Anatomically Plausible Human Image Generation via Synthetic Localized Preferences	cs.CV	pre_denominator_closure	`Towards Anatomically Plausible Human Image Generation via Synthetic Localized Preferences` (cs.CV) reports: To address this, we propose the framework of Alignment via Synthetic Anatomical Preference (ASAP), which constructs controlled preference pairs through a localized degradation mechanism applied to high-fidelity human images.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25763	AI-T2I: Aggregating-and-Isolating Cross-Attention to Diffusion Models for Text-to-Image Synthesis	cs.CV	pre_denominator_closure	`AI-T2I: Aggregating-and-Isolating Cross-Attention to Diffusion Models for Text-to-Image Synthesis` (cs.CV) reports: In this paper, we propose an Aggregating-and-Isolating cross-attention approach to diffusion models for Text-to-Image synthesis, dubbed AI-T2I.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25764	Benchmarking Pathology Foundation Models for Spatial Domain Understanding	cs.AI,cs.CV	pre_denominator_closure	`Benchmarking Pathology Foundation Models for Spatial Domain Understanding` (cs.AI,cs.CV) reports: We present SpaPath-Bench, a representation level benchmark designed to diagnose spatial representation capability in PFMs.; however, the contribution is a domain-specific model, dataset, or clinical evaluation and does not alter a reusable AI-System state, control, deployment, or evidence contract.	
2605.25765	Concept Unlearning via Cross-Attention Activation Projection for Diffusion Models	cs.AI,cs.CV,cs.LG	pre_denominator_closure	`Concept Unlearning via Cross-Attention Activation Projection for Diffusion Models` (cs.AI,cs.CV,cs.LG) reports: Building on this observation, we propose PURE (Projection in U-Net Rendering for Erasure), a closed-form method that builds the forget and retain bases from per-layer cross-attention activations captured along a short denoising trajectory and applies a single linear projector to the cross-attention key and value weights.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25767	SAFE-Diff: Scale-Aware Attention and Feature-Dispersive Diffusion with Uncertainty Estimation for Contrast-Enhanced Breast MRI Synthesis	cs.CV	pre_denominator_closure	`SAFE-Diff: Scale-Aware Attention and Feature-Dispersive Diffusion with Uncertainty Estimation for Contrast-Enhanced Breast MRI Synthesis` (cs.CV) reports: Synthesizing high fidelity contrast enhanced MRI is clinically valuable for safer and more efficient breast cancer screening, yet remains challenging due to complex lesion textures and heterogeneous enhancement patterns.; however, the contribution is a domain-specific model, dataset, or clinical evaluation and does not alter a reusable AI-System state, control, deployment, or evidence contract.	
2605.25770	Implicit Null-space Manifold Generation for Redundant Robotic Systems	cs.RO	pre_denominator_closure	`Implicit Null-space Manifold Generation for Redundant Robotic Systems` (cs.RO) reports: Robotic systems with redundant degrees of freedom can achieve the same task outcome using multiple configurations, resulting in solution sets that form manifolds in the configuration space.; however, the result is domain- or model-local and does not change a durable AI-System mechanism, state/data/control owner, evaluation contract, or design boundary.	
2605.25771	MDGMIX: Boundary-Aware Subgraph Mixing for Multi-Domain Graph Pre-Training	cs.AI,cs.LG	pre_denominator_closure	`MDGMIX: Boundary-Aware Subgraph Mixing for Multi-Domain Graph Pre-Training` (cs.AI,cs.LG) reports: Based on this finding, we propose the Multi-domain Graph Pre-training Framework, MDGMIX, which combines boundary-aware subgraph mixing with hierarchical discrimination.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25773	Efficient Benchmarking Is Just Feature Selection and Multiple Regression	cs.AI,cs.CL,cs.LG,stat.ML	pre_denominator_closure	`Efficient Benchmarking Is Just Feature Selection and Multiple Regression` (cs.AI,cs.CL,cs.LG,stat.ML) reports: Efficient benchmarking techniques aim to lower the computational cost of evaluating LLMs by predicting full benchmark scores using only a subset of a benchmark's questions.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25775	DRFusion: Drift-Resilient Temporally Consistent Infrared-Visible Video Fusion	cs.CV	pre_denominator_closure	`DRFusion: Drift-Resilient Temporally Consistent Infrared-Visible Video Fusion` (cs.CV) reports: To address these limitations, we propose a drift-resilient video fusion method that reformulates the task as history-conditioned motion generation.; however, the model-local quality or representation gain does not change the long-term multimodal state identity, generation factorization, serving, or physical-control boundary.	
2605.25778	OMGTex: One-stage Multi-style Facial Texture Reconstruction without Geometry Guidance	cs.CV	pre_denominator_closure	`OMGTex: One-stage Multi-style Facial Texture Reconstruction without Geometry Guidance` (cs.CV) reports: We propose OMGTex, an end-to-end diffusion-based framework for reconstructing high-quality and editable facial UV textures from multi-style facial images.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25781	Double Triangle Annotation: A Scalable Human-in-the-Loop Framework for High-Precision Historical Document Annotation	cs.CL	pre_denominator_closure	`Double Triangle Annotation: A Scalable Human-in-the-Loop Framework for High-Precision Historical Document Annotation` (cs.CL) reports: We propose Double Triangle Annotation, a two-layer human-in-the-loop framework that leverages cross-model consensus to automate the majority of annotation work while ensuring high-precision outputs.; however, the contribution is a domain-specific model, dataset, or clinical evaluation and does not alter a reusable AI-System state, control, deployment, or evidence contract.	
2605.25782	ParkourFormer: Integrating Predictive Supervision and Sequence Modeling into Parkour Locomotion	cs.RO	pre_denominator_closure	`ParkourFormer: Integrating Predictive Supervision and Sequence Modeling into Parkour Locomotion` (cs.RO) reports: We present ParkourFormer, a Transformer-based sequence modeling framework that reformulates humanoid locomotion as a future-conditioned decision-making problem.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25784	VertiCue-Bench: Diagnosing Whether MLLMs Use Height Cues to Resolve 2D Ambiguity in Remote Sensing Natural Scenes	cs.CV,cs.MM	pre_denominator_closure	`VertiCue-Bench: Diagnosing Whether MLLMs Use Height Cues to Resolve 2D Ambiguity in Remote Sensing Natural Scenes` (cs.CV,cs.MM) reports: To address this gap, we introduce VertiCue-Bench, the first diagnostic benchmark for CHM-grounded geospatial reasoning.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25786	NPSolver: Neural Poisson Solver with Iterative Physics Supervision	cs.AI,cs.LG	pre_denominator_closure	`NPSolver: Neural Poisson Solver with Iterative Physics Supervision` (cs.AI,cs.LG) reports: We propose \textsc{NPSolver}, a neural Poisson solver trained without solution labels via iterative physics supervision.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25789	On the Benefits of Free Exploration for Regret Minimization in Multi-Armed Bandits	cs.AI,cs.IT,cs.LG,stat.ML	pre_denominator_closure	`On the Benefits of Free Exploration for Regret Minimization in Multi-Armed Bandits` (cs.AI,cs.IT,cs.LG,stat.ML) reports: We study a stochastic multi-armed bandit problem where an agent is granted a free exploration budget before regret accumulates, a setting not captured by the classic regret minimization or pure exploration paradigms.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25790	HoLoArm: Deformable Arms for Collision-Tolerant Quadrotor Flight	cs.RO	pre_denominator_closure	`HoLoArm: Deformable Arms for Collision-Tolerant Quadrotor Flight` (cs.RO) reports: We present HoLoArm, a quadrotor with compliant arms inspired by the nodus structure of dragonfly wings.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25791	Efficient and Privacy-Preserving Distribution Statistics Analytics on Mobile Spatial Data	cs.CR	pre_denominator_closure	`Efficient and Privacy-Preserving Distribution Statistics Analytics on Mobile Spatial Data` (cs.CR) reports: However, the constrained and dynamic nature of mobile environments exacerbates the privacy challenge: centralizing sensitive data for analysis risks severe privacy leaks, while existing privacy-preserving techniques often introduce excessive overhead or inaccuracies.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25794	When Can We Trust Early Warnings? Leakage-Excluded Early Outcome Prediction from LMS Interaction Logs	cs.AI	pre_denominator_closure	`When Can We Trust Early Warnings? Leakage-Excluded Early Outcome Prediction from LMS Interaction Logs` (cs.AI) reports: We formalize cutoff-based early outcome prediction under a temporal availability constraint and introduce LEAP (Leakage-Excluded Early-Availability Protocol), which enforces cutoff-first truncation prior to joins and aggregation and audits feature provenance to prevent post-cutoff evidence from entering the benchmark.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25796	SAMark: A Self-Anchored Text Watermarking with Paragraph-Level Paraphrase Robustness	cs.AI,cs.CL,cs.CR	pre_denominator_closure	`SAMark: A Self-Anchored Text Watermarking with Paragraph-Level Paraphrase Robustness` (cs.AI,cs.CL,cs.CR) reports: In this work, we propose SAMark, a self-anchored watermarking framework that removes the dependency on sentence order by establishing a step-independent green region in semantic space.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25798	DiSC: Resolution-Scalable Acceleration of Diffusion Models by Exploiting Sparsity and Cached Token Reuse with Hash-based Distribution	cs.AR	retained_pending_exact_v1_review	`DiSC: Resolution-Scalable Acceleration of Diffusion Models by Exploiting Sparsity and Cached Token Reuse with Hash-based Distribution`: In this paper, we propose DiSC, a resolution-scalable, sparsity-aware hardware accelerator. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	INFER-TENSORRT-LLM
2605.25799	Addressing Exacerbated Attention Sink for Source-Free Cross-Domain Few-Shot Learning	cs.CV	pre_denominator_closure	`Addressing Exacerbated Attention Sink for Source-Free Cross-Domain Few-Shot Learning` (cs.CV) reports: To address this, we propose a novel approach to dynamically re-weight tokens according to their relevance with target-domain classes during the target-domain finetuning, which explicitly suppresses the model's reliance on these simple tokens and enhances the learning of hard tokens, reducing sink tokens and enhancing discriminability.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25801	PixelWizard: Towards Efficient High-Fidelity Video Generation at Ultra-Large Spatial Resolution	cs.CV	pre_denominator_closure	`PixelWizard: Towards Efficient High-Fidelity Video Generation at Ultra-Large Spatial Resolution` (cs.CV) reports: To address this, we propose PixelWizard, a framework that hierarchically decouples global structure modeling from fine-grained detail synthesis.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25802	Rethinking VLM Representation for VLA Initialization	cs.CV	pre_denominator_closure	`Rethinking VLM Representation for VLA Initialization` (cs.CV) reports: In this paper, we study VLA initialization as a controlled representation-design problem along three axes: capability-level embodied VQA supervision, parameter-update strategy, and robot-data pretraining.; however, the model-local quality or representation gain does not change the long-term multimodal state identity, generation factorization, serving, or physical-control boundary.	
2605.25803	ATV-Net: Adaptive Triple-View Network with Dynamic Feature Fusion	cs.CV	pre_denominator_closure	`ATV-Net: Adaptive Triple-View Network with Dynamic Feature Fusion` (cs.CV) reports: Recent advances in semantic segmentation rely heavily on attention-based and transformer-style architectures that, while accurate, introduce considerable architectural complexity and computational cost.; however, the model-local quality or representation gain does not change the long-term multimodal state identity, generation factorization, serving, or physical-control boundary.	
2605.25804	Event-to-Video Reconstruction using Spatio-Temporal and Frequency-Enhanced Deep Neural Networks	cs.CV	pre_denominator_closure	`Event-to-Video Reconstruction using Spatio-Temporal and Frequency-Enhanced Deep Neural Networks` (cs.CV) reports: To address these issues, we propose MSFET-E2V, a novel multiscale frequency-enhanced transformer model.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25806	An Analysis Focused on Womens Safety: Can VAD Models Be Enhanced by a Multi-modal Dataset?	cs.CV	pre_denominator_closure	`An Analysis Focused on Womens Safety: Can VAD Models Be Enhanced by a Multi-modal Dataset?` (cs.CV) reports: To address this, we present a new benchmark, referred to as ExtrAnom.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25810	Data-driven Head Motion Generation through Natural Gaze-Head Coordination	cs.CV,cs.HC	pre_denominator_closure	`Data-driven Head Motion Generation through Natural Gaze-Head Coordination` (cs.CV,cs.HC) reports: We present the first data-driven approach to model temporal gaze-head coordination from large-scale in-the-wild facial videos.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25811	Geometry Adaptive Counterfactual Distribution Learning with Diffusion-Guided Smoothing	cs.LG,stat.ME,stat.ML	pre_denominator_closure	`Geometry Adaptive Counterfactual Distribution Learning with Diffusion-Guided Smoothing` (cs.LG,stat.ME,stat.ML) reports: We study counterfactual distribution learning for high-dimensional outcomes whose laws may concentrate near lower-dimensional structure.; however, the model-local quality or representation gain does not change the long-term multimodal state identity, generation factorization, serving, or physical-control boundary.	
2605.25813	Extending Embodied Question Answering from Perception to Decision	cs.RO	pre_denominator_closure	`Extending Embodied Question Answering from Perception to Decision` (cs.RO) reports: We present EQA-Decision, a large-scale embodied QA dataset that systematically covers four complementary dimensions of embodied reasoning: static scene construction, spatial understanding, task dynamics reasoning, and instant decision.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25814	Adaptive Graph Refinement and Label Propagation with LLMs for Cost-Effective Entity Resolution	cs.AI,cs.CL	pre_denominator_closure	`Adaptive Graph Refinement and Label Propagation with LLMs for Cost-Effective Entity Resolution` (cs.AI,cs.CL) reports: Building upon this insight, we propose Alper, a unified framework that integrates these steps into an iterative probabilistic label propagation process over a global, evolving graph.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25815	Behind EvoMap: Characterizing a Self-Evolving Agent-to-Agent Collaboration Network	cs.AI,cs.MA	pre_denominator_closure	`Behind EvoMap: Characterizing a Self-Evolving Agent-to-Agent Collaboration Network` (cs.AI,cs.MA) reports: We present the first large-scale empirical study of EvoMap, a prominent A2A collaboration network.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25816	Fine-Tuning Over Architectural Complexity: Broad-Coverage PII Detection on PIIBench with DeBERTa	cs.AI,cs.CL	pre_denominator_closure	`Fine-Tuning Over Architectural Complexity: Broad-Coverage PII Detection on PIIBench with DeBERTa` (cs.AI,cs.CL) reports: We study model fine-tuning on a corrected multi-source PIIBench preparation spanning 82 retained entity types across ten source datasets.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25818	Hardware-Efficient and Performance-Enhanced Joint Pulse Shaping and Dispersion Compensation for Coherent Data Center Interconnects	cs.IT,cs.NI	pre_denominator_closure	`Hardware-Efficient and Performance-Enhanced Joint Pulse Shaping and Dispersion Compensation for Coherent Data Center Interconnects` (cs.IT,cs.NI) reports: We propose a joint shaping filtering and CD compensation (JFS-CD) algorithm.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25819	On Reliability of Efficient Membership Inference Vulnerability Evaluation	cs.CR,cs.LG	pre_denominator_closure	`On Reliability of Efficient Membership Inference Vulnerability Evaluation` (cs.CR,cs.LG) reports: First, we show that evaluating the TPR based on MIA scores concatenated across multiple individuals, commonly used to study vulnerabilities in the very low FPR regime, is not calibrated across the per-sample FPRs.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25820	Visual-Redundancy-Controlled Parallel Decoding for Diffusion-Based Multimodal Large Language Models	cs.LG	retained_pending_exact_v1_review	`Visual-Redundancy-Controlled Parallel Decoding for Diffusion-Based Multimodal Large Language Models`: To quantify this effect, we introduce the Visual Redundancy Index (VRI), which measures visual grounding overlap among tokens committed in parallel. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	MULTIMODAL-GENERATIVE-PARADIGMS
2605.25821	[CLS] is Not Enough: Multi-Label Recognition via Patch-Level Inference and Adaptive Aggregation	cs.CV	pre_denominator_closure	`[CLS] is Not Enough: Multi-Label Recognition via Patch-Level Inference and Adaptive Aggregation` (cs.CV) reports: To address this limitation, we present a new multi-label image recognition framework, termed PIAA, which formulates prediction as Patch-level Inference followed by Adaptive Aggregation.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25822	"""What is the Problem Space?"" Defining Host-space Adversarial Perturbations against Network Intrusion Detection Systems"	cs.CR	pre_denominator_closure	"`""What is the Problem Space?"" Defining Host-space Adversarial Perturbations against Network Intrusion Detection Systems` (cs.CR) reports: Hence, to demonstrate how to craft host-space perturbations and study some of their effects, we experimented on well-known benchmarks and a real-world network.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle."	
2605.25826	Branched Signature Kernel Solvers for ODEs with rough Single-Trajectory signals	cs.CE,cs.LG,math.NA	pre_denominator_closure	`Branched Signature Kernel Solvers for ODEs with rough Single-Trajectory signals` (cs.CE,cs.LG,math.NA) reports: We develop a branched signature kernel solver for linear and nonlinear ordinary differential equations driven by a \emph{single observed trajectory} of a possibly rough forcing signal--a setting common within earthquake engineering, finance, biology, and structural health monitoring, where only one forcing realization is available, and the solver must respect the underlying physical law without an…; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25829	OASIS: Observation-Action Space Alignment via SE(3) Trajectory Prediction for Robotic Manipulation	cs.AI,cs.RO	pre_denominator_closure	`OASIS: Observation-Action Space Alignment via SE(3) Trajectory Prediction for Robotic Manipulation` (cs.AI,cs.RO) reports: We propose OASIS, a visuomotor policy that aligns the intermediate representation with the action space via $SE(3)$ end-effector trajectory prediction.; however, the model-local quality or representation gain does not change the long-term multimodal state identity, generation factorization, serving, or physical-control boundary.	
2605.25831	Clarify, Abstain or Answer? Strategising in Conversation with Belief-Augmented Generation	cs.AI,cs.CL,cs.LG	retained_pending_exact_v1_review	`Clarify, Abstain or Answer? Strategising in Conversation with Belief-Augmented Generation`: We propose Belief-Augmented Generation (BAG): grounding LLMs in their own belief state via the prompt and letting them reason over these K samples to decide on a conversational strategy: answer, clarify, or abstain. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	AGENT-REFLECTION
2605.25832	When Search Becomes Memory: Turning Robot Design Trials into Transferable Skills	cs.AI,cs.CL,cs.CV,cs.RO	pre_denominator_closure	`When Search Becomes Memory: Turning Robot Design Trials into Transferable Skills` (cs.AI,cs.CL,cs.CV,cs.RO) reports: Large language models (LLMs) are increasingly used as proposal generators for evolutionary robot design, yet most loops remain memoryless: simulator results shape the next population but are not preserved as reusable design knowledge.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25835	Context-Instrumental Data Distillation for Kubernetes Manifest Generation: Method and Experimental Evaluation	cs.AI,cs.LG	pre_denominator_closure	`Context-Instrumental Data Distillation for Kubernetes Manifest Generation: Method and Experimental Evaluation` (cs.AI,cs.LG) reports: We propose the context-instrumental data distillation method: the source corpus is formed through synthetic generation and, in an extended scheme, through reverse instruction generation from real Kubernetes YAML files, with pairs included in training only upon passing external validators and matching the domain context model.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25836	TTPrint: Evidence-Grounded TTP Extraction via Diverge-then-Converge Verification	cs.AI,cs.CL,cs.CR	pre_denominator_closure	`TTPrint: Evidence-Grounded TTP Extraction via Diverge-then-Converge Verification` (cs.AI,cs.CL,cs.CR) reports: We propose TTPrint, which addresses this challenge through a diverge-then-converge design inspired by how human analysts work: first extracting broadly, then verifying rigorously.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25838	Same Data, Different Schemas: Robustness of LLM-based Text-to-SQL	cs.DB	pre_denominator_closure	`Same Data, Different Schemas: Robustness of LLM-based Text-to-SQL` (cs.DB) reports: Recent work suggests that the schema structure matters, but does not provide a clear and systematic way to evaluate model behavior when different schemas represent the same underlying data.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25842	MuCRASP: Multimodal Chain-of-thought Reasoning aware Structured Pruning	cs.AI,cs.CL	pre_denominator_closure	`MuCRASP: Multimodal Chain-of-thought Reasoning aware Structured Pruning` (cs.AI,cs.CL) reports: Motivated by these observations, we propose MuCRASP, a structured pruning framework that targets reasoning-critical components while preserving cross-modal alignment and accounting for layer-wise sensitivity under a global parameter budget.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25844	Proof of Useful Attestation: A Consensus Primitive for Attestation-Native Chains	cs.CR,cs.DC,cs.GT	pre_denominator_closure	`Proof of Useful Attestation: A Consensus Primitive for Attestation-Native Chains` (cs.CR,cs.DC,cs.GT) reports: It is a mechanism-design proposal with a formal economic floor and inherited BFT safety and liveness, not a complete cryptographic security proof.; however, the result is domain- or model-local and does not change a durable AI-System mechanism, state/data/control owner, evaluation contract, or design boundary.	
2605.25846	On the Limits of Model Merging for Multilinguality in Pre-Training	cs.CL	pre_denominator_closure	`On the Limits of Model Merging for Multilinguality in Pre-Training` (cs.CL) reports: We conduct a controlled study on the efficacy of mixed, merged, and monolingual pre-training setups.; however, the local objective or model-quality improvement does not change optimizer/checkpoint ownership, distributed runtime, precision contract, or a stable training design judgment.	
