arxiv_identity	first_public_utc	title	categories	screening_route	denominator_action	closure_reason	withdrawal_status
2608.30729v1	2026-08-31T13:03:19Z	Bounds on Shaping Partially Coherent Microwaves with Programmable Scattering Systems	physics.app-ph,eess.SP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30730v1	2026-08-31T13:03:57Z	E-Commerce Bench: Evaluating LLM Agents on Long-Horizon Autonomous Business Operation	cs.LG,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30731v1	2026-08-31T13:04:57Z	Calibrating Small Language Models for Claim Check-Worthiness Detection	cs.CL,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30732v1	2026-08-31T13:05:02Z	Robust bistable vortex light bullets in graded-index multimode fibers	physics.optics,nlin.PS	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30733v1	2026-08-31T13:05:44Z	An Operator-Theoretic Characterization of Gaussian Measure Singularity under Mean Shifts	math.PR,math.ST	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30734v1	2026-08-31T13:05:45Z	$\sqrtΔ$-Fine Rings	math.RA,math.RT	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30735v1	2026-08-31T13:05:57Z	Density of the multidimensional Lagrange spectrum	math.NT,math.DS	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30736v1	2026-08-31T13:06:05Z	Stability results for distribution-dependent stochastic Volterra equations	math.PR	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30737v1	2026-08-31T13:06:09Z	$D \to (K π)_{\mathbf{27}}$ at the SU(3)-flavour-symmetric point I: Methodology and strong phase determination	hep-lat,hep-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30738v1	2026-08-31T13:06:42Z	Not All Fallbacks Are Failures: Understanding and Recovering from Fallbacks in Mobile Voice Assistants	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30739v1	2026-08-31T13:08:26Z	Towards Balanced Spectral Reconstruction: Spectrally Adaptive Loss for Streaming Speech Enhancement	eess.AS	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30740v1	2026-08-31T13:09:15Z	Auslander correspondence for higher stable dg categories and cluster Morita theory	math.RT,math.CT,math.RA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30741v1	2026-08-31T13:09:19Z	Functional Degeneracy in Neural Networks: Measurement and Pruning	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30742v1	2026-08-31T13:09:39Z	Coarse-grained simulations of dsDNA polycatenanes and network formation in annular nanochannels with topoisomerase II	cond-mat.soft	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30743v1	2026-08-31T13:11:20Z	Perspectives on the Bott spectral sequence for Lie groupoids	math.DG,math.AT	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30744v1	2026-08-31T13:11:23Z	Dimensions of surface repellers and attractors of non-linear planar IFSs	math.DS	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30745v1	2026-08-31T13:11:52Z	TDDM-Melatt: A Decoupled Memory and Diffusion Framework for Generalizable Encrypted Traffic Classification	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30746v1	2026-08-31T13:12:23Z	Hartree Fragmentation and Long-Range Pair Networks in Aperiodic Chains	cond-mat.dis-nn,cond-mat.stat-mech,cond-mat.str-el	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30747v1	2026-08-31T13:13:13Z	Compact homogeneous complex manifolds	math.DG	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30748v1	2026-08-31T13:14:47Z	The Fragility of Jailbreak Robustness Across Operational States	cs.CR,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30749v1	2026-08-31T13:17:17Z	Importance Sampling Enhanced with the COS Method for the Portfolio Risk Allocation	q-fin.CP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30750v1	2026-08-31T13:17:41Z	Do VLMs Share Safety Neurons Across Modalities?	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30751v1	2026-08-31T13:18:03Z	Autoregressive Mosaics: Probing 2D Spatial Reasoning in Text-Only Language Models	cs.AI,cs.CV	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30752v1	2026-08-31T13:18:31Z	Quasi-convexity of energy functions along Teichmüller geodesics	math.DG,math.GT	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30753v1	2026-08-31T13:21:47Z	Learning from What You Retrieve: Online RL Fine-Tuning for Semantic Retrieval	cs.IR,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30754v1	2026-08-31T13:22:20Z	CLIN: an Objective Framework for Evaluating Creativity in Short Persian Literary Text	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30755v1	2026-08-31T13:23:01Z	External magnetic-field effects on dipolar-particle orbits and critical collisions in Kerr--Bertotti--Robinson spacetime	gr-qc	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30756v1	2026-08-31T13:24:26Z	On the Prospects of Dynamic LLM Conversations in Software Development	cs.SE,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30757v1	2026-08-31T13:24:47Z	Which Rules Matter Now? Policy-Centroid Routing Before an Intelligent System Acts	cs.AI,cs.CY	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30758v1	2026-08-31T13:25:40Z	CheXGround: Anatomical Region Tokens for Grounded Longitudinal Chest X-ray Interpretation	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30759v1	2026-08-31T13:26:08Z	Geometric origin of intrinsic rigidity for extremal horizons	gr-qc	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30760v1	2026-08-31T13:26:16Z	PRACTICE: From Experience to Expertise in Self-Evolving Embodied Agents	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30761v1	2026-08-31T13:26:29Z	Resonance statistics, Fock-space branching, and long-range pair networks in slowly varying interacting chains	cond-mat.dis-nn,cond-mat.stat-mech,cond-mat.str-el	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30762v1	2026-08-31T13:26:52Z	ChessQueries: Toward Better Chess Board Recognition	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30763v1	2026-08-31T13:27:43Z	Ultracontractivity of heat semigroups with non-local Robin boundary conditions via two-sided bounds for a positive eigenfunction	math.AP,math.FA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30764v1	2026-08-31T13:29:37Z	Cycle-Structure Generating Functions for Special Breakpoint Graphs	math.CO,quant-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30765v1	2026-08-31T13:30:06Z	T3S: Improving Multi-Task Reinforcement Learning with Task-Specific Feature Selector and Scheduler	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30766v1	2026-08-31T13:31:35Z	A consistent, physical, and analytical model for CMB observables of reionisation I. Derivation, constraining power, and detectability of the auto-spectra	astro-ph.CO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30767v1	2026-08-31T13:32:39Z	Fundamental groups of asymptotic cones of Lie groups with the SOL obstruction	math.GR,math.GT,math.MG	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30768v1	2026-08-31T13:32:59Z	CORAL: A Benchmark for Structure-aware and Brain-wide Neuron Reconstruction in Light Microscopy	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30769v1	2026-08-31T13:33:26Z	TrainSDC: Characterizing and Mitigating Silent Data Corruption in Large Language Model Training	cs.LG	core-daily-full-semantic-screen	retained	retained: durable AI-system mechanism or ownership/evaluation-contract delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30770v1	2026-08-31T13:33:33Z	Integral Invariants of Vasudeva Murthy's Relaxation Systems: Analysis and Numerical Validation	math.NA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30771v1	2026-08-31T13:34:26Z	PauLie: Fast Classification of Pauli Dynamical Lie Algebras	quant-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30772v1	2026-08-31T13:35:00Z	Clustering based magnetic assays for SARS-CoV-2 detection with scFv-functionalized magnetic nanoparticles	physics.med-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30773v1	2026-08-31T13:35:00Z	Learning to infer and manipulate through distributed whole-arm interaction in a soft robot	cs.RO	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30774v1	2026-08-31T13:35:43Z	Anomalies and discrete torsion in Type II and Type I worldsheet theories	hep-th	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30775v1	2026-08-31T13:35:49Z	Quantum Block Turbo Codes	quant-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30776v1	2026-08-31T13:36:14Z	Likelihood-Constrained Acoustic Reranking for Training-Free Hallucination Mitigation in LLM-Based ASR	eess.AS	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30777v1	2026-08-31T13:37:05Z	Inhomogeneous nonlinear Schrödinger equation in Fourier-Lebesgue and modulation spaces	math.AP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30778v1	2026-08-31T13:38:11Z	Reciprocity Separates Gradient Flow from Rotation in Conservative Physical Learning	cs.LG,nlin.AO	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30779v1	2026-08-31T13:39:21Z	Some uniform estimates for Kähler--Ricci Shrinkers	math.DG	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30780v1	2026-08-31T13:39:25Z	Kashiwara--Nakashima tableaux, Gelfand--Tsetlin patterns, and quantum symmetric pairs	math.RT,math.CO,math.QA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30781v1	2026-08-31T13:39:54Z	Radio measurements of air showers with the IceCube-Gen2 surface prototype station at the Pierre Auger Observatory	astro-ph.IM,astro-ph.HE	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30782v1	2026-08-31T13:39:54Z	PixelIR: Fidelity-Perception Decoupling via Pixel-Space Image-Residual Flow Matching for Efficient One-Step Real-World Super-Resolution	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30783v1	2026-08-31T13:40:23Z	Neutral atom quantum computing	quant-ph,physics.atom-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30784v1	2026-08-31T13:41:09Z	Gravitational-Wave Echoes from Layered Compact Objects: A Double-Shell Model	gr-qc	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30785v1	2026-08-31T13:41:16Z	SkillZip Pro: Execution-Aware Dynamic Compression of Progressively Loaded Skills for Self-Evolving Agents	cs.AI	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30786v1	2026-08-31T13:44:53Z	Photon-efficient quantum repeater chains via hyperentanglement-assisted purification	quant-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30787v1	2026-08-31T13:44:53Z	Ancient cylindrical flows with fast or slow convergence	math.DG,math.AP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30788v1	2026-08-31T13:44:57Z	Model reduction of port-Hamiltonian systems via neural networks	math.NA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30789v1	2026-08-31T13:45:23Z	Camera trap classification with deep learning under ground truth uncertainty	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30790v1	2026-08-31T13:46:36Z	Fine structure of the M-center in Si	cond-mat.mtrl-sci	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30791v1	2026-08-31T13:46:58Z	Shifted Macdonald Polynomials and the $(q,t)$-Deformed Goulden--Jackson Product	math.CO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30792v1	2026-08-31T13:47:14Z	Conjoint Audio-to-Spikes Encoding and Processing for Efficient Neuromorphic Speech Recognition	cs.NE,cs.AI,cs.LG,eess.AS	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30793v1	2026-08-31T13:47:44Z	LipCoder: Voice-Enabled Coding Toolkit	cs.HC	weekly-route-trigger-check	pre-denominator closure	weekly-filtered category without an in-window Daily trigger or cross-listed durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30794v1	2026-08-31T13:48:55Z	Doppler Effect in High-Mobility Free Space Optical Links with Multicarrier Intensity Modulation	eess.SP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30795v1	2026-08-31T13:49:00Z	Uncertainty-Aware End-to-End AI Weather Forecasting: Disentangling Observation and Model Contributions	physics.ao-ph,cs.LG	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30796v1	2026-08-31T13:50:05Z	Tumor boundary instability induced by pressure feedback	math.AP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30797v1	2026-08-31T13:50:39Z	Computational free will as global selection: from sheaf-theoretic gluing to a conditional separation of P and NP	cs.LO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30798v1	2026-08-31T13:51:32Z	An Explicit Belyi Map for the Wiman Sextic and Cusp Forms for a Noncongruence Subgroup	math.NT,math.AG	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30799v1	2026-08-31T13:52:33Z	On the structure of graphs with given odd girth and large algebraic connectivity	math.CO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30800v1	2026-08-31T13:53:19Z	Learning rules for complex-valued patterns in networks of oscillators	cond-mat.dis-nn,cond-mat.stat-mech	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30801v1	2026-08-31T13:54:01Z	From Test Performance to Risk-Based Effect Sizes: A Unified Wald-Type Framework to Design Clinical Validation Studies for Binary and Survival Outcomes	stat.ME	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30802v1	2026-08-31T13:54:02Z	Chiral Color Ice: Exact Local Handedness Constraints and Möbius Zero Modes in Frustrated Magnets	cond-mat.str-el,math-ph,quant-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30803v1	2026-08-31T13:54:48Z	Schwarz: Solver-Aware Agentic Program Verification	cs.LO,cs.SE	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30804v1	2026-08-31T13:55:10Z	Geometric Attractor Monitoring: A Robust and Frugal Framework for Multi-modal Industrial Robotic Cycles	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30805v1	2026-08-31T13:55:14Z	Aggregate Disambiguation Systems	stat.ME,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30806v1	2026-08-31T13:55:28Z	Stellar streams around dwarf galaxies are observationally rare in the local Universe	astro-ph.GA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30807v1	2026-08-31T13:56:30Z	Isodiametric-type upper bounds for Steklov eigenvalues	math.DG,math.SP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30808v1	2026-08-31T13:56:39Z	Reduced polynomial lifts of APN permutations over Galois rings and effective non-APN bounds	math.NT,cs.IT	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30809v1	2026-08-31T13:57:41Z	Kinetic temperatures and inertial effects in a nonequilibrium bead-spring model	cond-mat.stat-mech	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30810v1	2026-08-31T13:58:10Z	Normal and Lognormal Asymptotics for Lattice-Point Counts in Random Translates of High-Dimensional Balls	math.NT,math.PR	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30811v1	2026-08-31T13:58:59Z	TopoCompress: Long Context Compression via Graph-Wired Semantic Trajectories	cs.CL,cs.LG	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30812v1	2026-08-31T13:59:06Z	Study of Butterfly-Shaped Coronal Hole Evolution Across the Solar Disk	astro-ph.SR	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30813v1	2026-08-31T13:59:12Z	Supermoiré Reconstruction and Topological Mosaics in Twisted Trilayer WSe$_2$ and MoTe$_2$	cond-mat.mes-hall	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30814v1	2026-08-31T13:59:43Z	Computing Equilibria in Simulation-Based Insurance Markets with Discontinuous Demand	math.OC	triggered-backstop-check	pre-denominator closure	triggered-backstop category without a qualifying Daily trigger or durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30815v1	2026-08-31T13:59:57Z	A general framework for disturbance compensation in airborne and seaborne gravimetry supported by machine learning	physics.ins-det	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30816v1	2026-08-31T14:00:09Z	Most properties are undecidable even in $\mathop{\mathsf{NExt}} \mathsf{Grz}_t$	math.LO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30817v1	2026-08-31T14:00:12Z	A Composition-Aware Pretraining Framework for Geospatial Foundation Models	cs.CV,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
