source_family_id	arxiv_id	screening_route	title	decision	owner	reason	title_abstract_sha256
SF-2026-ARXIV-2606-28059	2606.28059	core_daily_semantic_review_required	Fast and Feasible: Permutation-based Constrained Reranking for Revenue Maximization	closure	—	《Fast and Feasible: Permutation-based Constrained Reranking for Revenue Maximization》的摘要问题为：Search and recommender systems have produced highly relevant search results.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	2a841c451e72b281d19f531ab2fef27e36180365f4ae44139061e2ac6ee1d3f4
SF-2026-ARXIV-2606-28060	2606.28060	not_routed_by_keyword_contract	ReScene: Structured Indoor Scene Reconstruction from Multi-View Captures	closure	—	《ReScene: Structured Indoor Scene Reconstruction from Multi-View Captures》的摘要问题为：Constructing simulation-ready 3D scenes from multi-view captures is a key bottleneck for Embodied Artificial Intelligence, as downstream tasks require object-level structure, explicit inter-object relations, and physical plausibility.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	d56251d6c632641efb76f22a08f8009920dab58dfffd21128995f4f4606c4fe5
SF-2026-ARXIV-2606-28061	2606.28061	core_daily_semantic_review_required	ToolPrivacyBench: Benchmarking Purpose-Bound Privacy in Tool-Using LLM Agents	retain	PLATFORM-SECURITY	把 tool-agent privacy 从最终文本扩展到每个 tool argument、sink 与 purpose-bound information flow。	3aad5acef3bb41f466d62b6d61c3bdeebdb442163baafdca58cf8e49d915b491
SF-2026-ARXIV-2606-28062	2606.28062	core_daily_semantic_review_required	Single and Multi Truth Data Fusion using Large Language Models	closure	—	《Single and Multi Truth Data Fusion using Large Language Models》的摘要问题为：Data fusion, also known as truth discovery, is a data integration problem that aims to determine the correct value or set of values for each attribute of an object when presented with potentially conflicting values from multiple sources.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	c1ec4bcd845391ee1f46fbd2570eaed830f53491f052366b1929eb4244e74c71
SF-2026-ARXIV-2606-28064	2606.28064	not_routed_by_keyword_contract	The ARDoCo Tool Landscape: REST API, TraceView, and TraceViz for Architecture Traceability	closure	—	《The ARDoCo Tool Landscape: REST API, TraceView, and TraceViz for Architecture Traceability》的摘要问题为：Context and Problem.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	2bb05719792d866669999b34407959010839a8312499d10084c9578b9d0fc89a
SF-2026-ARXIV-2606-28065	2606.28065	core_daily_semantic_review_required	OperatorSHAP: Fast and Accurate Shapley Value Estimation for Neural Operators	closure	—	《OperatorSHAP: Fast and Accurate Shapley Value Estimation for Neural Operators》的摘要问题为：Understanding model predictions is essential for physical applications, where outputs often inform safety-critical decisions, such as structural load assessment, weather warnings, and clinical diagnosis.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	8b4da3b3dda729fc1b3d234f3cc459b592eac4228ea98ff157683749b6ff2b3c
SF-2026-ARXIV-2606-28066	2606.28066	not_routed_by_keyword_contract	Prophecy-Based Automated Verification of Message-Passing Programs	closure	—	《Prophecy-Based Automated Verification of Message-Passing Programs》的摘要问题为：We propose a fully automated method for verifying functional correctness of message-passing concurrent programs by reducing verification problems to constrained Horn clause (CHC) solving.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	d1e00fa0fa46ddf784bce94101f055075af0eeaea1d65aae9503cd0e6bf5f6d5
SF-2026-ARXIV-2606-28070	2606.28070	core_daily_semantic_review_required	JD Oxygen AI Item Center (Oxygen AIIC) V1: An Industrial-Scale LLM/VLM-Centric Solution for Item Understanding, Management, and Applications	retain	PLATFORM-FOUNDATIONS	提供 ontology、knowledge production、model evolution、unified data/service tunnel 在工业规模下的统一平台合同。	f4a5e92d464588cd7d0659f0d7c6e5d997401216a483ba60879ce84e3fc0a08d
SF-2026-ARXIV-2606-28076	2606.28076	core_daily_semantic_review_required	Ontology-Guided Evidence Path Inference for Multi-hop Knowledge Graph Question Answering	closure	—	《Ontology-Guided Evidence Path Inference for Multi-hop Knowledge Graph Question Answering》的摘要问题为：Knowledge graph question answering (KGQA) aims to answer natural-language questions by reasoning over structured facts.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	1ca0bfe8ad40c3557448790744dc1c3e49984131541bdf318573f9d4a287e4af
SF-2026-ARXIV-2606-28077	2606.28077	keyword_daily_semantic_review_required	TextDS: Parameter-Efficient Representation Alignment for Scene Text Detection under Distribution Shifts	closure	—	《TextDS: Parameter-Efficient Representation Alignment for Scene Text Detection under Distribution Shifts》的摘要问题为：In real-world deployments, scene text detectors inevitably face distribution shifts beyond the training distribution.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	1a6faedc7a0228f3df5d5ba95c63115e7727168183b506ac23a6484c7deac011
SF-2026-ARXIV-2606-28079	2606.28079	not_routed_by_keyword_contract	GTI-mSEMP Framework : A Proposed Framework to Simulate Malware Propagation with Inclusion of Attacker-Defender Strategy	closure	—	《GTI-mSEMP Framework : A Proposed Framework to Simulate Malware Propagation with Inclusion of Attacker-Defender Strategy》的摘要问题为：The rapid proliferation of automated, multi-vector malware threats poses a significant risk to heterogeneous, resource constrained cyber-physical networks.  本 family 的边界判断：综述、立场或尚未验证的框架没有形成可写入长期系统判断的 primary mechanism/evaluation delta。	60174e16bfd2253b8987275c3f1472ec6a8ebda15e1d1d0f4cb0a53720532d4c
SF-2026-ARXIV-2606-28081	2606.28081	core_daily_semantic_review_required	Context-Aware Explanations for Spatialized Document Layouts	closure	—	《Context-Aware Explanations for Spatialized Document Layouts》的摘要问题为：Spatialized document layouts are widely used for exploratory analysis of text corpora, but interpreting the spatial organization of documents and the relationships between regions remains challenging.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	36cde9b3ebeba31608c48f7b3fa876f7cb743aa8f86bf06c0d466fad2db3b698
SF-2026-ARXIV-2606-28083	2606.28083	core_daily_semantic_review_required	STAG: Spatio-temporal Evolving Structural Representation of Action Units for Micro-expression Recognition	closure	—	《STAG: Spatio-temporal Evolving Structural Representation of Action Units for Micro-expression Recognition》的摘要问题为：Micro-expression recognition is challenging due to subtle and short-lived facial muscle movements.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	6a05293b2df1dadbbaff60a8ed3725bea7404ab971986f48efa2a230b1971e4d
SF-2026-ARXIV-2606-28087	2606.28087	keyword_daily_semantic_review_required	AB-Sync: Attention-Based Slot-Level Clock Synchronization Method for UWB-TDOA Localization Networks	closure	—	《AB-Sync: Attention-Based Slot-Level Clock Synchronization Method for UWB-TDOA Localization Networks》的摘要问题为：Ultra-wideband (UWB) time-difference-of-arrival (TDOA) localization networks provide high-update-rate indoor location services for IoT and cyber-physical applications, but their accuracy depends on nanosecond-level clock synchronization among anchors.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	7de01b78b6b0fa38abbcc3ae514441daca8b9e651424910d487a2433d6d71e12
SF-2026-ARXIV-2606-28089	2606.28089	keyword_daily_semantic_review_required	RPM-Distill: Physiology-guided Adaptive Cross-modal Distillation for Robust Remote Physiological Measurement	closure	—	《RPM-Distill: Physiology-guided Adaptive Cross-modal Distillation for Robust Remote Physiological Measurement》的摘要问题为：Video-based remote physiological measurement (RPM) is highly accessible but remains fragile under varying illumination, skin tones, and motion.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	462a896adc8163d3e7c7d9ff9e8bcfcc92dd222ced522a27687ba21258ac59a9
SF-2026-ARXIV-2606-28092	2606.28092	not_routed_by_keyword_contract	Diffusion Model Attribution via Spectral Coupling of Denoiser Responses	closure	—	《Diffusion Model Attribution via Spectral Coupling of Denoiser Responses》的摘要问题为：Attributing a generated image to its source diffusion model is a fundamental challenge in provenance verification and intellectual property protection.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	f945beadccb54303e06ee698cf68660f946ff5bdcd5ad665daff39b2ab5d801f
SF-2026-ARXIV-2606-28094	2606.28094	core_daily_semantic_review_required	OSOR: One-Step Diffusion Inpainting for Effect-Aware Object Removal	closure	—	《OSOR: One-Step Diffusion Inpainting for Effect-Aware Object Removal》的摘要问题为：Real-world object removal is challenging due to two key difficulties: the target object's non-local effects, such as shadows and reflections, which are difficult to model, and the fact that user-provided masks are often inaccurate or incomplete.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	11e537f3e9ba2a6936da3cc5978e4e6bc30ef1a6f71e6a231a6edfe346bb097a
SF-2026-ARXIV-2606-28097	2606.28097	core_daily_semantic_review_required	Fair Classification with Efficient and Post-hoc Controllable Fairness-Accuracy Trade-off	closure	—	《Fair Classification with Efficient and Post-hoc Controllable Fairness-Accuracy Trade-off》的摘要问题为：Post-hoc controllability of fair machine learning models, the ability to control the trade-off between fairness and accuracy after training, is valuable for practical deployment.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	59e911af4c99a75ab325f577be140afd30ea9a8a4fe66663f5481f150a80276c
SF-2026-ARXIV-2606-28104	2606.28104	core_daily_semantic_review_required	Cross-view Multimodal Vision-Based Assessment Framework for Traditional Chinese Medicine Rehabilitation Training	closure	—	《Cross-view Multimodal Vision-Based Assessment Framework for Traditional Chinese Medicine Rehabilitation Training》的摘要问题为：Vision-based assessment can provide convenient and cost-effective evaluation in Traditional Chinese Medicine (TCM) rehabilitation training, where action quality assessment (AQA) from computer vision offers a promising solution.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	7fde0fcbbae0491e787a373357fb522599a58fd6717f0bdeb9412c0c0eddf00d
SF-2026-ARXIV-2606-28105	2606.28105	core_daily_semantic_review_required	Scaling limit of the Random Language Model	closure	—	《Scaling limit of the Random Language Model》的摘要问题为：We develop a quantitative theory of the Random Language Model (RLM), an ensemble of stochastic context-free grammars, in a scaling limit where the number of hidden symbols $N \to \infty$ while the grammar temperature $\tildeε_d \to 0$ at fixed $x = {\tildeε}_d \log N$.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	8826a53fd525c925a1ea6520d700c9da3efa7b7b60606a2fa38148a3bb092bf4
SF-2026-ARXIV-2606-28109	2606.28109	keyword_daily_semantic_review_required	MMAO: A Metabolic Multi-Agent Optimizer with Endogenous Resource Allocation for Continuous and Discrete Optimization	closure	—	《MMAO: A Metabolic Multi-Agent Optimizer with Endogenous Resource Allocation for Continuous and Discrete Optimization》的摘要问题为：Traditional meta-heuristics often rely on fixed population sizes, manually chosen search scales, and externally attached parameter-control modules.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	a50383c2a8347f668ff29683fb819237bd05209d66b56b42a19b3e20786ba824
SF-2026-ARXIV-2606-28112	2606.28112	core_daily_semantic_review_required	BiDeMem: Bidirectional Degradation Memory for Explainable Image Restoration	closure	—	《BiDeMem: Bidirectional Degradation Memory for Explainable Image Restoration》的摘要问题为：Degradation-aware prompts, conditions, and latent priors are increasingly used in image restoration, yet they are usually judged by a single endpoint: whether the restored image obtains higher PSNR.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	5fc8406e6b0ca9a073c588bb630414aaafbcf1790ff624e10cd8ca5370322fe8
SF-2026-ARXIV-2606-28114	2606.28114	not_routed_by_keyword_contract	Screening Matters: A Comparative Study of Conventional and Crowdsourced Listening Tests	closure	—	《Screening Matters: A Comparative Study of Conventional and Crowdsourced Listening Tests》的摘要问题为：Subjective evaluation remains the most reliable way of testing speech and audio coding techniques.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	bd0f27fb2efe6a030a9657d01dc07a6a0f70e0698894e8c7ed9743653a78dadb
SF-2026-ARXIV-2606-28116	2606.28116	core_daily_semantic_review_required	Mechanism-Driven Monitors for Preemptive Detection of LLM Training Instability	retain	PLATFORM-MONITORING	从 attention/router 的故障机理导出 pre-loss training-instability sensors，而非等待 loss collapse。	c4f1cda742023b10f7db6196150a90a3f1690f5c16ef805660d0b3894a6922e3
SF-2026-ARXIV-2606-28117	2606.28117	core_daily_semantic_review_required	When One Adapter Speaks for Many: Discovering Low-Rank Redundancy in Continual Fine-Tuning	closure	—	《When One Adapter Speaks for Many: Discovering Low-Rank Redundancy in Continual Fine-Tuning》的摘要问题为：Low-Rank Adaptation (LoRA) has become the standard tool for parameter-efficient fine-tuning of large pretrained models.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	e425692a27c0ab7708ef87ea6643d937e6a646c2f4a996c6c7002830907ca6d8
SF-2026-ARXIV-2606-28119	2606.28119	core_daily_semantic_review_required	Physics-constrained neural networks for surrogate modeling of lossless periodic structures	closure	—	《Physics-constrained neural networks for surrogate modeling of lossless periodic structures》的摘要问题为：We introduce a physics-constrained neural network (PCNN) for the rapid prediction of rigorous coupled-wave analysis (RCWA) outputs in the form of Jones matrices.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	56e4ff409a0cfe5c6a9f6d92b34f15914b829ed72cbb2e4180b7a3873ce3ca4d
SF-2026-ARXIV-2606-28120	2606.28120	not_routed_by_keyword_contract	The Reciprocal Impact of Science and Software: A Cross-Corpus Analysis of How Research Shapes Software and Software Enables Research	closure	—	《The Reciprocal Impact of Science and Software: A Cross-Corpus Analysis of How Research Shapes Software and Software Enables Research》的摘要问题为：Software and scientific knowledge co-evolve, yet they are catalogued in separate corpora that rarely speak to one another.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	a4f7ba387390fd322f4d6e8b92e394192ee05577b5832d8e548932fac3a8e9ae
SF-2026-ARXIV-2606-28122	2606.28122	core_daily_semantic_review_required	Higher-Order Fourier Neural Operator: Explicit Mode Mixer for Nonlinear PDEs	closure	—	《Higher-Order Fourier Neural Operator: Explicit Mode Mixer for Nonlinear PDEs》的摘要问题为：Neural operators provide deep neural networks for learning mappings between function spaces.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	25da40f32380e899169cb366e2affdbb3feb1a74ada45409604557205cb8b0f4
SF-2026-ARXIV-2606-28123	2606.28123	core_daily_semantic_review_required	Dangerous Liaisons of Convex Learning and Non-Affine Aggregation	closure	—	《Dangerous Liaisons of Convex Learning and Non-Affine Aggregation》的摘要问题为：Last-iterate convergence and generalization guarantees in first-order convex learning hinge on the monotonicity of the update operator.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	1084832b23d2a72c98525c146221ba87ec75e8285f551706dd1dfb64c9c97ae6
SF-2026-ARXIV-2606-28125	2606.28125	keyword_daily_semantic_review_required	How Humans, Bots, and Agents Communicate About Vulnerabilities in Pull Requests	closure	—	"《How Humans, Bots, and Agents Communicate About Vulnerabilities in Pull Requests》的摘要问题为：Developers may reference vulnerabilities in pull request discussions through both explicit identifiers, such as CVEs or GHSAs, and implicit security-related language (e.g., ""unauthorized access"" or ""SQL injection"").  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。"	6a7cb047e3f5a6d1eeefe4a09c343174ccb0365d6bee71438ee104476920a88a
SF-2026-ARXIV-2606-28126	2606.28126	core_daily_semantic_review_required	AI-Driven Synthesis for High-Tech System Design: Automating Innovation	closure	—	《AI-Driven Synthesis for High-Tech System Design: Automating Innovation》的摘要问题为：This article addresses the combinatorial complexity inherent in modern high-tech system design by presenting automation-in-design (AiD) as a transformative paradigm.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	52e8a69b3a16dab1e7694748e9231697cd94376870c4a8f92096192586b02001
SF-2026-ARXIV-2606-28127	2606.28127	core_daily_semantic_review_required	From Tokens to States: LLMs as a Special Case of World Models and the Continuous Path Beyond	closure	—	《From Tokens to States: LLMs as a Special Case of World Models and the Continuous Path Beyond》的摘要问题为：The AI community has framed the relationship between large language models (LLMs) and world models as a dichotomy: LLMs predict tokens; world models simulate reality.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	7b3d282f8162a2eb9a55a904d3d9e61fe675e9b3d35eb78cd5ebef9884d75e57
SF-2026-ARXIV-2606-28128	2606.28128	core_daily_semantic_review_required	PhysisForcing: Physics Reinforced World Simulator for Robotic Manipulation	retain	MULTIMODAL-WORLD-MODELS	把 video-world-simulator 的 contact/trajectory physics supervision 与 downstream closed-loop policy effect 联结。	232d2ef15adebaf211f40ebe15a7c17810abd4fd3021a9f3d9e2483ca3a891f0
SF-2026-ARXIV-2606-28132	2606.28132	keyword_daily_semantic_review_required	CrossLangFuzzer: Differential Testing of Cross-Language JVM Compilers	closure	—	《CrossLangFuzzer: Differential Testing of Cross-Language JVM Compilers》的摘要问题为：Modern JVM software increasingly integrates multiple programming languages, such as Java, Kotlin, Groovy, and Scala, within a single application.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	f96fb644a80ccbd470213611339395831fce4abfaee20dbefba88c74c69f7c20
SF-2026-ARXIV-2606-28133	2606.28133	not_routed_by_keyword_contract	Translation as a Bridging Action: Transferring Manipulation Skills from Humans to Robots	closure	—	《Translation as a Bridging Action: Transferring Manipulation Skills from Humans to Robots》的摘要问题为：We study whether we can learn novel manipulation skills from human actions to a bi-manual robot with parallel grippers.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	a808e979ecaa6168a3d5f130e1a895bf1b4a732763a6236a8d972f5528f09e37
SF-2026-ARXIV-2606-28134	2606.28134	core_daily_semantic_review_required	Beyond Sparse Supervision: Diffusion-Guided Learning for Few-Shot Graph Fraud Detection	closure	—	《Beyond Sparse Supervision: Diffusion-Guided Learning for Few-Shot Graph Fraud Detection》的摘要问题为：Graph-based fraud detection is essential for safeguarding large-scale transaction systems, where undetected anomalies may lead to substantial financial losses and security risks.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	5501769232aa414b8e833e4241346daa315802f82dba429e77f42b0bcd4f2261
SF-2026-ARXIV-2606-28136	2606.28136	not_routed_by_keyword_contract	Differentiable design of the PIAA-ZWFS: a flexible wavefront sensor that approaches the fundamental limit	closure	—	《Differentiable design of the PIAA-ZWFS: a flexible wavefront sensor that approaches the fundamental limit》的摘要问题为：Extreme adaptive optics (AO) is necessary for high contrast astronomy at scales of the habitable zone of nearby systems.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	367115902e9ea857eabb16298bb924d11cbe5927a812c05fcc409ac0bd33fe90
SF-2026-ARXIV-2606-28142	2606.28142	core_daily_semantic_review_required	MixTTA: Low-Rank Cross-Channel Mixing for Reliable Test-Time Adaptation	closure	—	《MixTTA: Low-Rank Cross-Channel Mixing for Reliable Test-Time Adaptation》的摘要问题为：Test-Time Adaptation (TTA) methods commonly update the affine parameters of normalization layers to adapt deployed models under distribution shifts.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	2013c9373cf8a98ef0ad9488b8d5202516530bd64aa11fa2cc5131ca152248d3
SF-2026-ARXIV-2606-28144	2606.28144	not_routed_by_keyword_contract	Monocular Avatar Reconstruction via Cascaded Diffusion Priors and UV-Space Differentiable Shading	closure	—	《Monocular Avatar Reconstruction via Cascaded Diffusion Priors and UV-Space Differentiable Shading》的摘要问题为：Reconstructing high-fidelity, relightable 3D avatars from a single in-the-wild image is a challenging ill-posed problem, primarily hindered by the scarcity of high-quality PBR data and the complexity of disentangling illumination from intrinsic materials.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	b78a368132e750d70f3c87af7cf46f5046e1b4a4dd8d6ea0d1b1fcc2bdf3a60a
SF-2026-ARXIV-2606-28145	2606.28145	core_daily_semantic_review_required	Autoencoder Architectures for Athlete Performance Scoring from Wearable Telemetry	closure	—	《Autoencoder Architectures for Athlete Performance Scoring from Wearable Telemetry》的摘要问题为：Wearable devices produce large, high dimensional training logs for everyday runners, and interpretation rather than data collection is now the limiting step.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	13a46ec26bc9a6fa2b3a737528baec76e04223d8f72743edb2b730a70f27ab17
SF-2026-ARXIV-2606-28149	2606.28149	core_daily_semantic_review_required	Toward Robust In-Context Segmentation via Concept Guidance	closure	—	《Toward Robust In-Context Segmentation via Concept Guidance》的摘要问题为：In-context segmentation (ICS) requires a model to segment target regions in a query image using only a few reference images and their corresponding masks, without updating any parameters.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	5ef66b1f9b820013531cffed38f27a101ba0f42cc72ed2853025394e01a00d60
SF-2026-ARXIV-2606-28152	2606.28152	core_daily_semantic_review_required	Regularized Reward-Punishment Reinforcement Learning	closure	—	《Regularized Reward-Punishment Reinforcement Learning》的摘要问题为：We propose KL-Coupled Policy Regularization (KCPR), a policy coordination framework for Reward-Punishment Reinforcement Learning (RPRL).  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	3c4df9893559814bcfabbc6a5c2545b07211af5da126c3625e8bd611b82c8826
SF-2026-ARXIV-2606-28153	2606.28153	core_daily_semantic_review_required	Robust Harmful Features Under Jailbreak Attacks: Mechanistic Evidence from Attention Head Specialization in Large Language Models	retain	PLATFORM-SECURITY	区分被攻击抑制与仍持续存在的 safety attention heads，并验证其 causal/monitoring 边界。	9f547d85c9c79199e25f7fb23b0d97ce2673029317beab4f128e30278d450f64
SF-2026-ARXIV-2606-28158	2606.28158	core_daily_semantic_review_required	Recovering Sharp Conductivity Features in the Finite-Data Calderón Problem with Physics-Informed Neural Networks	closure	—	《Recovering Sharp Conductivity Features in the Finite-Data Calderón Problem with Physics-Informed Neural Networks》的摘要问题为：Physics-informed neural networks (PINNs) have recently emerged as a promising framework for addressing the Calderón inverse problem from limited boundary data.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	fed4ea41d7ed685c0f69666234f731efe143feee74b8213ea010f2a34dde847e
SF-2026-ARXIV-2606-28163	2606.28163	not_routed_by_keyword_contract	Enhanced Neural Video Representation Compression across Extreme Complexity and Quality Scales	closure	—	《Enhanced Neural Video Representation Compression across Extreme Complexity and Quality Scales》的摘要问题为：Implicit neural representations (INRs) have recently emerged as a promising approach to video compression, delivering competitive rate-distortion performance alongside rapid decoding.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	8326295b776262260060ae6c54744502354dbf9774c6c235ad036e0324ac4096
SF-2026-ARXIV-2606-28164	2606.28164	core_daily_semantic_review_required	EchoSonar-R: A Multi-View Reasoning-Enabled Model for Disease Classification and Report Generation in Echocardiography	closure	—	《EchoSonar-R: A Multi-View Reasoning-Enabled Model for Disease Classification and Report Generation in Echocardiography》的摘要问题为：Echocardiography is the most widely used non-invasive cardiac imaging modality, providing essential information for cardiovascular diagnosis.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	75be8bc22eb76240f4e53e12121c45677dc9f837dea8455b0c7568db065f6f62
SF-2026-ARXIV-2606-28166	2606.28166	core_daily_semantic_review_required	Tandem Reinforcement Learning with Verifiable Rewards	retain	TRAIN-GRPO	让 senior/junior 交替共同生成 RLVR rollout，把 handoff compatibility 变成训练目标。	6acf15cea03a2b9715d834191b6b8eacc5a3641f0e80d57df6bc9b201f3468a1
SF-2026-ARXIV-2606-28179	2606.28179	core_daily_semantic_review_required	CPAgents: Agentic Composite Phenotype Generation for Cardiac Disease Association	closure	—	《CPAgents: Agentic Composite Phenotype Generation for Cardiac Disease Association》的摘要问题为：Identifying robust associations between cardiac imaging phenotypes and clinical diseases is fundamental to population-scale cardiovascular research and reliable risk stratification.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	0d52109f4fbe1b746d0f2e9063c32d18b3b8ecf2d798d3396c0017caafdb3218
SF-2026-ARXIV-2606-28182	2606.28182	core_daily_semantic_review_required	LLawCo: Learning Laws of Cooperation for Modeling Embodied Multi-Agent Behavior	closure	—	《LLawCo: Learning Laws of Cooperation for Modeling Embodied Multi-Agent Behavior》的摘要问题为：Embodied agents operating in decentralized and partially observable environments have attracted growing attention in recent years.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	741f14d69646b9859d0ee30be1199487dab24402b09edb547cd07db37f740066
SF-2026-ARXIV-2606-28186	2606.28186	core_daily_semantic_review_required	Cognitive Episodes in LLM Reasoning Traces Enable Interpretable Human Item Difficulty Prediction	closure	—	《Cognitive Episodes in LLM Reasoning Traces Enable Interpretable Human Item Difficulty Prediction》的摘要问题为：Predicting human item difficulty is central to educational assessment, where reliable estimates support fairness and effective test construction.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	16ec6f717c7d7f33239c1ac2ad138dc90d23e7b208df95637648ea39f9089307
SF-2026-ARXIV-2606-28187	2606.28187	keyword_daily_semantic_review_required	GBC: Gradient-Based Connections for Optimizing Multi-Agent Systems	retain	AGENT-MULTI-AGENT	把 multi-agent interaction 建成可反传 attribution graph，以 token-level influence 分配错误责任。	675545b7b82eb40fa13cb651eec490fe195976baed4bd5b1303f27e67aeabcdf
SF-2026-ARXIV-2606-28190	2606.28190	core_daily_semantic_review_required	The Remittance Blueprint: Data-driven Intelligence for Sri Lanka	closure	—	《The Remittance Blueprint: Data-driven Intelligence for Sri Lanka》的摘要问题为：This study analyzes Sri Lankan migration and remittances over 32 years (1994-2025).  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	495a29331720b54dc69ca961c2262492b9f173e2e0805d9c82005305c8d84889
