row	arxiv_id	source_family_id	submitted_v1_utc	title	categories	route	decision	stable_node_id	closure_class	rationale	reopen_condition
126	2606.08146	SF-2026-ARXIV-2606-08146	2026-06-06T12:48:45Z	SAGE: An LLM-driven Self Reflective Agentic Framework for Fraud Detection	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	SAGE: An LLM-driven Self Reflective Agentic Framework for Fraud Detection is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Fraud detection in payment, e-commerce, and telecommunications systems requires accuracy at the individual level, robustness under severe class imbalance, and ease of understanding for risk managers.’ and the abstract-level outcome ends with ‘The code is available at https://github.com/yichenC1c/SAGE.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
127	2606.08147	SF-2026-ARXIV-2606-08147	2026-06-06T12:56:08Z	Biological Reasoning-Informed Regression for Interpretable Regulatory DNA Activity Prediction	cs.LG;q-bio.GN	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Biological Reasoning-Informed Regression for Interpretable Regulatory DNA Activity Prediction is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘DNA cis-regulatory elements (CREs) such as enhancers control gene expression levels.’ and the abstract-level outcome ends with ‘Code is available at https://github.com/DuanYi516/R3LM.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
128	2606.08148	SF-2026-ARXIV-2606-08148	2026-06-06T12:58:04Z	Inverse design of bespoke interatomic potentials via active learning by information-matching	cond-mat.mtrl-sci;cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	Inverse design of bespoke interatomic potentials via active learning by information-matching is closed as no-durable-system-owner-change: its stated contribution starts with ‘Interatomic potentials (IPs) enable large-scale atomistic simulations beyond the reach of first-principles methods, but their predictive reliability depends critically on the selection of training data, quantified uncertainty, and model expressiveness.’ and the abstract-level outcome ends with ‘These findings illustrate both the promise and limits of uncertainty-aware AL for predicting complex material properties.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
129	2606.08150	SF-2026-ARXIV-2606-08150	2026-06-06T13:00:34Z	Property-Informed Diffusion-Based Text-to-Microstructure Generation	cs.CV	not_routed_by_keyword_contract	pre_denominator_closure	—	no-durable-system-owner-change	Property-Informed Diffusion-Based Text-to-Microstructure Generation is closed as no-durable-system-owner-change: its stated contribution starts with ‘Designing 3D metamaterial microstructures that meet the intended functions remains a major challenge, as it typically requires domain expertise, iterative simulations, and extensive manual tuning.’ and the abstract-level outcome ends with ‘Code is available at: https://github.com/hongsong-wang/PropDiff-TMG’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
130	2606.08151	SF-2026-ARXIV-2606-08151	2026-06-06T13:02:28Z	Decision-Aware Memory Cards: Counterfactual-Inspired Context Selection and Compression for Tool-Using LLM Agents	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	Decision-Aware Memory Cards: Counterfactual-Inspired Context Selection and Compression for Tool-Using LLM Agents is closed as no-durable-system-owner-change: its stated contribution starts with ‘Modern large language model (LLM) agents do not simply need longer contexts; they need decision-relevant evidence at the moment of action.’ and the abstract-level outcome ends with ‘Code is available at https://github.com/stephen-guan-researcher/CICL.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
131	2606.08152	SF-2026-ARXIV-2606-08152	2026-06-06T13:07:38Z	Vision-Guided Dual-Arm Humanoid Robotic Disassembly of End-of-Life 18650 Lithium-ion Battery Packs	cs.RO	not_routed_by_keyword_contract	pre_denominator_closure	—	domain-model-or-application	Vision-Guided Dual-Arm Humanoid Robotic Disassembly of End-of-Life 18650 Lithium-ion Battery Packs is closed as domain-model-or-application: its stated contribution starts with ‘The growing volume of retired lithium-ion battery packs from electric vehicles and portable electronics calls for automated disassembly that is safe, flexible, and selective down to the individual cell.’ and the abstract-level outcome ends with ‘The pipeline achieves an 8/10 end-to-end success rate, a cell-localisation root-mean-square error of $2.4$\,mm, and a mean cycle time of 6.0\,minutes per pack, providing a practical, fixture-free building block for industrial battery recycling.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated domain-model-or-application, or invalidates an existing chapter proposition.
132	2606.08153	SF-2026-ARXIV-2606-08153	2026-06-06T13:08:14Z	LogNEO: A GPT-Neo Reinforcement Learning Framework for Accurate Real-Time Log Anomaly Detection	cs.AI;cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	LogNEO: A GPT-Neo Reinforcement Learning Framework for Accurate Real-Time Log Anomaly Detection is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Detecting anomalies in large-scale system logs is critical for the reliability and security of modern computing infrastructure.’ and the abstract-level outcome ends with ‘A production microservice deployment over Apache Kafka, Redis, and TensorRT-accelerated inference demonstrates 45 ms end-to-end latency at 15,000 events per second.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
133	2606.08154	SF-2026-ARXIV-2606-08154	2026-06-06T13:09:47Z	SynthICL: Scalable In-context Imitation Learning with Synthetic Data	cs.RO	keyword_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	SynthICL: Scalable In-context Imitation Learning with Synthetic Data is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘In-context imitation learning (ICIL) enables robots to learn new tasks from a small number of demonstrations by conditioning a pre-trained policy on task-specific examples, without retraining at test time.’ and the abstract-level outcome ends with ‘Project page: https://synth-icl.github.io’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
134	2606.08155	SF-2026-ARXIV-2606-08155	2026-06-06T13:10:45Z	Have I Solved This Before? Retrieving Similar Segmentation Problems for Evolutionary Learning	cs.IR;cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	local-model-or-training-method	Have I Solved This Before? Retrieving Similar Segmentation Problems for Evolutionary Learning is closed as local-model-or-training-method: its stated contribution starts with ‘Reliable integration and solid configuration of monitoring systems constitute a fundamental prerequisites for achieving high efficiency and productivity in contemporary manufacturing environments.’ and the abstract-level outcome ends with ‘In addition, we discuss how simple models help balancing the trade-off between complexity, technical requirements, and reliability in the design process.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated local-model-or-training-method, or invalidates an existing chapter proposition.
135	2606.08156	SF-2026-ARXIV-2606-08156	2026-06-06T13:13:02Z	RAPID: Layer-Wise Redundancy-Aware Pruning and Importance-Driven Token Merging for Efficient ViT	cs.AI;cs.CV	core_daily_semantic_review_required	pre_denominator_closure	—	local-model-or-training-method	RAPID: Layer-Wise Redundancy-Aware Pruning and Importance-Driven Token Merging for Efficient ViT is closed as local-model-or-training-method: its stated contribution starts with ‘Vision Transformers (ViTs) achieve strong performance but suffer from high computational costs due to quadratic self-attention complexity.’ and the abstract-level outcome ends with ‘Our framework provides a training-free template for optimizing vision models by aligning reduction strategies with hierarchical feature evolution.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated local-model-or-training-method, or invalidates an existing chapter proposition.
136	2606.08157	SF-2026-ARXIV-2606-08157	2026-06-06T13:13:12Z	Cross Paraphrastic Invariance Learning for Hallucination Detection	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Cross Paraphrastic Invariance Learning for Hallucination Detection is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Large language models (LLMs) frequently generate hallucinations, which are unsupported by a source document.’ and the abstract-level outcome ends with ‘On the LLM-AggreFact benchmark (11 tasks), CPIL surpasses strong baselines concerning F1 scores with only ~1% labeled data, showing its prediction superiority and label efficiency.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
137	2606.08158	SF-2026-ARXIV-2606-08158	2026-06-06T13:14:10Z	Constrained Paraphrase Consistency for LLM Hallucination Detection	cs.AI;cs.CL	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Constrained Paraphrase Consistency for LLM Hallucination Detection is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Large language models (LLMs) can generate factually inconsistent claims, motivating accurate and scalable hallucination detectors.’ and the abstract-level outcome ends with ‘With DeBERTa and Flan-T5 backbones, CCHD consistently outperforms strong baselines (FactCG, MiniCheck, and AlignScore) on standard factuality benchmarks, demonstrating its superiority on hallucination detection.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
138	2606.08161	SF-2026-ARXIV-2606-08161	2026-06-06T13:20:09Z	AttentionCap: Transformer Based Capacitance Matrix Learning Toward Full-Chip Extraction	cs.AR;cs.LG;math.NA	core_daily_semantic_review_required	pre_denominator_closure	—	local-model-or-training-method	AttentionCap: Transformer Based Capacitance Matrix Learning Toward Full-Chip Extraction is closed as local-model-or-training-method: its stated contribution starts with ‘As capacitance extraction accuracy of rule-based pattern matching becomes difficult to sustain at advanced nodes, a growing trend emerges to develop deep-learning-based 2D capacitance models.’ and the abstract-level outcome ends with ‘Code and data are available at https://github.com/THU-numbda/AttentionCap.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated local-model-or-training-method, or invalidates an existing chapter proposition.
139	2606.08162	SF-2026-ARXIV-2606-08162	2026-06-06T13:22:07Z	Silent Failure in LLM Agent Systems: The Entropy Principle and the Inevitable Disorder of Autonomous Agents	cs.MA	keyword_daily_semantic_review_required	pre_denominator_closure	—	survey-or-position-without-owner-delta	Silent Failure in LLM Agent Systems: The Entropy Principle and the Inevitable Disorder of Autonomous Agents is closed as survey-or-position-without-owner-delta: its stated contribution starts with ‘Large Language Model (LLM) agent systems suffer from failures that occur without external triggers -- no injection, no adversarial input, no resource exhaustion.’ and the abstract-level outcome ends with ‘We argue that any engineering effort stabilizing the structure and order of agent systems participates in a unified mission: keeping intelligent systems reliable as they grow in scale and complexity.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated survey-or-position-without-owner-delta, or invalidates an existing chapter proposition.
140	2606.08164	SF-2026-ARXIV-2606-08164	2026-06-06T13:26:01Z	How Much MRI Preprocessing Is Enough? A Cost-Utility Study for Brain MRI Foundation Models	cs.CV	keyword_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	How Much MRI Preprocessing Is Enough? A Cost-Utility Study for Brain MRI Foundation Models is closed as no-durable-system-owner-change: its stated contribution starts with ‘MRI preprocessing defines the input distribution seen by brain MRI foundation models, yet it is usually treated as routine data cleaning rather than a modeling choice.’ and the abstract-level outcome ends with ‘Code is available at https://github.com/PangJiangShuan/PreBrain.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
141	2606.08167	SF-2026-ARXIV-2606-08167	2026-06-06T13:31:38Z	Explaining Data Mixing Scaling Laws	cs.AI;cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	survey-or-position-without-owner-delta	Explaining Data Mixing Scaling Laws is closed as survey-or-position-without-owner-delta: its stated contribution starts with ‘Recent research has established empirical scaling laws to predict model performance on multi-domain data mixtures.’ and the abstract-level outcome ends with ‘Our code is available at https://github.com/meiqwq/Explaining-Data-Mixing-Scaling-Laws.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated survey-or-position-without-owner-delta, or invalidates an existing chapter proposition.
142	2606.08168	SF-2026-ARXIV-2606-08168	2026-06-06T13:31:51Z	Closing the Sim-to-Real Gap: An Evaluation Framework for Autonomous Cyber Defense Configuration of Commercial EDR	cs.AI;cs.CR	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Closing the Sim-to-Real Gap: An Evaluation Framework for Autonomous Cyber Defense Configuration of Commercial EDR is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Leading commercial endpoint detection and response (EDR) products have shifted from operator-configured rule sets to multi-component systems where autonomous AI components operate alongside, and increasingly in place of, operator-deployed policies.’ and the abstract-level outcome ends with ‘Together, these findings highlight a sim-to-real gap for enterprise defense and motivate evaluation methodology for benchmarking autonomous defense agents in environments with black-box, autonomous tools.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
143	2606.08169	SF-2026-ARXIV-2606-08169	2026-06-06T13:33:39Z	CLASP: Language-Driven Robot Skill Selection and Composition using Task-Parameterized Learning	cs.AI;cs.CL;cs.HC;cs.LG;cs.RO	core_daily_semantic_review_required	pre_denominator_closure	—	domain-model-or-application	CLASP: Language-Driven Robot Skill Selection and Composition using Task-Parameterized Learning is closed as domain-model-or-application: its stated contribution starts with ‘Enabling robots to understand and execute tasks from natural language commands while maintaining data efficiency remains challenging.’ and the abstract-level outcome ends with ‘Validation on a 7-DoF manipulator shows success rates of 73.3%-100% in scenarios requiring skill selection, composition, and active learning.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated domain-model-or-application, or invalidates an existing chapter proposition.
144	2606.08170	SF-2026-ARXIV-2606-08170	2026-06-06T13:35:07Z	Learning from Human Driving: A Human-in-the-Loop Online Behavior Cloning Framework for Autonomous Driving	cs.RO	not_routed_by_keyword_contract	pre_denominator_closure	—	bounded-benchmark-or-dataset	Learning from Human Driving: A Human-in-the-Loop Online Behavior Cloning Framework for Autonomous Driving is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘With the evolution of large foundation models (LFMs), data-driven autonomous driving has made significant strides.’ and the abstract-level outcome ends with ‘Experimental results demonstrate that the driving policies optimized via the human-in-the-loop mechanism achieve substantial performance gains: the DS of StructNav, LFG, and LMDrive increased by 47.25%, 31.59%, and 32.12%, respectively, with a simultaneous of various experimental settings and key components highlights the advantages of human-in-the-loop lear’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
145	2606.08171	SF-2026-ARXIV-2606-08171	2026-06-06T13:35:34Z	Predictive Fixed-Filter Active Noise Control (PFANC) Using Convolutional Recurrent Neural Networks for Dynamic Noises	eess.AS	not_routed_by_keyword_contract	pre_denominator_closure	—	no-durable-system-owner-change	Predictive Fixed-Filter Active Noise Control (PFANC) Using Convolutional Recurrent Neural Networks for Dynamic Noises is closed as no-durable-system-owner-change: its stated contribution starts with ‘The existing Generative Fixed-Filter Active Noise Control (GFANC) method generates a suitable control filter based on the current noise frame.’ and the abstract-level outcome ends with ‘The PFANC method also exhibits good transferability across different acoustic paths.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
146	2606.08172	SF-2026-ARXIV-2606-08172	2026-06-06T13:36:37Z	The Governance of Human-LLM Interaction: Safety Gating, Civility Steering, and Affective Default Lock-In	cs.AI;cs.CY;cs.HC	core_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	The Governance of Human-LLM Interaction: Safety Gating, Civility Steering, and Affective Default Lock-In is closed as no-durable-system-owner-change: its stated contribution starts with ‘Large language models (LLMs) increasingly mediate high-stakes interactions in finance, medicine, and mental-health support, yet users have limited control over how these systems communicate.’ and the abstract-level outcome ends with ‘Overall, we show that prompt steerability and regression-to-default are observable indicators of provider control over communicative form, with implications for pluralism, autonomy, and democratic agency in human-LLM interaction.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
147	2606.08173	SF-2026-ARXIV-2606-08173	2026-06-06T13:36:59Z	AI-Native Closed-Loop Security for 6G-Enabled Cyber-Physical Systems: From Edge Detection to Network-Wide Mitigation	cs.CR;cs.LG;cs.NI	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	AI-Native Closed-Loop Security for 6G-Enabled Cyber-Physical Systems: From Edge Detection to Network-Wide Mitigation is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘In sixth-generation (6G) networks, billions of cyber-physical systems (CPSs) - autonomous vehicles, smart grids, industrial robots, and remote-surgical equipment - will run over ultra-reliable low-latency slices, collapsing the gap between a remote breach and physical harm to milliseconds, a budget perimeter firewalls and centralised security operations cent’ and the abstract-level outcome ends with ‘Organising 128 peer-reviewed studies (2017-2026) under a PRISMA 2020 protocol, we (i) map the 6G/CPS threat surface to MITRE ATT&amp;CK and a CDR-observable feature space; (ii) unify edge anomaly detection and DDoS classification across twelve datasets and statistical, graph, and transformer models; (iii) synthesise SDN/NFV/O-RAN primitives into one closed-l’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
148	2606.08179	SF-2026-ARXIV-2606-08179	2026-06-06T13:56:57Z	Differentially Private Range Subgraph Counting	cs.CR;cs.DS;cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	Differentially Private Range Subgraph Counting is closed as no-durable-system-owner-change: its stated contribution starts with ‘Subgraph counting is a fundamental problem in graph analysis.’ and the abstract-level outcome ends with ‘Empirical evaluations demonstrate that our algorithms significantly outperform baseline methods in accuracy and runtime while maintaining strong privacy guarantees.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
149	2606.08184	SF-2026-ARXIV-2606-08184	2026-06-06T14:12:54Z	TextEconomizer: Enhancing Lossy Text Compression with Denoising Transformers and Entropy Coding	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	TextEconomizer: Enhancing Lossy Text Compression with Denoising Transformers and Entropy Coding is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Lossy text compression reduces data size while preserving core meaning, making it well-suited for summarization, automated analysis, and digital archives.’ and the abstract-level outcome ends with ‘TextEconomizer significantly surpasses existing transformer-based models in balancing memory efficiency and high-fidelity outputs, marking a breakthrough in lossy compression with optimal space utilization.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
150	2606.08186	SF-2026-ARXIV-2606-08186	2026-06-06T14:16:37Z	Propeller-Assisted Robust 3D Hopping Robot with Hierarchical Force Allocation	cs.RO	not_routed_by_keyword_contract	pre_denominator_closure	—	domain-model-or-application	Propeller-Assisted Robust 3D Hopping Robot with Hierarchical Force Allocation is closed as domain-model-or-application: its stated contribution starts with ‘Monopedal hopping robots are conceptually simple but highly dynamic and inherently unstable.’ and the abstract-level outcome ends with ‘Real-robot experiments in indoor and outdoor scenarios demonstrate sustained 3D hopping, including terrain transitions and impulsive push recovery, validating robustness under unmodeled contact and external disturbances.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated domain-model-or-application, or invalidates an existing chapter proposition.
151	2606.08188	SF-2026-ARXIV-2606-08188	2026-06-06T14:19:40Z	Latent Structural Categorical Matrix Completion with Application to Quasispecies Analysis	cs.LG;math.OC	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Latent Structural Categorical Matrix Completion with Application to Quasispecies Analysis is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Matrix completion has been extensively studied for real-valued data, but existing methods are often limited in handling categorical variables.’ and the abstract-level outcome ends with ‘Experiments on synthetic and real-world datasets in viral quasispecies reconstruction, demonstrate that LCMC achieves superior accuracy and efficiency compared to existing methods.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
152	2606.08191	SF-2026-ARXIV-2606-08191	2026-06-06T14:21:55Z	Frequency-Domain Latent Attention Gating for Cross-Domain Token Aggregation	cs.AI;cs.LG;q-bio.QM	core_daily_semantic_review_required	pre_denominator_closure	—	local-model-or-training-method	Frequency-Domain Latent Attention Gating for Cross-Domain Token Aggregation is closed as local-model-or-training-method: its stated contribution starts with ‘Token aggregation is a common bottleneck in models that map token representations to sample-level predictions, yet most pooling methods operate only in the original token domain.’ and the abstract-level outcome ends with ‘The supplementary materials, source code and data are released at https://www.healthinformaticslab.org/supp/ and https://github.com/Kewei2023/AMPCliff/tree/FLaG.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated local-model-or-training-method, or invalidates an existing chapter proposition.
153	2606.08194	SF-2026-ARXIV-2606-08194	2026-06-06T14:24:05Z	GlobeAudio: A Multilingual Multicultural Benchmark for Naturalistic Evaluation of Large Audio-Language Models	cs.AI;cs.CL	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	GlobeAudio: A Multilingual Multicultural Benchmark for Naturalistic Evaluation of Large Audio-Language Models is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Large Audio-Language Models (LALMs) integrate audio perception and language understanding within a unified framework, enabling a wide range of real-world applications.’ and the abstract-level outcome ends with ‘GlobeAudio can be found at https://huggingface.co/datasets/iNLP-Lab/GlobeAudio .’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
154	2606.08196	SF-2026-ARXIV-2606-08196	2026-06-06T14:25:03Z	Beyond Additivity: Causal Discovery in Location-Scale Noise Models with Hidden Variables	cs.AI;cs.LG;stat.ME;stat.ML	core_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	Beyond Additivity: Causal Discovery in Location-Scale Noise Models with Hidden Variables is closed as no-durable-system-owner-change: its stated contribution starts with ‘We study causal discovery from observational data when some variables are hidden and the data-generating process follows a location-scale noise model (LSNM).’ and the abstract-level outcome ends with ‘Our two-stage algorithm, LSNM-UV, is sound and complete, and experiments demonstrate improved performance over additive baselines on heteroscedastic data.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
155	2606.08197	SF-2026-ARXIV-2606-08197	2026-06-06T14:28:36Z	AlignFed: Alignment-Aware Asynchronous Federated Fine-Tuning for Large Language Models in Heterogeneous Edge Environments	cs.CL;cs.DC	core_daily_semantic_review_required	retain	TRAIN-DISTRIBUTED-TRAINING	durable-owner-contract-delta	Version grouping, calibration-set semantic alignment, and freshness/participation weighting make staleness and fairness explicit asynchronous federated aggregation state.	retained; exact-v1 must confirm mechanism, evaluation, counterevidence, and benchmark identity
156	2606.08200	SF-2026-ARXIV-2606-08200	2026-06-06T14:37:33Z	Online Agent-as-a-Judge: Situation-Generating Evaluation for Interactive Agents	cs.AI;cs.LG	core_daily_semantic_review_required	retain	PLATFORM-EVALUATION-SYSTEM	durable-owner-contract-delta	An in-world evaluator actively creates criterion-relevant situations through native dialogue/action, changing evaluation from passive trajectory scoring to coverage-seeking intervention.	retained; exact-v1 must confirm mechanism, evaluation, counterevidence, and benchmark identity
157	2606.08202	SF-2026-ARXIV-2606-08202	2026-06-06T14:40:32Z	Vector Space of Cycles	cs.LG;physics.data-an;q-bio.NC;stat.ML	core_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	Vector Space of Cycles is closed as no-durable-system-owner-change: its stated contribution starts with ‘Most statistical and machine learning methods for directed interactions focus on pairwise effects among variables.’ and the abstract-level outcome ends with ‘These results provide a scalable statistical framework for studying recurrent interactions in high-dimensional dynamical systems.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
158	2606.08203	SF-2026-ARXIV-2606-08203	2026-06-06T14:42:03Z	Stable and Scalable Probabilistic Numerical Solvers for Stiff and High-Dimensional ODEs	cs.LG;math.NA;stat.ML	core_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	Stable and Scalable Probabilistic Numerical Solvers for Stiff and High-Dimensional ODEs is closed as no-durable-system-owner-change: its stated contribution starts with ‘Filtering-based probabilistic numerical solvers for ordinary differential equations (ODEs) have been established as a flexible and efficient simulation framework with built-in numerical uncertainty quantification.’ and the abstract-level outcome ends with ‘We evaluate the proposed approaches on a range of stiff and high-dimensional problems and demonstrate improved stability and scalability over established probabilistic solvers.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
159	2606.08204	SF-2026-ARXIV-2606-08204	2026-06-06T14:43:30Z	Neural Field Tokenizations with Hierarchy and Spatial Locality Priors	cs.CV;cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	local-model-or-training-method	Neural Field Tokenizations with Hierarchy and Spatial Locality Priors is closed as local-model-or-training-method: its stated contribution starts with ‘Neural fields parameterize data as functions from coordinates to values, providing a unified framework for representation learning across modalities.’ and the abstract-level outcome ends with ‘Across images, 3D shapes, and climate fields, our learned representations match or exceed performance of modality-agnostic, modality-specific, and specialized generative neural field baselines on both reconstruction and downstream tasks.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated local-model-or-training-method, or invalidates an existing chapter proposition.
