arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.23758	2026-04-26	Agentic Fusion of Large Atomic and Language Models to Accelerate Superconductor Discovery	retained	Artificial intelligence has accelerated materials discovery through high-throughput prediction and generation, yet the decision problem remains a formidable bottleneck.  改变 `AGENT-WORKFLOW` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	AGENT-WORKFLOW	deep_complete	No Change — Existing Coverage
2604.23759	2026-04-26	Symmetry-Guided Design of Quantum Couplers in Dirac materials: AA-Bilayer Graphene Coupler	pre-denominator closure	全量 title+abstract 复核后关闭 `Symmetry-Guided Design of Quantum Couplers in Dirac materials: AA-Bilayer Graphene Coupler`：它公开的具体问题/机制是“We develop a theoretical framework for designing quantum couplers based on Dirac materials that can modulate the polarization of transmitted quasiparticles without significantly perturbing their propagation. We analyze in detail the conditions required for perfect transmission (Klein tunneling) together with controlled polarization transformation of the incoming states. We then discuss an explicit model of a quantum coupler composed of AA-stacked bilayer graphene nanoribbons with armchair edges and a localized inte”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23760	2026-04-26	Regret-Optimal Control for Finite-State Systems	pre-denominator closure	全量 title+abstract 复核后关闭 `Regret-Optimal Control for Finite-State Systems`：它公开的具体问题/机制是“We study the control of finite-state systems driven by exogenous disturbances, and design causal policies that track the performance of a lookahead benchmark controller. This objective is formalized through dynamic regret, so that favorable disturbance sequences are compared against a strong benchmark, while under adverse disturbance sequences the comparison accounts for the benchmark's degraded performance. This benchmark-relative framework provides an alternative to classical MDP formulations, which assume i.i.d.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23761	2026-04-26	Unleashing the Agility of Wheeled-Legged Robots for High-Dynamic Reflexive Obstacle Evasion	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Unleashing the Agility of Wheeled-Legged Robots for High-Dynamic Reflexive Obstacle Evasion` 的具体问题/机制为：In this work, we propose AWARE, Adaptive Wheeled-Legged Avoidance and Reflexive Evasion, a hierarchical reinforcement learning framework for high-dynamic obstacle avoidance in wheeled-legged robots.；摘要证据线索为：Extensive experiments in Isaac Lab simulation and real-world deployment on the M20 platform across diverse dynamic scenarios demonstrate that AWARE achieves robust and agile obstacle avoidance while revealing behaviorally distinct evasive strategies.。排除边界：其停留在 Agent 局部能力或任务配方，未建立新的 authority、durable state、side-effect commit 或 rollback contract；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23762	2026-04-26	On the stability of large-amplitude gravity-capillary surface waves	pre-denominator closure	全量 title+abstract 复核后关闭 `On the stability of large-amplitude gravity-capillary surface waves`：它公开的具体问题/机制是“We consider the stability of periodic gravity-capillary waves of finite amplitude for small values of the surface tension. Linear stability with respect to both superharmonic and subharmonic perturbations is calculated for each solution, and our methodology obtains the full eigenvalue spectrum consisting of growth rates and temporal frequencies. For small surface tension, the gravity-capillary wave solution space consists of a countably-infinite number of solution branches that coalesce in the small-surface-tension”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23763	2026-04-26	Edit Where You Mean: Region-Aware Adapter Injection for Mask-Free Local Image Editing	pre-denominator closure	全量 title+abstract 复核后关闭 `Edit Where You Mean: Region-Aware Adapter Injection for Mask-Free Local Image Editing`：它公开的具体问题/机制是“Large diffusion transformers (DiTs) follow global editing instructions well but consistently leak local edits into unrelated regions, because joint-attention architectures offer no explicit channel telling the network where to apply the edit. We introduce AdaptEdit, a co-trained, instruction- and region-aware adapter framework that retro-fits a frozen DiT into a precise local editor without modifying its backbone weights. A lightweight Block Adapter at every transformer block injects a structured condition stream t”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23764	2026-04-26	A Fujita-type threshold for the semilinear damped wave equation with Hartree-type nonlinearity and initial data from homogeneous Besov spaces	pre-denominator closure	全量 title+abstract 复核后关闭 `A Fujita-type threshold for the semilinear damped wave equation with Hartree-type nonlinearity and initial data from homogeneous Besov spaces`：它公开的具体问题/机制是“In this paper, we consider the semilinear damped wave equation with Hartree-type nonlinearity $\mathcal{I}_γ\left(|u|^{p_1}\right)|u|^{p_2}$, where $0<γ<n$, with initial data possessing additional negative regularity in $\dot{B}_{2, \infty}^{-β}$, $β\in [0,n/2)$. We first establish decay estimates for the corresponding linear equation in homogeneous Besov spaces $\dot{B}_{q,r}^{s}$. A key point is that the low-frequency part of the data is measured only in $\dot{B}_{m,\infty}^{-β}$, while the heat-like behavior yie”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23765	2026-04-26	Necessary and sufficient conditions for universality of Kolmogorov-Arnold networks	pre-denominator closure	全量 title+abstract 复核后关闭 `Necessary and sufficient conditions for universality of Kolmogorov-Arnold networks`：它公开的具体问题/机制是“We analyze the universal approximation property of Kolmogorov-Arnold Networks (KANs) in terms of their edge functions. If these functions are all affine, then universality clearly fails. How many non-affine functions are needed, in addition to affine ones, to ensure universality?”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23766	2026-04-26	Revisiting the Hales--Jewett Theorem	pre-denominator closure	全量 title+abstract 复核后关闭 `Revisiting the Hales--Jewett Theorem`：它公开的具体问题/机制是“This short note establishes an abstract Hales--Jewett theorem for semigroups equipped with a finite family of retractions. The proof relies on the interplay between retractions and tensor products of ultrafilters.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23767	2026-04-26	WISE-FM:Operation-Aware, Engineering-Informed Foundation Model for Multi-Task Well Design	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`WISE-FM:Operation-Aware, Engineering-Informed Foundation Model for Multi-Task Well Design` 的具体问题/机制为：Deploying machine learning models across diverse well portfolios requires generalisation to wells with design parameters outside the training distribution.；摘要证据线索为：Evaluation on the ManyWells benchmark (2000 simulated wells, $10^6$ data points) demonstrates that design-aware models reduce VFM prediction error by up to $13\times$ compared to design-unaware baselines, and that physics constraints reduce negative flow predictions by 65%.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23768	2026-04-26	Minimal spin-rotor model for Barnett and Einstein--de Haas physics	pre-denominator closure	全量 title+abstract 复核后关闭 `Minimal spin-rotor model for Barnett and Einstein--de Haas physics`：它公开的具体问题/机制是“The Barnett effect is usually understood through an effective magnetic field generated by mechanical rotation, while its reciprocal Einstein--de Haas effect describes the transfer of spin angular momentum to mechanical motion. We show that this effective-field picture changes qualitatively once the mechanical degree of freedom itself is quantized. To demonstrate this, we introduce an exactly solvable minimal spin-rotor model in which a spin-$1/2$ is coupled to a quantum rotor.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23769	2026-04-26	Pixelated Plastic Scintillator Array Manufacturing using Fast-, Photo-Curable Resin	pre-denominator closure	全量 title+abstract 复核后关闭 `Pixelated Plastic Scintillator Array Manufacturing using Fast-, Photo-Curable Resin`：它公开的具体问题/机制是“Pixelated plastic scintillator arrays can serve as high efficiency and high resolution neutron imaging detectors. Manufacturing these arrays is intensive in both time and labor. This work presents a fabrication method based on additive manufacturing for two-dimensional plastic organic scintillator arrays using a custom-built automated assembly machine and a custom photocurable resin that has significant non-aromatic acrylate oligomer content.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23770	2026-04-26	Bootstrapping with AI/ML-generated labels	pre-denominator closure	全量 title+abstract 复核后关闭 `Bootstrapping with AI/ML-generated labels`：它公开的具体问题/机制是“AI/ML methods are increasingly used in economics to generate binary variables (or labels) via classification algorithms. When these generated variables are included as covariates in regressions, even small misclassification errors can induce large biases in OLS estimators and invalidate standard inference. We study whether the bootstrap can correct this bias and deliver valid inference.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23771	2026-04-26	DNA melting: intra base-pair dynamics and a vector generalization of the Peyrard-Bishop-Dauxois model	pre-denominator closure	"全量 title+abstract 复核后关闭 `DNA melting: intra base-pair dynamics and a vector generalization of the Peyrard-Bishop-Dauxois model`：它公开的具体问题/机制是“The Peyrard-Bishop-Dauxois (PBD) model of DNA denaturation, although successful in the description of melting profiles, fails to predict melting entropies, unzipping forces and dynamical properties, e.g. hairpin dynamics. The paper presents an atomistic ""toy model"" of the intra base-pair motion which suggests that the thermodynamics may be better described by a planar vector - rather than a scalar - order parameter.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。"	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23772	2026-04-26	PageGuide: Browser extension to assist users in navigating a webpage and locating information	pre-denominator closure	全量 title+abstract 复核后关闭 `PageGuide: Browser extension to assist users in navigating a webpage and locating information`：它公开的具体问题/机制是“Users browsing the web daily struggle to quickly locate relevant information in cluttered pages, and complete multi-step web navigation tasks. State-of-the-art AI assistants (e.g. ChatGPT, Gemini, Claude) and browser agents (e.g.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23773	2026-04-26	Differential Analysis of Microbial Interaction Networks	pre-denominator closure	全量 title+abstract 复核后关闭 `Differential Analysis of Microbial Interaction Networks`：它公开的具体问题/机制是“Microbiome studies increasingly indicate that disease-associated shifts cannot be understood from compositional changes alone. The functional architecture of microbial communities encoded in patterns of association among microbial gene families may reveal how these systems reorganize across biological conditions. Here, we present a network-based framework for characterizing microbiome rewiring across conditions.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23774	2026-04-26	Prox-E: Fine-Grained 3D Shape Editing via Primitive-Based Abstractions	pre-denominator closure	全量 title+abstract 复核后关闭 `Prox-E: Fine-Grained 3D Shape Editing via Primitive-Based Abstractions`：它公开的具体问题/机制是“Text-based 2D image editing models have recently reached an impressive level of maturity, motivating a growing body of work that heavily depends on these models to drive 3D edits. While effective for appearance-based modifications, such 2D-centric 3D editing pipelines often struggle with fine-grained 3D editing, where localized structural changes must be applied while strictly preserving an object's overall identity. To address this limitation, we propose Prox-E, a training-free framework that enables fine-grained ”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23775	2026-04-26	Vision-Language-Action Safety: Threats, Challenges, Evaluations, and Mechanisms	retained	Vision-Language-Action (VLA) models are emerging as a unified substrate for embodied intelligence.  改变 `MULTIMODAL-EMBODIED-VLA` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	MULTIMODAL-EMBODIED-VLA	deep_complete	No Change — Existing Coverage
2604.23776	2026-04-26	From Noisy Historical Maps to Time-Series Oil Palm Mapping Without Annotation in Malaysia and Indonesia (2020-2024)	pre-denominator closure	全量 title+abstract 复核后关闭 `From Noisy Historical Maps to Time-Series Oil Palm Mapping Without Annotation in Malaysia and Indonesia (2020-2024)`：它公开的具体问题/机制是“Accurate monitoring of oil palm plantations is critical for balancing economic development with environmental conservation in Southeast Asia. However, existing plantation maps often suffer from low spatial resolution and a lack of recent temporal coverage, impeding effective surveillance of rapid land-use changes. In this study, we propose a deep learning framework to generate 10-meter resolution oil palm plantation maps for Indonesia and Malaysia from 2020 to 2024, utilizing Sentinel-2 imagery without requiring ne”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23777	2026-04-27	Architecture-aware Unitary Synthesis	pre-denominator closure	全量 title+abstract 复核后关闭 `Architecture-aware Unitary Synthesis`：它公开的具体问题/机制是“We present a novel architecture-aware transpilation method for exact general unitary gate synthesis on superconducting quantum hardware. Our approach is tightly integrated with the optimized block-ZXZ decomposition, exploiting its recursive structure to make hardware-aware decisions at each level of the recursion rather than treating transpilation as an independent post-processing step. The method introduces three key techniques: a greedy qubit mapping strategy that minimizes pairwise distances between physical qub”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23778	2026-04-27	NODE: Network Wide Top-K Flows in the Data Plane	pre-denominator closure	全量 title+abstract 复核后关闭 `NODE: Network Wide Top-K Flows in the Data Plane`：它公开的具体问题/机制是“Monitoring network traffic is crucial for most network tasks, such as, identifying and blocking attacks, pinpointing failures and engineering and rerouting heavy traffic to maintain high throughput. One important metric when monitoring the traffic is finding the top-k heavy flows, that is the k heaviest flows in the traffic. Programmable networks allow performing advanced network analysis right in the data plane.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23779	2026-04-27	GLIER: Generative Legal Inference and Evidence Ranking for Legal Case Retrieval	pre-denominator closure	全量 title+abstract 复核后关闭 `GLIER: Generative Legal Inference and Evidence Ranking for Legal Case Retrieval`：它公开的具体问题/机制是“The semantic gap between colloquial user queries and professional legal documents presents a fundamental challenge in Legal Case Retrieval (LCR). Existing dense retrieval methods typically treat LCR as a black-box semantic matching process, neglecting the explicit juridical logic that underpins legal relevance. To address this, we propose GLIER (Generative Legal Inference and Evidence Ranking), a framework that reformulates retrieval as an inference process over latent legal variables.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23780	2026-04-27	Asymptotic preserving scheme for the shallow water equations with non-flat bottom topography and Manning friction term	pre-denominator closure	全量 title+abstract 复核后关闭 `Asymptotic preserving scheme for the shallow water equations with non-flat bottom topography and Manning friction term`：它公开的具体问题/机制是“In our previous work [29], we proposed a class of high-order asymptotic preserving (AP) finite difference weighted essentially non-oscillatory (WENO) schemes for solving the shallow water equations (SWEs) with bottom topography and Manning friction, utilizing a penalization technique inspired by [6]. Although the added weighted diffusive term enhanced stability, it increased computational cost and slowed down the convergence rate in the intermediate regime between convection and diffusion. In this paper, we extend ”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23781	2026-04-27	ClawMark: A Living-World Benchmark for Multi-Turn, Multi-Day, Multimodal Coworker Agents	retained	Language-model agents are increasingly used as persistent coworkers that assist users across multiple working days.  改变 `PLATFORM-EVALUATION-SYSTEM` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	PLATFORM-EVALUATION-SYSTEM	deep_complete	No Change — Existing Coverage
2604.23782	2026-04-27	Banach-compact operators, $\mathcal A$-precompactness, and frames in Hilbert $C^*$-modules	pre-denominator closure	全量 title+abstract 复核后关闭 `Banach-compact operators, $\mathcal A$-precompactness, and frames in Hilbert $C^*$-modules`：它公开的具体问题/机制是“For a couple $\mathcal M$, $\mathcal N$ of Hilbert $C^*$-modules over a $C^*$-algebra $\mathcal A$, one has two notions of ``$\mathcal A$-rank 1 operators'': $θ_{x,y}:\mathcal M\to\mathcal N$, $θ_{x,y}(z)=x\langle y,z\rangle$, where $y,z\in\mathcal M$, $x\in\mathcal N$, (called elementary $\mathcal A$-compact, or elementary Kasparov, operators) and $θ_{x,f}:\mathcal M\to\mathcal N$, $θ_{x,f}(z)=xf(z)$, where $z\in\mathcal M$, $x\in\mathcal N$, and $f$ is a bounded $\mathcal A$-functional on $\mathcal M$ (introduced”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23783	2026-04-27	S2G-RAG: Structured Sufficiency and Gap Judging for Iterative Retrieval-Augmented QA	pre-denominator closure	全量 title+abstract 复核后关闭 `S2G-RAG: Structured Sufficiency and Gap Judging for Iterative Retrieval-Augmented QA`：它公开的具体问题/机制是“Retrieval-Augmented Generation (RAG) grounds language models in external evidence, but multi-hop question answering remains difficult because iterative pipelines must control what to retrieve next and when the available evidence is adequate. In practice, systems may answer from incomplete evidence chains, or they may accumulate redundant or distractor-heavy text that interferes with later retrieval and reasoning. We propose S2G-RAG (Structured Sufficiency and Gap-judging RAG), an iterative framework with an explici”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23784	2026-04-27	Unbounded logarithmic limsup in Erdős problem 684	pre-denominator closure	全量 title+abstract 复核后关闭 `Unbounded logarithmic limsup in Erdős problem 684`：它公开的具体问题/机制是“For $0\le k\le n$, write $\binom nk=uv$ where the primes dividing $u$ are at most $k$ and the primes dividing $v$ exceed $k$, and let $f(n)$ be the least $k$ with $u>n^2$; Erdős problem 684 asks for bounds on $f(n)$. We resolve the problem at the order level. By a short-multiplier construction $n_M=tL_M-1$, where $L_M=\operatorname{lcm}(1,\ldots,M)$ and $t$ is a multiplier of size $\exp(o(M))$ extracted from a Fourier sieve, we prove that for every fixed $C>1$ there exist integers $n$ with $$ f(n)>(C-o(1))\log n, $”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23785	2026-04-27	Core-Hole Excitation Dynamics of One-Dimensional Ultracold Trapped Fermions	pre-denominator closure	全量 title+abstract 复核后关闭 `Core-Hole Excitation Dynamics of One-Dimensional Ultracold Trapped Fermions`：它公开的具体问题/机制是“We investigate the nonequilibrium dynamics of core-hole excitations in a one-dimensional fermionic few-body system consisting of a spin-polarized Fermi bath coupled to a single heavy mobile impurity. The bath is initially prepared in a particle-hole configuration by emptying a selected bath single-particle orbital, while the impurity is displaced with respect to the center of the bath confinement potential. The quench dynamics are initialized by suddenly switching on the impurity-bath interaction.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23786	2026-04-27	FAIR_XAI: Improving Multimodal Foundation Model Fairness via Explainability for Wellbeing Assessment	pre-denominator closure	全量 title+abstract 复核后关闭 `FAIR_XAI: Improving Multimodal Foundation Model Fairness via Explainability for Wellbeing Assessment`：它公开的具体问题/机制是“In recent years, the integration of multimodal machine learning in wellbeing assessment has offered transformative potential for monitoring mental health. However, with the rapid advancement of Vision-Language Models (VLMs), their deployment in clinical settings has raised concerns due to their lack of transparency and potential for bias. While previous research has explored the intersection of fairness and Explainable AI (XAI), its application to VLMs for wellbeing assessment and depression prediction remains unde”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23787	2026-04-27	A note on The asymptotic uniform distribution of subset sums	pre-denominator closure	全量 title+abstract 复核后关闭 `A note on The asymptotic uniform distribution of subset sums`：它公开的具体问题/机制是“We find out that the main result of the article The asymptotic uniform distribution of subset sums can be proven much more easily, using an explicit formula proposed by Li and Wan.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23788	2026-04-27	MIRAGE: A Micro-Interaction Relational Architecture for Grounded Exploration in Multi-Figure Artworks	pre-denominator closure	"全量 title+abstract 复核后关闭 `MIRAGE: A Micro-Interaction Relational Architecture for Grounded Exploration in Multi-Figure Artworks`：它公开的具体问题/机制是“Appreciating multi-figure paintings requires understanding how characters relate through subtle cues like gaze alignment, gesture, and spatial arrangement. We present MIRAGE, an evidence-centric framework designed to scaffold the exploration of these ""micro-interactions"" in multi-figure artworks. While such cues are essential for deep narrative appreciation, they are often distributed across complex scenes and difficult for viewers to systematically identify.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。"	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23789	2026-04-27	MuSS: A Large-Scale Dataset and Cinematic Narrative Benchmark for Multi-Shot Subject-to-Video Generation	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`MuSS: A Large-Scale Dataset and Cinematic Narrative Benchmark for Multi-Shot Subject-to-Video Generation` 的具体问题/机制为：To bridge this gap, we introduce MuSS, a large-scale, dual-track dataset tailored for multi-shot video and S2V generation.；摘要证据线索为：Extensive experiments demonstrate that while current baselines struggle with continuous narrative logic or degenerate into trivial 2D sticker generators, our MuSS-augmented model achieves state-of-the-art narrative effectiveness and cross-shot identity preservation.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23790	2026-04-27	A General Representation-Based Approach to Multi-Source Domain Adaptation	pre-denominator closure	全量 title+abstract 复核后关闭 `A General Representation-Based Approach to Multi-Source Domain Adaptation`：它公开的具体问题/机制是“A central problem in unsupervised domain adaptation is determining what to transfer from labeled source domains to an unlabeled target domain. To handle high-dimensional observations (e.g., images), a line of approaches use deep learning to learn latent representations of the observations, which facilitate knowledge transfer in the latent space. However, existing approaches often rely on restrictive assumptions to establish identifiability of the joint distribution in the target domain, such as independent latent v”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23791	2026-04-27	Finite-sample Borel--Cantelli inequalities under mixing conditions	pre-denominator closure	全量 title+abstract 复核后关闭 `Finite-sample Borel--Cantelli inequalities under mixing conditions`：它公开的具体问题/机制是“We prove explicit one-lag, finite-$N$ lower bounds for $\mathbb P(\bigcup_{k=1}^{N}A_{k})$ that use only the marginal probabilities $\mathbb P(A_{k})$ and a single selected-lag dependence coefficient of the event-generated $σ$-fields. A residue-class blocking argument gives, under $\varphi$-mixing, a bound with a free spacing parameter $L\ge 0$, spacing constant $1/(L+1)$, and residual governed by $\varphi(L+1)$; a strong-mixing covariance argument gives an $α$-mixing analogue with an additive residual $\lceil N/(L”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23792	2026-04-27	Beyond the Final Label: Exploiting the Untapped Potential of Classification Histories in Astronomical Light Curve Analysis	pre-denominator closure	全量 title+abstract 复核后关闭 `Beyond the Final Label: Exploiting the Untapped Potential of Classification Histories in Astronomical Light Curve Analysis`：它公开的具体问题/机制是“The Legacy Survey of Space and Time (LSST) on the Vera C. Rubin Observatory will generate a massive collection of time series (light curves) of the measured flux of transient and variable astronomical objects. With each new flux observation, light curve classifiers need to generate updated probability distributions over candidate classes, which will then be shared with the global community for the purpose of identifying interesting targets for follow-up observations as well as less time-sensitive analysis applicati”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
