source_family_id	disposition	owner	adjacent	evidence	result
SF-2026-ARXIV-2606-29090	No Change — Existing Coverage	books/part-07-agent/76-rag.md	books/part-07-agent/77-memory.md	re-read `books/part-07-agent/76-rag.md` at `### Query、Compression 与 Stopping 是联合 Policy` and adjacent `books/part-07-agent/77-memory.md`; existing=Ch76 已拥有 multi-index retrieval、budgeted stopping、procedural corpus、evidence sufficiency、provenance 与 fallback。 Fresh owner+adjacent reread found that《AB-RAG: Adaptive Budgeted Retrieval-Augmented Generation for Reliable Question Answering》的 `https://arxiv.org/html/2606.29090v1 — §III Methodology and Framework; III-A Overall Framework; III-B System Architecture` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 III Methodology and Framework; III-A Overall Framework; III-B System Architecture。在 `AGENT-RAG` 中，该路径改变或检验的具体对象由题名《AB-RAG: Adaptive Budgeted Retrieval-Augmented Generation for Reliable Question Answering》和上述 method locator 共同限定。`; `V-F Qualitative Examples and Discussion; VI Conclusion and Future Work; VI-A Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29091	No Change — Existing Coverage	books/part-07-agent/76-rag.md	books/part-07-agent/77-memory.md	re-read `books/part-07-agent/76-rag.md` at `### Query、Compression 与 Stopping 是联合 Policy` and adjacent `books/part-07-agent/77-memory.md`; existing=Ch76 已拥有 multi-index retrieval、budgeted stopping、procedural corpus、evidence sufficiency、provenance 与 fallback。 Fresh owner+adjacent reread found that《Statistically Indistinguishable, Operationally Distinct: A Formal Barrier for Tabular Foundation Models》的 `https://arxiv.org/html/2606.29091v1 — §Chance across architectures.` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Chance across architectures.。在 `AGENT-RAG` 中，该路径改变或检验的具体对象由题名《Statistically Indistinguishable, Operationally Distinct: A Formal Barrier for Tabular Foundation Models》和上述 method locator 共同限定。`; `6 Discussion & Conclusion; Limitations.；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29094	No Change — Existing Coverage	books/part-05-inference-system/56-inference-scheduling.md	books/part-05-inference-system/45-why-kv-cache-speeds-up.md	re-read `books/part-05-inference-system/56-inference-scheduling.md` at `## 调度对象从 request 变成 token state` and adjacent `books/part-05-inference-system/45-why-kv-cache-speeds-up.md`; existing=Ch56 已把 admission、iteration scheduling、routing/placement、autoscaling、TP/KV state、预测误差与 SLO 放入多时间尺度控制面。 Fresh owner+adjacent reread found that《DiLaServe: High SLO Attainment Serving for Diffusion Language Models》的 `https://arxiv.org/html/2606.29094v1 — §3.1. Design Overview; Appendix C Algorithm for Supporting Approximate KV Caching` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 3.1. Design Overview; Appendix C Algorithm for Supporting Approximate KV Caching。在 `INFER-SCHEDULING` 中，该路径改变或检验的具体对象由题名《DiLaServe: High SLO Attainment Serving for Diffusion Language Models》和上述 method locator 共同限定。`; `7. Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29097	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `## Evaluation Run 的平台对象模型` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已版本化 EvalSpec、dataset/model/harness/environment/evaluator/metric/selector、校准与 release gate，但尚未要求 optimizer、evaluator 与 champion selector 调用同一可执行 aggregation contract。 Fresh owner+adjacent reread found that《TrafficAlign: Aligning Large Language Models for Traffic Scenario Generation》的 `https://arxiv.org/html/2606.29097v1 — §3 Method` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 3 Method。在 `PLATFORM-EVALUATION-SYSTEM` 中，该路径改变或检验的具体对象由题名《TrafficAlign: Aligning Large Language Models for Traffic Scenario Generation》和上述 method locator 共同限定。`; `5 Limitations and Future Work; 6 Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29108	No Change — Existing Coverage	books/part-07-agent/81-workflow.md	books/part-07-agent/80-reflection.md	re-read `books/part-07-agent/81-workflow.md` at `## State Machine 是基本模型` and adjacent `books/part-07-agent/80-reflection.md`; existing=Ch81 已拥有 typed state machine、validator-owned commit、durable replay、sandbox、artifact lineage 与 bounded repair。 Fresh owner+adjacent reread found that《Symbolon: Symbolic Execution by Learning Code Transformation》的 `arXiv:2606.29108v1 version-stamped mirror — §Our approach; III Methodology` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Our approach; III Methodology。在 `AGENT-WORKFLOW` 中，该路径改变或检验的具体对象由题名《Symbolon: Symbolic Execution by Learning Code Transformation》和上述 method locator 共同限定。`; `VI Discussion; VIII Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29112	Weekly Only — Context	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/71-multi-tenant.md	re-read `books/part-06-ai-infrastructure/72-security.md` at `## 风险管理而不是一次性认证` and adjacent `books/part-06-ai-infrastructure/71-multi-tenant.md`; existing=Fresh review of `books/part-06-ai-infrastructure/72-security.md` and `books/part-06-ai-infrastructure/71-multi-tenant.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=class-subspace detector 只覆盖两个小图像数据集和一种 latent-class attack，不能外推为平台安全机制。	PASS
SF-2026-ARXIV-2606-29116	No Change — Existing Coverage	books/part-07-agent/84-agent-platform.md	books/part-07-agent/83-mcp.md	re-read `books/part-07-agent/84-agent-platform.md` at `## Agent Runtime State Machine` and adjacent `books/part-07-agent/83-mcp.md`; existing=Ch84 已把 agent definition、workflow graph、runtime/harness identity、trace、promotion 与 side-effect evidence 纳入平台生命周期。 Fresh owner+adjacent reread found that《Characterizing Large Language Model Agentic Workflows: A Study on N8n Ecosystem》的 `https://arxiv.org/html/2606.29116v1 — §Characterizing Large Language Model Agentic Workflows: A Study on N8n Ecosystem` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Characterizing Large Language Model Agentic Workflows: A Study on N8n Ecosystem。在 `AGENT-PLATFORM` 中，该路径改变或检验的具体对象由题名《Characterizing Large Language Model Agentic Workflows: A Study on N8n Ecosystem》和上述 method locator 共同限定。`; `3.4 RQ3: Failure Handling; 5 Discussion; 5.1 Threats to Construct Validity；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29119	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `## Evaluation Run 的平台对象模型` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已版本化 EvalSpec、dataset/model/harness/environment/evaluator/metric/selector、校准与 release gate，但尚未要求 optimizer、evaluator 与 champion selector 调用同一可执行 aggregation contract。 Fresh owner+adjacent reread found that《Knowing in Advance When an Evolutionary Outer Loop Will Not Help: A Pre-Registered Cheap-Baseline Screening Rule》的 `https://arxiv.org/html/2606.29119v1 — §Report GitHub Issue; Knowing in Advance When an Evolutionary Outer Loop Will Not Help: A Pre-Registered Cheap-Baseline Screening Rule` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Report GitHub Issue; Knowing in Advance When an Evolutionary Outer Loop Will Not Help: A Pre-Registered Cheap-Baseline Screening Rule。在 `PLATFORM-EVALUATION-SYSTEM` 中，该路径改变或检验的具体对象由题名《Knowing in Advance When an Evolutionary Outer Loop Will Not Help: A Pre-Registered Cheap-Baseline Screening Rule》和上述 method locator 共同限定。`; `8 Limitations; 9 Discussion and Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29124	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/71-multi-tenant.md	re-read `books/part-06-ai-infrastructure/72-security.md` at `## 风险管理而不是一次性认证` and adjacent `books/part-06-ai-infrastructure/71-multi-tenant.md`; existing=Ch72 已拥有 capability/auth/effect 分权、canonical action、external reference monitor、quantization-conditioned backdoor gate、provenance 与 fail-closed fallback，但尚未把 protocol specification 编译为 extremal differential test receipt。 Fresh owner+adjacent reread found that《CornerCase: Automated Extremal Testing of Protocol Implementations using LLMs》的 `https://arxiv.org/html/2606.29124v1 — §3 Methodology` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 3 Methodology。在 `PLATFORM-SECURITY` 中，该路径改变或检验的具体对象由题名《CornerCase: Automated Extremal Testing of Protocol Implementations using LLMs》和上述 method locator 共同限定。`; `2.3 SMTP Nesting Failures (Mailpit); Boundary value analysis (BVA):; 6 Limitations and Future Work；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29126	Weekly Only — Context	books/part-07-agent/82-multi-agent.md	books/part-07-agent/81-workflow.md	re-read `books/part-07-agent/82-multi-agent.md` at `### Pairwise coupling 不能外推 group dynamics` and adjacent `books/part-07-agent/81-workflow.md`; existing=Fresh review of `books/part-07-agent/82-multi-agent.md` and `books/part-07-agent/81-workflow.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=环境预给 hierarchy 下的 receiver-driven raw-feature addressing 是 cooperative MARL 的局部通信方法；它未建立跨环境的 channel identity、admission 或 privacy contract。	PASS
SF-2026-ARXIV-2606-29129	Weekly Only — Context	books/part-05-inference-system/49-tensorrt-llm.md	books/part-05-inference-system/48-speculative-decoding.md	re-read `books/part-05-inference-system/49-tensorrt-llm.md` at `## 量化为什么不自动带来加速` and adjacent `books/part-05-inference-system/48-speculative-decoding.md`; existing=Fresh review of `books/part-05-inference-system/49-tensorrt-llm.md` and `books/part-05-inference-system/48-speculative-decoding.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=Ozaki II scaling 是 GH200/INT8 GEMM 的数学与 kernel 局部改进，不改变 execution-plan owner。	PASS
