arxiv_id	source_family_key	screening_route	title	decision	closure_class	stable_node_id	family_specific_reason
2606.22494	arxiv:2606.22494	core_daily_semantic_review_required	Deep Learning-Based Sign Language Recognition from Videos and Cross-Lingual Translation to Indian Vernaculars	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Deep Learning-Based Sign Language Recognition from Videos and Cross-Lingual Translation to Indian Vernaculars’: exact abstract scope is ‘Sign language is a primary mode of communication for the global deaf and hard-of-hearing community, yet automated tools that recognize sign gestures from video and translate them into natural language text remain limited, particularly for low-resource Indian languages. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22495	arxiv:2606.22495	core_daily_semantic_review_required	Grounded Scaling: Why Agentic AI Needs Deterministic Environments	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Grounded Scaling: Why Agentic AI Needs Deterministic Environments’: exact abstract scope is ‘Long-chain agent execution fails exponentially in environments designed for human tolerance: with per-step determinism $δ&lt; 1$, $k$-step chain success degrades as $δ^k$. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22496	arxiv:2606.22496	core_daily_semantic_review_required	Enabling Cloud-Level Accuracy in Edge AI through IoT Data Preprocessing	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Enabling Cloud-Level Accuracy in Edge AI through IoT Data Preprocessing’: exact abstract scope is ‘Large language models (LLMs) offer a natural-language interface for interpreting Internet of Things (IoT) sensor data in smart environments; however, cloud deployment introduces latency, privacy, and connectivity concerns. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22497	arxiv:2606.22497	keyword_daily_semantic_review_required	Benchmarking Vision-Language Models for Microscopic Plant Image Understanding	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Benchmarking Vision-Language Models for Microscopic Plant Image Understanding’: exact abstract scope is ‘Microscopic imaging provides essential visual evidence for studying plant biology and pathology at the cellular and subcellular levels. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22499	arxiv:2606.22499	not_routed_by_keyword_contract	Line Drawings using LightBenders: Authoring and Illuminating	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Line Drawings using LightBenders: Authoring and Illuminating’: exact abstract scope is ‘This study presents the hardware and software architecture of a transformative system for illuminating line drawings and letterforms. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22502	arxiv:2606.22502	keyword_daily_semantic_review_required	WebCQ: Cooperative Multi-Agent Deep Reinforcement Learning for Scalable Web GUI Testing	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘WebCQ: Cooperative Multi-Agent Deep Reinforcement Learning for Scalable Web GUI Testing’: exact abstract scope is ‘Multi-agent reinforcement learning (MARL)-based techniques have shown promise for GUI testing. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22504	arxiv:2606.22504	core_daily_semantic_review_required	Lingering Authority: Revocable Resource-and-Effect Capabilities for Coding Agents	retained	candidate_denominator	PLATFORM-SECURITY	Retained for exact-v1 review under `PLATFORM-SECURITY`: ‘Lingering Authority: Revocable Resource-and-Effect Capabilities for Coding Agents’ states the scope ‘Coding agents often receive broad tool access for an entire task, even when a resource is needed only for one subgoal. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22509	arxiv:2606.22509	core_daily_semantic_review_required	Imagine to Ensure Safety in Hierarchical Reinforcement Learning	retained	candidate_denominator	MULTIMODAL-WORLD-MODELS	Retained for exact-v1 review under `MULTIMODAL-WORLD-MODELS`: ‘Imagine to Ensure Safety in Hierarchical Reinforcement Learning’ states the scope ‘This work investigates the safe exploration problem in reinforcement learning, where an agent must maximize cumulative performance while simultaneously satisfying safety constraints. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22510	arxiv:2606.22510	core_daily_semantic_review_required	Fed-CausalDiff: Decoupled Synchronization for Federated Do-Simulation and Policy Evaluation	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Fed-CausalDiff: Decoupled Synchronization for Federated Do-Simulation and Policy Evaluation’: exact abstract scope is ‘While federated learning enables collaborative modelling on decentralised data, standard methods merely fit historical observations. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22511	arxiv:2606.22511	core_daily_semantic_review_required	Breaking the Likelihood Trap: Variance-Calibrated Modulation for Large Language Model Decoding	pre-denominator closure	context_without_durable_design_delta	—	"Family-specific closure for ‘Breaking the Likelihood Trap: Variance-Calibrated Modulation for Large Language Model Decoding’: exact abstract scope is ‘In open-ended generation, LLMs frequently fall into the ""likelihood trap"", marked by repetitive degeneration and vocabulary dullness, creating a discrepancy between machine-generated and human-written text. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛."
2606.22515	arxiv:2606.22515	not_routed_by_keyword_contract	Biological Sex Determination in Cadavers Using Deep Learning Algorithms from Computed Tomography Images of Pelvis and Skull	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘Biological Sex Determination in Cadavers Using Deep Learning Algorithms from Computed Tomography Images of Pelvis and Skull’: exact abstract scope is ‘Sexual identification of decomposed cadavers challenges traditional methods dependent on visual anthropological analysis. ’. 结果服务于特定领域任务，尚未改变可跨领域复用的训练、推理、平台或 Agent 系统责任边界.
2606.22516	arxiv:2606.22516	core_daily_semantic_review_required	The Scissors Effect: When Resize-Based Input Diversity Helps or Hurts Transfer Attacks	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘The Scissors Effect: When Resize-Based Input Diversity Helps or Hurts Transfer Attacks’: exact abstract scope is ‘Input Diversity (DI), which applies random resizing and padding at each attack iteration, is a near-default ingredient of transfer-based adversarial attacks, widely assumed to improve transferability. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22519	arxiv:2606.22519	core_daily_semantic_review_required	Detecting and Understanding Vulnerabilities in Fully Homomorphic Encryption Frameworks	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘Detecting and Understanding Vulnerabilities in Fully Homomorphic Encryption Frameworks’: exact abstract scope is ‘Fully homomorphic encryption (FHE) allows computations to be performed directly on encrypted data without decryption, offering strong privacy guarantees for sensitive data analysis. ’. 结果服务于特定领域任务，尚未改变可跨领域复用的训练、推理、平台或 Agent 系统责任边界.
2606.22521	arxiv:2606.22521	core_daily_semantic_review_required	Robust Diffusion Models via Divergence-Induced Weighted Denoising	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Robust Diffusion Models via Divergence-Induced Weighted Denoising’: exact abstract scope is ‘We show that replacing the standard MSE denoising loss in diffusion models with a nonlinear transformation induced by an f-divergence yields a simple robust training surrogate that empirically improves performance under data contamination, with small additional computational overhead. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22525	arxiv:2606.22525	keyword_daily_semantic_review_required	Projection-Volume Fidelity Divergence: Diagnosing and Controlling Optimization Drift in Sparse-View 3D Gaussian Tomography	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Projection-Volume Fidelity Divergence: Diagnosing and Controlling Optimization Drift in Sparse-View 3D Gaussian Tomography’: exact abstract scope is ‘Sparse-view computed tomography is a severely ill-posed inverse problem, where recent 3D Gaussian Splatting methods offer an efficient explicit representation for tomographic reconstruction. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22527	arxiv:2606.22527	not_routed_by_keyword_contract	Trajectory Forcing: Structure-First Generation with Controllable Semantic Trajectories	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Trajectory Forcing: Structure-First Generation with Controllable Semantic Trajectories’: exact abstract scope is ‘Diffusion and flow-based generative models produce strong images, yet their controllability remains largely endpoint-centric: users specify conditions and receive final outputs, while the intermediate generative dynamics remain hidden. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22528	arxiv:2606.22528	core_daily_semantic_review_required	Governance Decay: How Context Compaction Silently Erases Safety Constraints in Long-Horizon LLM Agents	retained	candidate_denominator	AGENT-CONTEXT	Retained for exact-v1 review under `AGENT-CONTEXT`: ‘Governance Decay: How Context Compaction Silently Erases Safety Constraints in Long-Horizon LLM Agents’ states the scope ‘Modern LLM agents increasingly rely on context compaction, summarization, or eviction to keep long-running sessions within a token budget. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22536	arxiv:2606.22536	core_daily_semantic_review_required	Generative Robust Optimisation	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Generative Robust Optimisation’: exact abstract scope is ‘Classical uncertainty sets for robust optimisation impose fixed geometric shapes that cannot represent the complex dependencies present in real-world data. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22537	arxiv:2606.22537	keyword_daily_semantic_review_required	NegAS: Negative Label Guided Attention and Scoring for Out-of-Distribution Object Detection with Vision-Language Models	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘NegAS: Negative Label Guided Attention and Scoring for Out-of-Distribution Object Detection with Vision-Language Models’: exact abstract scope is ‘Out-of-Distribution (OOD) detection is essential for ensuring the robustness and reliability of object detection systems deployed in safety-critical applications. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22540	arxiv:2606.22540	keyword_daily_semantic_review_required	PolicyTrim: Boosting Intrinsic Policy Efficiency of Vision-Language-Action Models	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘PolicyTrim: Boosting Intrinsic Policy Efficiency of Vision-Language-Action Models’: exact abstract scope is ‘Vision-Language-Action (VLA) models provide a unified paradigm for robotic manipulation, yet their real-world deployment is often bottlenecked by execution efficiency. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22541	arxiv:2606.22541	core_daily_semantic_review_required	ASAP: A Disaggregated and Asynchronous Inference System for MoE Prefill	retained	candidate_denominator	INFER-PD-DISAGGREGATION	Retained for exact-v1 review under `INFER-PD-DISAGGREGATION`: ‘ASAP: A Disaggregated and Asynchronous Inference System for MoE Prefill’ states the scope ‘Mixture-of-Experts (MoE) models have become the de facto standard for scaling large language models. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22543	arxiv:2606.22543	not_routed_by_keyword_contract	MAPS: Multi-Anchor Projection Similarity for Joint Vision-Language Geo-Localization	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘MAPS: Multi-Anchor Projection Similarity for Joint Vision-Language Geo-Localization’: exact abstract scope is ‘Humans localize places by integrating perceptual cues from vision with semantic reasoning from language, forming a scene understanding that is both intuitive and structured. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22546	arxiv:2606.22546	not_routed_by_keyword_contract	Venice-H1: Failure-Aware Query Re-Ranking with Multi-Scale Grid Signatures for Referring Image Segmentation	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘Venice-H1: Failure-Aware Query Re-Ranking with Multi-Scale Grid Signatures for Referring Image Segmentation’: exact abstract scope is ‘Modern Referring Image Segmentation (RIS) systems generate multiple candidate masks per expression but rely on a simple heuristic--typically the argmax detection score--to select the final output. ’. 结果服务于特定领域任务，尚未改变可跨领域复用的训练、推理、平台或 Agent 系统责任边界.
2606.22550	arxiv:2606.22550	core_daily_semantic_review_required	Training-Free Semantic Correction for Autoregressive Visual Models	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Training-Free Semantic Correction for Autoregressive Visual Models’: exact abstract scope is ‘Autoregressive visual models (AVMs) based on next-scale prediction have emerged as a prominent paradigm for image and video synthesis. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22551	arxiv:2606.22551	core_daily_semantic_review_required	Mitigating Measurement-Induced Training Instability in Hybrid Quantum Neural Networks for Protein Classification	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘Mitigating Measurement-Induced Training Instability in Hybrid Quantum Neural Networks for Protein Classification’: exact abstract scope is ‘Hybrid Quantum Neural Network (QNN) classifiers produce logits as expectation values of quantum measurement operators. ’. 结果服务于特定领域任务，尚未改变可跨领域复用的训练、推理、平台或 Agent 系统责任边界.
2606.22556	arxiv:2606.22556	not_routed_by_keyword_contract	HiMatch-AD: DINOv3-driven Hierarchical Matching for Training-free Medical Anomaly Detection	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘HiMatch-AD: DINOv3-driven Hierarchical Matching for Training-free Medical Anomaly Detection’: exact abstract scope is ‘Anomaly detection is essential for medical image analysis, where pathological regions often appear as rare deviations from normal anatomical structures. ’. 结果服务于特定领域任务，尚未改变可跨领域复用的训练、推理、平台或 Agent 系统责任边界.
2606.22557	arxiv:2606.22557	core_daily_semantic_review_required	MacAgentBench: Benchmarking AI Agents on Real-World macOS Desktop	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘MacAgentBench: Benchmarking AI Agents on Real-World macOS Desktop’: exact abstract scope is ‘Computer use agents (CUAs) have advanced rapidly in desktop automation, and a growing number of users deploy CUAs such as OpenClaw on Mac Mini for always-on automation. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22560	arxiv:2606.22560	keyword_daily_semantic_review_required	Evidence-Bound Gateway-Path Provenance for Third-Party LLM Inference	retained	candidate_denominator	PLATFORM-GATEWAY	Retained for exact-v1 review under `PLATFORM-GATEWAY`: ‘Evidence-Bound Gateway-Path Provenance for Third-Party LLM Inference’ states the scope ‘Third-party LLM gateways have become a critical infrastructure layer between applications and external LLM providers. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22563	arxiv:2606.22563	not_routed_by_keyword_contract	A DDSP Framework for Adaptive Room Equalization	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘A DDSP Framework for Adaptive Room Equalization’: exact abstract scope is ‘Adaptive room equalization remains challenging under time-varying acoustic conditions and complex excitation signals, such as music. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22565	arxiv:2606.22565	core_daily_semantic_review_required	Look Light, Think Heavy: What Multimodal Chain-of-Thought Reasoning Can and Cannot Do	retained	candidate_denominator	MULTIMODAL-REPRESENTATION	Retained for exact-v1 review under `MULTIMODAL-REPRESENTATION`: ‘Look Light, Think Heavy: What Multimodal Chain-of-Thought Reasoning Can and Cannot Do’ states the scope ‘Chain-of-Thought (CoT) has become a standard method for improving reasoning capabilities in large language models (LLMs) by eliciting step-by-step thinking, but its effectiveness in multimodal tasks remains unclear. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22566	arxiv:2606.22566	core_daily_semantic_review_required	Deep material network for homogenization of piezoelectric composites	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘Deep material network for homogenization of piezoelectric composites’: exact abstract scope is ‘Piezoelectric composites are widely used in sensors, actuators, transducers, and energy-harvesting devices because their effective electromechanical performance can be tailored by combining constituent phases and microstructural architecture. ’. 结果服务于特定领域任务，尚未改变可跨领域复用的训练、推理、平台或 Agent 系统责任边界.
2606.22567	arxiv:2606.22567	core_daily_semantic_review_required	Concept-Constrained Prompt Learning for Few-Shot CLIP Adaptation	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Concept-Constrained Prompt Learning for Few-Shot CLIP Adaptation’: exact abstract scope is ‘Few-shot prompt learning is an effective strategy for adapting CLIP to downstream tasks, but class-only prompt optimization can overfit base-class supervision and weaken transfer to unseen classes. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22568	arxiv:2606.22568	keyword_daily_semantic_review_required	SeFi-Image: A Text-to-Image Foundation Model with Semantic-First Diffusion	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘SeFi-Image: A Text-to-Image Foundation Model with Semantic-First Diffusion’: exact abstract scope is ‘Training image generation foundation models consumes substantial resources. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22570	arxiv:2606.22570	core_daily_semantic_review_required	What are Key Factors for Updates in RL for LLM Reasoning?	retained	candidate_denominator	TRAIN-GRPO	Retained for exact-v1 review under `TRAIN-GRPO`: ‘What are Key Factors for Updates in RL for LLM Reasoning?’ states the scope ‘Reinforcement Learning from Verifiable Rewards (RLVR) has emerged as a promising framework for enhancing the reasoning ability of large language models. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22574	arxiv:2606.22574	core_daily_semantic_review_required	The Power of Light: Improving Synthetic-to-Real Domain Adaptation through Physically-Based Indirect Illumination	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘The Power of Light: Improving Synthetic-to-Real Domain Adaptation through Physically-Based Indirect Illumination’: exact abstract scope is ‘While synthetic data generation resolves the manual labeling bottleneck in computer vision, minimizing the syn-to-real domain gap requires optimizing rendering variables. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22576	arxiv:2606.22576	not_routed_by_keyword_contract	What Characterizes Pairwise Modular Smells?	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘What Characterizes Pairwise Modular Smells?’: exact abstract scope is ‘Enhancing the modular structure of existing systems has attracted substantial research interest, primarily through (1) software modularization and (2) identifying design issues (e.g., smells) as refactoring opportunities; however, both approaches often prove impractical to guide effective improvement. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22578	arxiv:2606.22578	core_daily_semantic_review_required	Context-Aware Distillation and Ablation for Text2DSL	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘Context-Aware Distillation and Ablation for Text2DSL’: exact abstract scope is ‘We extend our prior work on Text2DSL automatic generation of domain-specific language (DSL) code from natural language descriptions along two complementary axes. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22579	arxiv:2606.22579	core_daily_semantic_review_required	Stationary Robust Mean-Field Games under Model Mismatches	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Stationary Robust Mean-Field Games under Model Mismatches’: exact abstract scope is ‘Deploying multi-agent reinforcement learning (MARL) in the real world is often limited by model mismatches between the training simulators and the true environment, which could be further amplified through strategic interactions and result in severe performance degradation upon deployment. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22581	arxiv:2606.22581	core_daily_semantic_review_required	From CVE to CWE: Syscall-Based HIDS Generalisation	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘From CVE to CWE: Syscall-Based HIDS Generalisation’: exact abstract scope is ‘Host intrusion detection systems (HIDS) based on system-call traces are typically trained and evaluated against individual Common Vulnerabilities and Exposures (CVE) instances. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22586	arxiv:2606.22586	core_daily_semantic_review_required	Text2DSL: LLM-Based Code Generation for Domain-Specific Languages	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘Text2DSL: LLM-Based Code Generation for Domain-Specific Languages’: exact abstract scope is ‘Domain-specific languages (DSLs) are widely used for managing operating system security policies, yet manually authoring rules in such languages demands high expertise and is error-prone. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22588	arxiv:2606.22588	keyword_daily_semantic_review_required	Non-Uniform L2 Cache Latency Across the Streaming Multiprocessors of an NVIDIA L40	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘Non-Uniform L2 Cache Latency Across the Streaming Multiprocessors of an NVIDIA L40’: exact abstract scope is ‘The NVIDIA L40 exposes a 96 MiB L2 cache usually modeled as one uniform pool with a single hit latency. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22589	arxiv:2606.22589	core_daily_semantic_review_required	Training-free Task Classification for Multi-Task Model Merging	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Training-free Task Classification for Multi-Task Model Merging’: exact abstract scope is ‘Ever since the advent of foundation models and the pre-training-finetuning paradigm, there have been numerous efforts to merge multiple task-specific experts into a single multi-task model. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22591	arxiv:2606.22591	not_routed_by_keyword_contract	Bridging Self-Supervised Learning and Speech Enhancement: A Wav2Vec2-Conditioned Framework	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Bridging Self-Supervised Learning and Speech Enhancement: A Wav2Vec2-Conditioned Framework’: exact abstract scope is ‘Diffusion models show potential for speech enhancement but lack linguistic guidance. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22593	arxiv:2606.22593	not_routed_by_keyword_contract	On Good Authority: Release-Authority Measurement for Registry-Mediated Package Ecosystems	retained	candidate_denominator	PLATFORM-MODEL-REGISTRY	Retained for exact-v1 review under `PLATFORM-MODEL-REGISTRY`: ‘On Good Authority: Release-Authority Measurement for Registry-Mediated Package Ecosystems’ states the scope ‘Dependency graphs reveal where released code can flow; release-authority records reveal how a release reached users. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22597	arxiv:2606.22597	keyword_daily_semantic_review_required	MapReason-OSM: Can Vision-Language Models Make Graph-Verifiable Mobility Decisions from Street Maps ?	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘MapReason-OSM: Can Vision-Language Models Make Graph-Verifiable Mobility Decisions from Street Maps ?’: exact abstract scope is ‘Vision-language models (VLMs) are increasingly used to read maps for logistics, delivery, and accessible navigation, where the output is an actionable decision (a route, a pin, a parking choice) that must respect the road network. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22600	arxiv:2606.22600	core_daily_semantic_review_required	On the Position Bias of On-Policy Distillation	retained	candidate_denominator	TRAIN-RLHF	Retained for exact-v1 review under `TRAIN-RLHF`: ‘On the Position Bias of On-Policy Distillation’ states the scope ‘On-Policy Distillation (OPD) improves the learning efficiency of standard reinforcement learning through dense, token-level supervision from teachers. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22601	arxiv:2606.22601	core_daily_semantic_review_required	Scalable Bayesian Additive Models for Stellar Flare Detection via Amortized Gaussian Process Inference and Hidden Markov Models	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Scalable Bayesian Additive Models for Stellar Flare Detection via Amortized Gaussian Process Inference and Hidden Markov Models’: exact abstract scope is ‘Gaussian Processes (GPs) are a powerful tool for Bayesian time-series modeling, yet their cubic computational cost remains a severe barrier for application to long, high-cadence datasets in astronomy. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22606	arxiv:2606.22606	core_daily_semantic_review_required	Sub-Billion, Super-Frontier: Small Language Models Rival Zero-Shot Frontier LLMs on General and Literary Relation Extraction	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘Sub-Billion, Super-Frontier: Small Language Models Rival Zero-Shot Frontier LLMs on General and Literary Relation Extraction’: exact abstract scope is ‘Large language models (LLMs) achieve strong relation extraction (RE), but their computational demands and reliance on proprietary APIs limit deployment in resource-constrained or privacy-sensitive settings. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22608	arxiv:2606.22608	core_daily_semantic_review_required	Automated sign detection across the Electronic Babylonian Library: A large-scale dataset and end-to-end cuneiform OCR pipeline	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Automated sign detection across the Electronic Babylonian Library: A large-scale dataset and end-to-end cuneiform OCR pipeline’: exact abstract scope is ‘Learning to read cuneiform tablets is an extremely demanding task; consequently, of the roughly half million excavated tablets, only a small fraction has been analysed by Assyriologists. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22610	arxiv:2606.22610	core_daily_semantic_review_required	PaperClaw: Harnessing Agents for Autonomous Research and Human-in-the-Loop Refinement	retained	candidate_denominator	AGENT-WORKFLOW	Retained for exact-v1 review under `AGENT-WORKFLOW`: ‘PaperClaw: Harnessing Agents for Autonomous Research and Human-in-the-Loop Refinement’ states the scope ‘Large language models have become capable reasoners and tool users that write and run code and search the literature, which makes automating the research process itself a realistic goal. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22613	arxiv:2606.22613	core_daily_semantic_review_required	SkillAudit: From Fixed-Suite Benchmarking to Skill-Centered Assessment	retained	candidate_denominator	PLATFORM-EVALUATION-SYSTEM	Retained for exact-v1 review under `PLATFORM-EVALUATION-SYSTEM`: ‘SkillAudit: From Fixed-Suite Benchmarking to Skill-Centered Assessment’ states the scope ‘Agent skills have become a practical way to extend large language model agents, but the growing skill ecosystem still lacks a reliable way to judge whether a skill is worth deploying. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22616	arxiv:2606.22616	not_routed_by_keyword_contract	Compositional Generator Equivalence (Extended Version)	pre-denominator closure	generic_non_ai_system	—	"Family-specific closure for ‘Compositional Generator Equivalence (Extended Version)’: exact abstract scope is ‘Property-based testing (PBT) is a powerful technique for software verification that relies on random input generators and ""shrinking"" processes to find and minimize counterexamples to executable specifications called properties. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量."
2606.22617	arxiv:2606.22617	keyword_daily_semantic_review_required	OmniSpace: Efficient Geometry Awareness for Autonomous Vehicles MLLMs	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘OmniSpace: Efficient Geometry Awareness for Autonomous Vehicles MLLMs’: exact abstract scope is ‘Multimodal Large Language Models (MLLMs) have achieved remarkable performance on 2D visual tasks, yet enhancing their spatial intelligence for real-world applications such as Autonomous Vehicles (AV) remains an open challenge. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22618	arxiv:2606.22618	core_daily_semantic_review_required	Federated Learning for Global Carbon Emission Forecasting: A Hybrid Time-Series Approach with Statistical and Neural Models	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Federated Learning for Global Carbon Emission Forecasting: A Hybrid Time-Series Approach with Statistical and Neural Models’: exact abstract scope is ‘Climate change, primarily driven by carbon dioxide (CO2) emissions, requires accurate forecasting tools to support effective mitigation policies and sustainable development strategies. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
