arxiv_id	published_v1_utc	route	status	source_family_id	title	reason
2605.01836	2026-05-03T12:07:06Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01836	PipeRTL: Timing-Aware Pipeline Optimization at IR-Level for RTL Generation	《PipeRTL: Timing-Aware Pipeline Optimization at IR-Level for RTL Generation》具体研究/提出：However, one important optimization is still largely deferred to backend tools: pipeline optimization. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01836v1）
2605.01837	2026-05-03T12:07:23Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01837	nvPAX: Constrained Optimization for Dynamic Power Allocation in Hierarchical and Multi-Tenant Systems	《nvPAX: Constrained Optimization for Dynamic Power Allocation in Hierarchical and Multi-Tenant Systems》具体研究/提出：Existing approaches typically assume flat power domains, whereas in practice power distribution is hierarchical and allocation decisions must additionally respect tenant-level contractual constraints. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01837v1）
2605.02967	2026-05-03T12:12:49Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-02967	AutoRAGTuner: A Declarative Framework for Automatic Optimization of RAG Pipelines	《AutoRAGTuner: A Declarative Framework for Automatic Optimization of RAG Pipelines》具体研究/提出：We present AutoRAGTuner, a declarative, configuration-driven framework that automates the RAG life cycle: construction, execution,evaluation, and optimization. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.02967v1）
2605.02968	2026-05-03T12:21:14Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-02968	Finite-Size Gradient Transport in Large Language Model Pretraining: From Cascade Size to Intensive Transport Efficiency	该工作用五个观测量描述 Pico-LM/Pythia 的有限尺度梯度 transport/cascade，并明确不主张 universal fixed point；它提供分析测量而非训练 runtime、optimizer control 或跨层 ownership 的新机制。
2605.01844	2026-05-03T12:26:13Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01844	The Cylindrical Representation Hypothesis for Language Model Steering	《The Cylindrical Representation Hypothesis for Language Model Steering》具体研究/提出：Existing theoretical accounts are largely based on the Linear Representation Hypothesis (LRH). 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01844v1）
2605.01846	2026-05-03T12:29:41Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01846	Do Large Language Models Plan Answer Positions? Position Bias in Multiple-Choice Question Generation	《Do Large Language Models Plan Answer Positions? Position Bias in Multiple-Choice Question Generation》具体研究/提出：However, we observe that LLMs exhibit systematic position biases during generation. 它是受限表示、生成或领域任务改进，没有改变 representation identity、action-conditioned transition、persistent world state 或 physical-control boundary。（identity=2605.01846v1）
2605.01847	2026-05-03T12:30:58Z	core_daily_semantic_review_required	retained_candidate_denominator	SF-2026-ARXIV-2605-01847	NeuroState-Bench: A Human-Calibrated Benchmark for Commitment Integrity in LLM Agent Profiles	Endpoint success and commitment integrity are different constructs; side-query probes can expose stale bindings, source confusion and contradiction-repair failures without claiming access to hidden activations.
2605.01848	2026-05-03T12:35:12Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01848	Disentangled Anatomy-Disease Diffusion (DADD) for Controllable Ulcerative Colitis Progression Synthesis	《Disentangled Anatomy-Disease Diffusion (DADD) for Controllable Ulcerative Colitis Progression Synthesis》具体研究/提出：We address this challenge for ulcerative colitis (UC) endoscopy, where severity follows a continuous ordinal progression along the Mayo Endoscopic Score (MES). 它没有同时改变 request/KV/scheduler 的状态 ownership 与 workload-SLO contract；局部速度或压缩结果不能外推为推理系统设计结论。（identity=2605.01848v1）
2605.01852	2026-05-03T12:45:17Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01852	DP-SfM: Dual-Pixel Structure-from-Motion without Scale Ambiguity	《DP-SfM: Dual-Pixel Structure-from-Motion without Scale Ambiguity》具体研究/提出：In general, multi-view 3D reconstruction suffers from an unknown scale ambiguity unless a reference object of known size is present in the scene. 它是受限表示、生成或领域任务改进，没有改变 representation identity、action-conditioned transition、persistent world state 或 physical-control boundary。（identity=2605.01852v1）
2605.01853	2026-05-03T12:46:41Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01853	Spatiotemporal Hidden-State Dynamics as a Signature of Internal Reasoning in Large Language Models	《Spatiotemporal Hidden-State Dynamics as a Signature of Internal Reasoning in Large Language Models》具体研究/提出：Although recent hidden-state analyses suggest that internal representations carry correctness-related signals, their coarse aggregations may obscure the token and layer structure underlying reasoning computation. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01853v1）
2605.01854	2026-05-03T12:51:05Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01854	High-Fidelity Mobile Avatars with Pruned Local Blendshapes	《High-Fidelity Mobile Avatars with Pruned Local Blendshapes》具体研究/提出：Many works can model high-quality Gaussian-based full-body avatars from multi-view video. 它没有改变数据、optimizer、checkpoint 或 distributed runtime 的持久状态和控制权；受限模型/数据结果不足以重写 Training System 主线。（identity=2605.01854v1）
2605.01856	2026-05-03T12:56:52Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01856	Stable Blanket with Hidden Variables and Cycles	《Stable Blanket with Hidden Variables and Cycles》具体研究/提出：Existing graphical characterizations of the stable blanket are mainly developed for structural causal models (SCMs) without hidden variables or causal cycles. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01856v1）
2605.01858	2026-05-03T13:02:44Z	keyword_filtered	retained_candidate_denominator	SF-2026-ARXIV-2605-01858	Decouple and Cache: KV Cache Construction for Streaming Video Understanding	Streaming video state can decouple cumulative past KV from an on-demand recent cache and use position-agnostic encoding, trading bounded memory for possible loss of long-horizon detail.
2605.01860	2026-05-03T13:06:20Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01860	Optimizing Trajectory-Trees in Belief Space: An Application from Model Predictive Control to Task and Motion Planning	《Optimizing Trajectory-Trees in Belief Space: An Application from Model Predictive Control to Task and Motion Planning》具体研究/提出：In such environments, a robot infers knowledge from observations, and the optimal course of action depends on these observations. 它是受限表示、生成或领域任务改进，没有改变 representation identity、action-conditioned transition、persistent world state 或 physical-control boundary。（identity=2605.01860v1）
2605.01862	2026-05-03T13:11:28Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01862	QHyer: Q-conditioned Hybrid Attention-mamba Transformer for Offline Goal-conditioned RL	《QHyer: Q-conditioned Hybrid Attention-mamba Transformer for Offline Goal-conditioned RL》具体研究/提出：History-aware sequence models such as Decision Transformer (DT) are a natural fit for long-term dependency modeling, yet pure attention is inefficient and brittle when handling local Markovian structure and long-range context simultaneously. 它提供单一 metric/dataset 或领域 benchmark，但未改变 evaluation identity、release authority、uncertainty 或可复现 evidence 的平台合同。（identity=2605.01862v1）
2605.01865	2026-05-03T13:20:00Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01865	Quality-Aware Exploration Budget Allocation for Cooperative Multi-Agent Reinforcement Learning	《Quality-Aware Exploration Budget Allocation for Cooperative Multi-Agent Reinforcement Learning》具体研究/提出：Intrinsic motivation, which augments task rewards with novelty bonuses, is a popular approach for driving exploration, but its effectiveness hinges on the exploration intensity $β$, where too large a value overwhelms the task signal and causes coordination collapse, while too small a value prevents discovery of rare strategies. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01865v1）
2605.01866	2026-05-03T13:20:53Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01866	ShiftLIF: Efficient Multi-Level Spiking Neurons with Power-of-Two Quantization	《ShiftLIF: Efficient Multi-Level Spiking Neurons with Power-of-Two Quantization》具体研究/提出：However, standard leaky integrate-and-fire (LIF) neurons communicate only through binary spikes, which severely limit representational capacity. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01866v1）
2605.01868	2026-05-03T13:29:26Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01868	Robust Conditional Conformal Prediction via Branched Normalizing Flow	《Robust Conditional Conformal Prediction via Branched Normalizing Flow》具体研究/提出：However, under distribution shift, existing approaches primarily align marginal conformal score distributions, which is sufficient to preserve marginal coverage but does not control the conditional coverage error at individual test inputs. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01868v1）
2605.01869	2026-05-03T13:29:36Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01869	Evolving Token Communication with Parametric Memory Network	《Evolving Token Communication with Parametric Memory Network》具体研究/提出：However, transmitting full semantic tokens still incurs considerable communication overhead. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01869v1）
2605.01870	2026-05-03T13:32:06Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01870	Maistros: A Greek Large Language Model Adapted Through Knowledge Distillation From Large Reasoning Models	《Maistros: A Greek Large Language Model Adapted Through Knowledge Distillation From Large Reasoning Models》具体研究/提出：These improvements have been attributed, in part, to their emerging reasoning capabilities, which are enabled by large-scale training and increased model capacity. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01870v1）
2605.01874	2026-05-03T13:37:17Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01874	Leveraging Data Symmetries to Select an Optimal Subset of Training Data under Label Noise	《Leveraging Data Symmetries to Select an Optimal Subset of Training Data under Label Noise》具体研究/提出：Recent work has shown that, in noisy settings, there may exist a subset of the training data on which models can achieve performance comparable to training on a noise-free dataset. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01874v1）
2605.01876	2026-05-03T13:39:47Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01876	BadmintonGRF: A Multimodal Dataset and Benchmark for Markerless Ground Reaction Force Estimation in Badminton	《BadmintonGRF: A Multimodal Dataset and Benchmark for Markerless Ground Reaction Force Estimation in Badminton》具体研究/提出：BadmintonGRF records eight synchronized RGB views at ~120 FPS, four Kistler force plates, and Vicon motion capture (C3D) without hardware genlock across modalities; alignment combines human-verified events, automated quality assurance, and per-camera time offsets with uncertainty metadata. 它没有改变数据、optimizer、checkpoint 或 distributed runtime 的持久状态和控制权；受限模型/数据结果不足以重写 Training System 主线。（identity=2605.01876v1）
2605.02970	2026-05-03T13:44:41Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-02970	Decompose to Understand, Fuse to Detect: Frequency-Decoupled Anomaly Detection for Encrypted Network Traffic	《Decompose to Understand, Fuse to Detect: Frequency-Decoupled Anomaly Detection for Encrypted Network Traffic》具体研究/提出：In response, image-based methods that model traffic as visual patterns have emerged as the dominant approach. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.02970v1）
2605.01879	2026-05-03T13:50:24Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01879	Sheaf-Theoretic Planning: A Categorical Foundation for Resilient Multi-Agent Autonomous Systems	《Sheaf-Theoretic Planning: A Categorical Foundation for Resilient Multi-Agent Autonomous Systems》具体研究/提出：Traditional multi-agent system (MAS) frameworks have relied heavily on monolithic logical models -- primarily variations of the event calculus and situation calculus -- to represent action, change, and temporal persistence. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01879v1）
2605.01882	2026-05-03T13:57:23Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01882	Chart-FR1: Visual Focus-Driven Fine-Grained Reasoning on Dense Charts	《Chart-FR1: Visual Focus-Driven Fine-Grained Reasoning on Dense Charts》具体研究/提出：However, they still struggle with high information density (HID) charts characterized by multiple subplots, legends, and dense annotations due to three major challenges: (1) limited fine-grained perception results in the omission of critical visual cues; (2) redundant or noisy visual information undermines the performance of multimodal reasoning; (3) lack of adaptive deep reasoning relative to the amount of visual information. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01882v1）
2605.01885	2026-05-03T14:05:52Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01885	QASecClaw: A Multi-Agent LLM Approach for False Positive Reduction in Static Application Security Testing	《QASecClaw: A Multi-Agent LLM Approach for False Positive Reduction in Static Application Security Testing》具体研究/提出：This increases manual review effort, reduces developer trust, and may cause real vulnerabilities to be ignored among noisy reports. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01885v1）
2605.01888	2026-05-03T14:10:03Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01888	AFFormer: Adaptive Feature Fusion Transformer for V2X Cooperative Perception under Channel Impairments	《AFFormer: Adaptive Feature Fusion Transformer for V2X Cooperative Perception under Channel Impairments》具体研究/提出：Cooperative perception, which leverages vehicle-to-everything (V2X) communication to share perceptual data, enhances detection but is vulnerable to channel impairments, such as noise, fading, and interference. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01888v1）
2605.01892	2026-05-03T14:15:11Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01892	CyberAId: AI-Driven Cybersecurity for Financial Service Providers	《CyberAId: AI-Driven Cybersecurity for Financial Service Providers》具体研究/提出：Frontier large language models now achieve state-of-the-art results on isolated cybersecurity tasks (one-day vulnerability exploitation, code-level patching, intrusion detection) yet no narrow win constitutes a platform that can compose across functions, persist multi-tenant state, map findings to regulatory regimes and survive an audit. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01892v1）
2605.01896	2026-05-03T14:22:22Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01896	Divide and Conquer: Decoupled Representation Alignment for Multimodal World Models	M²-REPA 将 RGB/depth/mask 的中间表示分别对齐 modality-specific foundation experts，并用 decoupling regularizer 保持互补；这是特定多模态扩散训练损失，未改变 Ch23–25 的表示 identity、生成 state 或 world-transition owner。
2605.02971	2026-05-03T14:22:49Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-02971	Multilingual Safety Alignment via Self-Distillation	《Multilingual Safety Alignment via Self-Distillation》具体研究/提出：Current safety alignment methods generally rely on high-quality response data for each target language, which is expensive and difficult to generate. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.02971v1）
2605.01897	2026-05-03T14:27:12Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01897	How Label Imbalance Shapes Geometry: A General Spectral Analysis of Multi-Label Neural Collapse	《How Label Imbalance Shapes Geometry: A General Spectral Analysis of Multi-Label Neural Collapse》具体研究/提出：Although recent studies have identified a ''tag-wise averaging'' structure for multi-label features, this view relies on implicit assumptions of label balance and combinatorial symmetry. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01897v1）
2605.01899	2026-05-03T14:28:08Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01899	Disentangling Intent from Role: Adversarial Self-Play for Persona-Invariant Safety Alignment	《Disentangling Intent from Role: Adversarial Self-Play for Persona-Invariant Safety Alignment》具体研究/提出：Despite advances in safety alignment techniques, current models remain vulnerable to emerging persona-based jailbreak attacks. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01899v1）
2605.01901	2026-05-03T14:31:41Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01901	Behavior-Grounded Lane Representation Learning for Multi-Task Traffic Digital Twins	《Behavior-Grounded Lane Representation Learning for Multi-Task Traffic Digital Twins》具体研究/提出：However, these representations fail to capture the dynamic functional semantics required for behavior-aware reasoning, such as how a lane operates under complex traffic conditions. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01901v1）
2605.01902	2026-05-03T14:35:12Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01902	RV-IM100: Quantifying ISA Extension, Datapath Width, and Pipeline Depth Trade-offs in RISC-V Microarchitectures	《RV-IM100: Quantifying ISA Extension, Datapath Width, and Pipeline Depth Trade-offs in RISC-V Microarchitectures》具体研究/提出：This paper presents RV-IM100, a family of 10 incremental FPGA-implemented microarchitectures derived from a common 5-stage pipeline baseline, systematically varying datapath width from RV32 to RV64, instruction set from I to IM, and pipeline depth from 5 to 8 stages under controlled conditions. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01902v1）
2605.05240	2026-05-03T14:35:47Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-05240	PPO-Based Dynamic Positioning of HAPS-BS in Wind-Disturbed Stratospheric Maritime Networks	《PPO-Based Dynamic Positioning of HAPS-BS in Wind-Disturbed Stratospheric Maritime Networks》具体研究/提出：However, maintaining reliable performance is challenging due to dynamic ship mobility and atmospheric disturbances, particularly stratospheric wind effects on HAPS positioning. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.05240v1）
2605.01905	2026-05-03T14:37:52Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01905	Spoken Language Identification with Pre-trained Models and Margin Loss	《Spoken Language Identification with Pre-trained Models and Margin Loss》具体研究/提出：The proposed method adopts a pre-trained ECAPA-TDNN as the feature encoder and incorporates margin-based losses to enhance the discriminative ability of language representations, thereby improving inter-class separability and reducing the interference of non-linguistic factors such as speaker characteristics. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01905v1）
2605.01907	2026-05-03T14:43:17Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01907	Adaptive Estimation and Inference in Semi-parametric Heterogeneous Clustered Multitask Learning via Neyman Orthogonality	《Adaptive Estimation and Inference in Semi-parametric Heterogeneous Clustered Multitask Learning via Neyman Orthogonality》具体研究/提出：Such heterogeneity poses a major challenge for existing multitask learning methods, which typically rely on aligned feature spaces or homogeneous task structures. 它没有同时改变 request/KV/scheduler 的状态 ownership 与 workload-SLO contract；局部速度或压缩结果不能外推为推理系统设计结论。（identity=2605.01907v1）
2605.01909	2026-05-03T14:43:51Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01909	Extrapolation in Statistical Learning with Extreme Value Theory	《Extrapolation in Statistical Learning with Extreme Value Theory》具体研究/提出：A broad range of tasks benefit from these advances, including regression and classification beyond the training data, extreme quantile regression, supervised and unsupervised dimension reduction, generative artificial intelligence and anomaly detection. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01909v1）
2605.01910	2026-05-03T14:44:14Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01910	Stochastic Sparse Attention for Memory-Bound Inference	《Stochastic Sparse Attention for Memory-Bound Inference》具体研究/提出：We present Stochastic Additive No-mulT Attention (SANTA), a method that sparsifies value-cache access by sampling $S \ll n_k$ indices from the post-softmax distribution and aggregates only those value rows. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01910v1）
2605.01911	2026-05-03T14:47:03Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01911	SurgCheck: Do Vision-Language Models Really Look at Images in Surgical VQA?	《SurgCheck: Do Vision-Language Models Really Look at Images in Surgical VQA?》具体研究/提出：However, existing surgical VQA datasets often contain linguistic shortcuts, where question phrasing implicitly constrains the answer space. 它提供单一 metric/dataset 或领域 benchmark，但未改变 evaluation identity、release authority、uncertainty 或可复现 evidence 的平台合同。（identity=2605.01911v1）
2605.01913	2026-05-03T14:48:18Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01913	RefusalGuard: Geometry-Preserving Fine-Tuning for Safety in LLMs	《RefusalGuard: Geometry-Preserving Fine-Tuning for Safety in LLMs》具体研究/提出：While prior work has shown that safety-relevant features are encoded in structured representations within the model's activation space, how these representations change during fine-tuning and why alignment degrades remains poorly understood. 它没有同时改变 request/KV/scheduler 的状态 ownership 与 workload-SLO contract；局部速度或压缩结果不能外推为推理系统设计结论。（identity=2605.01913v1）
2605.01914	2026-05-03T14:51:20Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01914	Deep learning-based pavement performance modeling using multiple distress indicators and road work history	《Deep learning-based pavement performance modeling using multiple distress indicators and road work history》具体研究/提出：Accurate predictions of pavement condition can help maximize the use of available resources for pavement management agencies through better coordinated preservation and maintenance activities. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01914v1）
2605.01916	2026-05-03T14:56:00Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01916	EAPFusion: Intrinsic Evolving Auxiliary Prior Guidance for Infrared and Visible Image Fusion	《EAPFusion: Intrinsic Evolving Auxiliary Prior Guidance for Infrared and Visible Image Fusion》具体研究/提出：Such accurate fusion is essential for real-world perception applications in complex scenes, including nighttime autonomous driving, search and rescue, and surveillance, and can further benefit downstream tasks such as semantic segmentation. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01916v1）
2605.01920	2026-05-03T15:02:44Z	core_daily_semantic_review_required	retained_candidate_denominator	SF-2026-ARXIV-2605-01920	A Language for Describing Agentic LLM Contexts	Agent context needs an implementation-independent description of message roles, time-indexed references and conditional/iterative assembly so context evolution can be compared and audited across model calls.
2605.01922	2026-05-03T15:03:42Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01922	Decentralized Stratified Sampling for Low-Latency Approximate Geospatial Data Stream Processing in Edge-Cloud Architectures	《Decentralized Stratified Sampling for Low-Latency Approximate Geospatial Data Stream Processing in Edge-Cloud Architectures》具体研究/提出：To address this gap, we propose EdgeApproxGeo, a novel edge-cloud architecture that performs spatial-stratified online sampling at network edge devices near data sources. 它没有同时改变 request/KV/scheduler 的状态 ownership 与 workload-SLO contract；局部速度或压缩结果不能外推为推理系统设计结论。（identity=2605.01922v1）
2605.01924	2026-05-03T15:10:38Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01924	SimPB++: Simultaneously Detecting 2D and 3D Objects from Multiple Cameras	《SimPB++: Simultaneously Detecting 2D and 3D Objects from Multiple Cameras》具体研究/提出：Existing two-stage pipelines use 2D results only as a one-time cue for 3D detection. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01924v1）
2605.01925	2026-05-03T15:12:36Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01925	CADFS: A Big CAD Program Dataset and Framework for Computer-Aided Design with Large Language Models	《CADFS: A Big CAD Program Dataset and Framework for Computer-Aided Design with Large Language Models》具体研究/提出：Existing generative CAD systems are restricted to sketch-extrude operations due to simplified representations and limited datasets. 它提供单一 metric/dataset 或领域 benchmark，但未改变 evaluation identity、release authority、uncertainty 或可复现 evidence 的平台合同。（identity=2605.01925v1）
2605.01928	2026-05-03T15:20:56Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01928	Training Non-Differentiable Networks via Optimal Transport	《Training Non-Differentiable Networks via Optimal Transport》具体研究/提出：Finite differences fail: at a derivative-estimating radius, 99.5% of probe pairs on a quantized network leave the loss bit-identical, against 1.6% on a smooth control. 它没有改变数据、optimizer、checkpoint 或 distributed runtime 的持久状态和控制权；受限模型/数据结果不足以重写 Training System 主线。（identity=2605.01928v1）
2605.01929	2026-05-03T15:22:53Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01929	Exploring Data-Free LoRA Transferability for Video Diffusion Models	《Exploring Data-Free LoRA Transferability for Video Diffusion Models》具体研究/提出：However, adapting existing LoRAs to these variants remains a critical challenge due to weight space mismatches. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01929v1）
2605.01930	2026-05-03T15:23:37Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01930	GPU Fingerprinting for Location Verification	《GPU Fingerprinting for Location Verification》具体研究/提出：Current methods for monitoring chip location rely on ping-based protocols backed by cryptographic keys stored on-chip. 它没有同时改变 request/KV/scheduler 的状态 ownership 与 workload-SLO contract；局部速度或压缩结果不能外推为推理系统设计结论。（identity=2605.01930v1）
2605.01931	2026-05-03T15:23:41Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01931	SwiftChannel: Algorithm-Hardware Co-Design for Deep Learning-Based 5G Channel Estimation	《SwiftChannel: Algorithm-Hardware Co-Design for Deep Learning-Based 5G Channel Estimation》具体研究/提出：However, the use of multiple-input and multiple-output (MIMO) and millimeter-wave (mmWave) in 5G networks presents challenges in achieving accurate estimation under strict latency requirements on resource-limited hardware platforms. 它没有同时改变 request/KV/scheduler 的状态 ownership 与 workload-SLO contract；局部速度或压缩结果不能外推为推理系统设计结论。（identity=2605.01931v1）
2605.01935	2026-05-03T15:32:05Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01935	ViM-Q: Scalable Algorithm-Hardware Co-Design for Vision Mamba Model Inference on FPGA	《ViM-Q: Scalable Algorithm-Hardware Co-Design for Vision Mamba Model Inference on FPGA》具体研究/提出：Linear layers struggle with dynamic activation outliers that render static quantization ineffective, while uniform quantization fails to capture the weight distribution at low bit-widths. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01935v1）
