arxiv_id	title	source_kind	screening_status	source_family_id	screening_reason	owner_node	review_status	access_status	integration_disposition
2605.08218	Deep Dreams Are Made of This: Visualizing Monosemantic Features in Diffusion Models		pre_denominator_closure	SF-2026-ARXIV-2605-08218	问题/机制：Deep Dreams Are Made of This: Visualizing Monosemantic Features in Diffusion Models；方法为“This paper proposes latent visualization by optimization (LVO), a mechanistic interpretability technique that extends feature visualization by optimization - originally developed for convolutional neural networks - to latent diffusion models.”；结果线索为“We demonstrate the method on Stable Diffusion 1.5 fine-tuned on the Style50 dataset, showing that SAE features produce clear visualizations of recognizable concepts - including diagonal compositions, human figures, roses, cables, and…”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.05271	Shattering the Echo Chamber: Hidden Safeguards in Manuscripts Against the AI Takeover of Peer Review		pre_denominator_closure	SF-2026-ARXIV-2605-05271	问题/机制：Shattering the Echo Chamber: Hidden Safeguards in Manuscripts Against the AI Takeover of Peer Review；方法为“In this paper, we identify End-to-End Review Outsourcing as an emerging threat and propose IntraGuard, a black-box, venue-agnostic defense framework grounded in the structural--visual decoupling inherent to the PDF.”；结果线索为“Extensive evaluations across 7 real-world commercial chatbot settings and 12 venues spanning diverse disciplines show that IntraGuard achieves a defense success rate of up to 84%, while preserving peer-review invariance for human…”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.18784	The Insurability Frontier of AI Risk: Mapping Threats to Affirmative Coverage, Silent Exposures, and Exclusions		pre_denominator_closure	SF-2026-ARXIV-2605-18784	问题/机制：The Insurability Frontier of AI Risk: Mapping Threats to Affirmative Coverage, Silent Exposures, and Exclusions；方法为“Third, foundation model concentration is the clearest genuinely novel insurability frontier because upstream model failure can correlate losses across many cedents at once; the relevant market design question is which insurability constraint…”；结果线索为“摘要未给出跨 workload 结果”。排除边界：改进停留在该 agent/RAG 任务，未改变 durable state、effect ownership、admission/rollback 或跨运行评价契约。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04893	Self-Attention as Transport: Limits of Symmetric Spectral Diagnostics		pre_denominator_closure	SF-2026-ARXIV-2605-04893	问题/机制：Self-Attention as Transport: Limits of Symmetric Spectral Diagnostics；方法为“Every attention head defines a degree-normalized transport operator, and a growing family of diagnostics reads model behavior (hallucination among them) from its spectrum.”；结果线索为“The two-axis diagnostic ($ϕ$ for capacity, $G$ for asymmetry magnitude) yields a falsifiable polarity prediction, borne out \emph{in sign} under length-controlled, forced-scoring evaluation across decoder-only, encoder-only, and encoder--decoder models (capacity-axis signal 0.62--0.84…”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04894	SynConfRoute: Syntax-Aware Routing for Efficient Code Completion with Small CodeLLMs		pre_denominator_closure	SF-2026-ARXIV-2605-04894	问题/机制：SynConfRoute: Syntax-Aware Routing for Efficient Code Completion with Small CodeLLMs；方法为“In this study, we evaluate 29 code specialized LLMs (0.5B-480B) from 12 families on execution-based fill-in-the-middle (FIM) code completion benchmarks across Python, Java, and C++, and find that model family and code…”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04895	Regime-Conditioned Evaluation in Multi-Context Bayesian Optimization		pre_denominator_closure	SF-2026-ARXIV-2605-04895	问题/机制：Regime-Conditioned Evaluation in Multi-Context Bayesian Optimization；方法为“Published transfer-BO comparisons often estimate an average treatment effect of acquisition choice over hidden regime variables, while practitioners need the conditional effect for their specific prior quality, budget ratio, and metric.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04897	Storage Is Not Memory: A Retrieval-Centered Architecture for Agent Recall		retained	SF-STORAGE-IS-NOT-MEMORY-A-RETRIEVAL-CENTERED-ARCHITECTURE-FOR-AGENT-RECALL	durable storage is not usable memory without retrieval, admission and update ownership	AGENT-MEMORY	deep_complete	verified	No Change — Existing Coverage
2605.04899	A geometric relation of the error introduced by sampling a language model's output distribution to its internal state		pre_denominator_closure	SF-2026-ARXIV-2605-04899	问题/机制：A geometric relation of the error introduced by sampling a language model's output distribution to its internal state；方法为“Viewing this sensitivity as a geometric property, we derive an $\mathfrak{so}(n)$-valued 1-form that depends only on the geometry of the token embeddings.”；结果线索为“Despite this purely geometric origin, we show that its curvature is semantically meaningful: On chess reasoning tasks, the curvature couples to the world model of an off-the-shelf instruction-tuned model, with transformations clustering…”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04901	On the (In-)Security of the Shuffling Defense in the Transformer Secure Inference		pre_denominator_closure	SF-2026-ARXIV-2605-04901	问题/机制：On the (In-)Security of the Shuffling Defense in the Transformer Secure Inference；方法为“We propose an attack that aligns differently shuffled activations to a common permutation and subsequently exploits them to extract model weights.”；结果线索为“In this work, we show that the shuffling defense is not as robust as previously claimed.”。排除边界：贡献停留在论文自身问题与实验对象，没有形成可迁移的 AI System owner、长期 contract 或 Books 反例。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04902	AegisTS: A Hierarchical Agentic AI System with Reinforcement Learning for Multivariate Time Series Data Cleaning		pre_denominator_closure	SF-2026-ARXIV-2605-04902	问题/机制：AegisTS: A Hierarchical Agentic AI System with Reinforcement Learning for Multivariate Time Series Data Cleaning；方法为“In this paper, we introduce AegisTS, an agent system with reinforcement learning designed to clean multiple data quality issues in MTS.”；结果线索为“Our experimental results show that AegisTS consistently outperforms existing methods, achieving up to 96% improvement in data cleaning quality and 27% improvement in downstream performance.”。排除边界：改进停留在该 agent/RAG 任务，未改变 durable state、effect ownership、admission/rollback 或跨运行评价契约。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.23948	comokit4py : a python package to ease COMOKIT agent based model simulation integration into a high performance computing workflow		pre_denominator_closure	SF-2026-ARXIV-2605-23948	问题/机制：comokit4py : a python package to ease COMOKIT agent based model simulation integration into a high performance computing workflow；方法为“Recently, a research emphasis has been put on ABM to study in silico the impact of non-pharmaceutical interventions to mitigate the SARS-CoV-2 outbreak of 2020, with few of them that had a…”；结果线索为“In this proposal we present a python package that enables to easily generate, explore and build reports for any COMOKIT experiment to be launched over High-Performance Computing (HPC) infrastructure.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04903	Delta-Based Neural Architecture Search: LLM Fine-Tuning via Code Diffs		pre_denominator_closure	SF-2026-ARXIV-2605-04903	问题/机制：Delta-Based Neural Architecture Search: LLM Fine-Tuning via Code Diffs；方法为“We propose Delta-Code Generation, where fine-tuned LLMs generate compact unified diffs (deltas) to refine baseline architectures rather than synthesizing entire models.”；结果线索为“Large language models (LLMs) show strong potential for neural architecture generation, yet existing approaches produce complete model implementations from scratch -- computationally expensive and yielding verbose code.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04904	Exploring Clustering Capability of Inpainting Model Embeddings for Pattern-based Individual Identification		pre_denominator_closure	SF-2026-ARXIV-2605-04904	问题/机制：Exploring Clustering Capability of Inpainting Model Embeddings for Pattern-based Individual Identification；方法为“We propose a comparative analysis among four models as an encoder backbone for the individual identification task.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：证据是综述、立场或个案，没有提供可执行且可迁移的系统控制机制。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04905	Cross-Model Consistency of Feature Importance in Electrospinning: Separating Robust from Model-Dependent Features		pre_denominator_closure	SF-2026-ARXIV-2605-04905	问题/机制：Cross-Model Consistency of Feature Importance in Electrospinning: Separating Robust from Model-Dependent Features；方法为“In this study, the consistency of feature importance across multiple ML model families was systematically evaluated using a curated dataset of 96 polyvinyl alcohol (PVA) electrospinning experiments.”；结果线索为“The results demonstrate that predictive performance and interpretive reliability are fundamentally distinct properties.”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04906	Strat-Reasoner: Reinforcing Strategic Reasoning of LLMs in Multi-Agent Games		pre_denominator_closure	SF-2026-ARXIV-2605-04906	问题/机制：Strat-Reasoner: Reinforcing Strategic Reasoning of LLMs in Multi-Agent Games；方法为“In this work, we propose Strat-Reasoner, a novel RL-based framework that improves LLMs' strategic reasoning ability in multi-agent games.”；结果线索为“In multi-agent games, the non-stationarity of other agents brings significant challenges on the evaluation of the reasoning process and the credit assignment over multiple reasoning steps.”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04908	Curated AI beats frontier LLMs at pharma asset discovery		pre_denominator_closure	SF-2026-ARXIV-2605-04908	问题/机制：Curated AI beats frontier LLMs at pharma asset discovery；方法为“General-purpose LLMs with web search are increasingly used to scout the competitive landscape of pharmaceutical pipelines.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04911	Breaking the Quality-Privacy Tradeoff in Tabular Data Generation via In-Context Learning		pre_denominator_closure	SF-2026-ARXIV-2605-04911	问题/机制：Breaking the Quality-Privacy Tradeoff in Tabular Data Generation via In-Context Learning；方法为“To address this, we propose DiffICL, which formulates tabular data generation as an in-context learning problem.”；结果线索为“However, we find that existing tabular generative models exhibit a clear tradeoff in the small-data regime: improving data quality typically comes at the cost of increased memorization of training samples, thereby weakening…”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.08220	Spatial Priming Outperforms Semantic Prompting: A Grid-Based Approach to Improving LLM Accuracy on Chart Data Extraction		pre_denominator_closure	SF-2026-ARXIV-2605-08220	问题/机制：Spatial Priming Outperforms Semantic Prompting: A Grid-Based Approach to Improving LLM Accuracy on Chart Data Extraction；方法为“In contrast, we present a simple but highly effective spatial priming method: overlaying a coordinate grid onto the chart image before analysis.”；结果线索为“While multimodal Large Language Models (LLMs) show promise, their accuracy on non-standardized charts remains a challenge.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04913	Rethinking Local Learning: A Cheaper and Faster Recipe for LLM Post-Training		retained	SF-RETHINKING-LOCAL-LEARNING-A-CHEAPER-AND-FASTER-RECIPE-FOR-LLM-POST-TRAIN	local post-training shifts update ownership from end-to-end backpropagation to cheaper layer-local objectives with new consistency costs	TRAIN-RLHF	deep_complete	verified	Integrate
2605.04916	A Foundation Model for Zero-Shot Logical Rule Induction		pre_denominator_closure	SF-2026-ARXIV-2605-04916	问题/机制：A Foundation Model for Zero-Shot Logical Rule Induction；方法为“We introduce Neural Rule Inducer (NRI), a pretrained model for zero-shot rule induction.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04917	Koopman Identification of Nonlinear Systems via Reservoir Liftings		pre_denominator_closure	SF-2026-ARXIV-2605-04917	问题/机制：Koopman Identification of Nonlinear Systems via Reservoir Liftings；方法为“Learning tractable linear representations of nonlinear dynamical systems via Koopman operator theory is often hindered by dictionary selection, temporal memory encoding, and numerical ill-conditioning.”；结果线索为“We show that the Echo State Property (ESP) guarantees well-posedness and favorable numerical conditioning of the lifted Koopman approximation.”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04918	Neural Discovery of Strichartz Extremizers		pre_denominator_closure	SF-2026-ARXIV-2605-04918	问题/机制：Neural Discovery of Strichartz Extremizers；方法为“We propose a simple neural-network-based pipeline that searches for extremizers as critical points of the Strichartz ratio, and apply it in three settings.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：改进停留在该 agent/RAG 任务，未改变 durable state、effect ownership、admission/rollback 或跨运行评价契约。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04920	Reinforcement Learning for Compositional Generalization with Outcome-Level Optimization		pre_denominator_closure	SF-2026-ARXIV-2605-04920	问题/机制：Reinforcement Learning for Compositional Generalization with Outcome-Level Optimization；方法为“In this work, we investigate whether compositional generalization can instead be improved through outcome-level reinforcement learning.”；结果线索为“Experiments on multiple compositional benchmarks show that reinforcement learning improves compositional generalization compared to supervised fine-tuning.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04922	Evolving Idea Graphs with Learnable Edits-and-Commits for Multi-Agent Scientific Ideation		pre_denominator_closure	SF-2026-ARXIV-2605-04922	问题/机制：Evolving Idea Graphs with Learnable Edits-and-Commits for Multi-Agent Scientific Ideation；方法为“To this end, we introduce \textbf{Evolving Idea Graphs} (EIG), a graph-based multi-agent scientific ideation framework that can generate high-performance research ideas across various benchmark-native metrics, such as novelty, feasibility, and clarity.”；结果线索为“Ablations further show that explicit graph state provides the main performance gains, and learned edit-and-commit control adds consistent improvements.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04926	Unintended Negative Impacts of Promotional Language in Patent Evaluation		pre_denominator_closure	SF-2026-ARXIV-2605-04926	问题/机制：Unintended Negative Impacts of Promotional Language in Patent Evaluation；方法为“Here, we use a validated and domain-diagnosed lexicon of 135 promotional words to study the association between promotional language and patent evaluation outcomes among 2.7 million USPTO patent applications.”；结果线索为“First, in contrast to scientific evaluation, we find that a higher frequency of promotional words is negatively associated with the probability of an application being (i) granted a patent, (ii) transferred ownership,…”。排除边界：贡献停留在论文自身问题与实验对象，没有形成可迁移的 AI System owner、长期 contract 或 Books 反例。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04930	When Does Gene Regulatory Network Inference Break? A Controlled Diagnostic Study of Causal and Correlational Methods on Single-Cell Data		pre_denominator_closure	SF-2026-ARXIV-2605-04930	问题/机制：When Does Gene Regulatory Network Inference Break? A Controlled Diagnostic Study of Causal and Correlational Methods on Single-Cell Data；方法为“We argue that existing benchmarks are insufficiently controlled to answer this question because they evaluate on real or semi-real data where multiple pathologies co-occur, confounding failure modes, and obscuring the specific conditions…”；结果线索为“Despite theoretical advantages, causal methods for Gene Regulatory Network (GRN) inference from single-cell RNA-seq data consistently fail to match or outperform correlation-based baselines in many realistic benchmarks, a persistent puzzle which casts…”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04932	Jacobian-Velocity Bounds for Deployment Risk Under Covariate Drift		retained	SF-JACOBIAN-VELOCITY-BOUNDS-FOR-DEPLOYMENT-RISK-UNDER-COVARIATE-DRIFT	deployment risk under covariate drift needs a Jacobian-sensitive bound rather than IID benchmark extrapolation	PLATFORM-EVALUATION-SYSTEM	deep_complete	verified	Integrate
2605.04933	Interaction Tree Semantics for RISC-V: Bridging Compiler and Hardware Verification		pre_denominator_closure	SF-2026-ARXIV-2605-04933	问题/机制：Interaction Tree Semantics for RISC-V: Bridging Compiler and Hardware Verification；方法为“The Instruction Set Architecture (ISA) is the contract between compilers and processors; proving this contract formally demands cross-level connection to existing mechanized compilers and hardware implementations.”；结果线索为“Three case studies demonstrate the effectiveness of our semantics for cross-level verification: first, we prove semantic equivalence via bisimulation between LLVM IR and RISC-V code on an array access pattern via Vellvm…”。排除边界：改进停留在该 agent/RAG 任务，未改变 durable state、effect ownership、admission/rollback 或跨运行评价契约。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.08221	NoisyCoconut: Counterfactual Consensus via Latent Space Reasoning		pre_denominator_closure	SF-2026-ARXIV-2605-08221	问题/机制：NoisyCoconut: Counterfactual Consensus via Latent Space Reasoning；方法为“This paper presents NoisyCoconut, a novel inference-time method that enhances large language model (LLM) reliability by manipulating internal representations.”；结果线索为“We demonstrate that this approach achieves effective coverage-accuracy tradeoffs across multiple reasoning benchmarks without requiring access to training data or modification of model parameters.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.06157	HNC: Leveraging Hard Negative Captions towards Models with Fine-Grained Visual-Linguistic Comprehension Capabilities		pre_denominator_closure	SF-2026-ARXIV-2605-06157	问题/机制：HNC: Leveraging Hard Negative Captions towards Models with Fine-Grained Visual-Linguistic Comprehension Capabilities；方法为“To address this issue we propose Hard Negative Captions (HNC): an automatically created dataset containing foiled hard negative captions for ITM training towards achieving fine-grained cross-modal comprehension in VL.”；结果线索为“However, due to the weak association between the web-collected image-text pairs, models fail to show a fine-grained understanding of the combined semantics of these modalities.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04939	Modular Reinforcement Learning For Cooperative Swarms		pre_denominator_closure	SF-2026-ARXIV-2605-04939	问题/机制：Modular Reinforcement Learning For Cooperative Swarms；方法为“A cooperative robot swarm is a collective of computationally-limited robots that share a common goal.”；结果线索为“We demonstrate the efficacy of the approach in numerous experiments with simulated robot swarms carrying out foraging.”。排除边界：改进停留在该 agent/RAG 任务，未改变 durable state、effect ownership、admission/rollback 或跨运行评价契约。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04941	UFAL-CUNI at SemEval-2026 Task 11: An Efficient Modular Neuro-symbolic Method for Syllogistic Reasoning		pre_denominator_closure	SF-2026-ARXIV-2605-04941	问题/机制：UFAL-CUNI at SemEval-2026 Task 11: An Efficient Modular Neuro-symbolic Method for Syllogistic Reasoning；方法为“We present an efficient modular neuro-symbolic approach, combining a symbolic prover with small reasoning LLMs (4B parameters).”；结果线索为“Our ablations show that this approach outperforms LLM-based zero-shot baselines in this parameter size range, but also reveal limited multilingual capabilities of small LLMs.”。排除边界：改进停留在该 agent/RAG 任务，未改变 durable state、effect ownership、admission/rollback 或跨运行评价契约。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04943	DART: A Vision-Language Foundation Model for Comprehensive Rope Condition Monitoring		pre_denominator_closure	SF-2026-ARXIV-2605-04943	问题/机制：DART: A Vision-Language Foundation Model for Comprehensive Rope Condition Monitoring；方法为“We present DART (Damage Assessment via Rope Transformer), a vision-language foundation model that addresses the full rope inspection workflow through a unified multi-task architecture.”；结果线索为“These results demonstrate that DART functions as a general-purpose CM backbone that goes well beyond classification, providing actionable inspection intelligence from a single shared representation.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04946	Training-Time Batch Normalization Reshapes Local Partition Geometry in Piecewise-Affine Networks		pre_denominator_closure	SF-2026-ARXIV-2605-04946	问题/机制：Training-Time Batch Normalization Reshapes Local Partition Geometry in Piecewise-Affine Networks；方法为“We study training-time BN in continuous piecewise-affine (CPA) networks through the geometry of switching hyperplanes and the induced affine-region partition.”；结果线索为“Conditioned on a mini-batch, we show that BN defines for each neuron a reference hyperplane through the batch centroid, and that breakpoint-switching hyperplanes are parallel translates whose offsets are expressed in batch-standardized…”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04947	Conflict Essences for Transformation Rules with Nested Application Conditions -- Long Version		pre_denominator_closure	SF-2026-ARXIV-2605-04947	问题/机制：Conflict Essences for Transformation Rules with Nested Application Conditions -- Long Version；方法为“We introduce (symbolic) conflict essences that are constructed from disabling essences and which capture the interaction between two rules.”；结果线索为“We show that a transformation pair is parallel dependent if and only if a symbolic conflict essence can be embedded into it and relate symbolic conflict essences to initial conflicts for transformation…”。排除边界：改进停留在该 agent/RAG 任务，未改变 durable state、effect ownership、admission/rollback 或跨运行评价契约。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04948	Adapting Large Language Models to a Low-Resource Agglutinative Language: A Comparative Study of LoRA and QLoRA for Bashkir		pre_denominator_closure	SF-2026-ARXIV-2605-04948	问题/机制：Adapting Large Language Models to a Low-Resource Agglutinative Language: A Comparative Study of LoRA and QLoRA for Bashkir；方法为“This paper presents a comparative study of parameter-efficient fine-tuning (PEFT) methods, including LoRA and QLoRA, applied to the task of adapting large language models to the Bashkir language, a low-resource agglutinative language…”；结果线索为“Experimental evaluation is conducted on a Bashkir text corpus of 71k documents (46.9M tokens) using models of various architectures: DistilGPT2, GPT-2 (base, medium), Phi-2, Qwen2.5-7B, DeepSeek-7B, and Mistral-7B.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04949	AllSERP: Exhaustive Per-Element Enrichment of the Versatile AdSERP Dataset		pre_denominator_closure	SF-2026-ARXIV-2605-04949	问题/机制：AllSERP: Exhaustive Per-Element Enrichment of the Versatile AdSERP Dataset；方法为“We release AllSERP, a typed AOI and per-element behavioral enrichment of the AdSERP commercial-intent SERP corpus [4].”；结果线索为“AllSERP adds pixel-accurate organic and widget bboxes via screenshot-anchored CV, semantic types across thirteen element types via an HTML parser, an inter-result gap-fill flavor (typed_gapfill), and X+Y click attribution that reaches 91.7…”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04952	Adaptive Inverted-Index Routing for Granular Mixtures-of-Experts		pre_denominator_closure	SF-2026-ARXIV-2605-04952	问题/机制：Adaptive Inverted-Index Routing for Granular Mixtures-of-Experts；方法为“We introduce adaptive inverted-index routing for MoE (AIR-MoE), an inverted-index-inspired routing architecture based on vector quantization (VQ).”；结果线索为“Empirically, we demonstrate that AIR-MoE achieves improved performance compared to existing routing approaches in granular MoE settings.”。排除边界：只证明局部算法/实现增量，未改变跨层执行计划、状态 ownership、SLO/evaluation contract 或共存边界。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04954	On the Influence of the Feature Computation Budget on Per-Instance Algorithm Selection for Black-Box Optimization		pre_denominator_closure	SF-2026-ARXIV-2605-04954	问题/机制：On the Influence of the Feature Computation Budget on Per-Instance Algorithm Selection for Black-Box Optimization；方法为“To this end, we perform a broad study where PIAS with varying sampling budgets for feature computation is compared to the single best algorithm on a broad range of algorithm selection scenarios.”；结果线索为“We find that PIAS is viable for the majority of tested scenarios, even when as much as a quarter of the total budget is spent on feature computation.”。排除边界：改进停留在该 agent/RAG 任务，未改变 durable state、effect ownership、admission/rollback 或跨运行评价契约。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04955	Order-based Rehearsal Learning		pre_denominator_closure	SF-2026-ARXIV-2605-04955	问题/机制：Order-based Rehearsal Learning；方法为“In this work, we demonstrate that the order structure can be sufficient for AUF decision-making, and propose the first order-based rehearsal learning method.”；结果线索为“Experiments show that our order learning method outperforms existing methods, and that our AUF approach not only surpasses methods relying on learned graphs or learned orders, but also matches or even exceeds…”。排除边界：贡献停留在论文自身问题与实验对象，没有形成可迁移的 AI System owner、长期 contract 或 Books 反例。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04956	KernelBenchX: A Comprehensive Benchmark for Evaluating LLM-Generated GPU Kernels		retained	SF-KERNELBENCHX-A-COMPREHENSIVE-BENCHMARK-FOR-EVALUATING-LLM-GENERATED-GPU-	generated GPU kernels need fixed-contract correctness and performance evaluation across architectures	INFER-TENSORRT-LLM	deep_complete	verified	No Change — Existing Coverage
2605.04957	Delving into Non-Exchangeability for Conformal Prediction in Graph-Structured Multivariate Time Series		pre_denominator_closure	SF-2026-ARXIV-2605-04957	问题/机制：Delving into Non-Exchangeability for Conformal Prediction in Graph-Structured Multivariate Time Series；方法为“Therefore, we propose a novel concept named Spectral Graph Conditional Exchangeability (SGCE), which conditions exchangeable high-frequency components on low-frequency ones to preserve global trends and enable effective CP in the spectral domain.”；结果线索为“Experimental results on real-world traffic datasets show that SCALE not only achieves valid coverage but also consistently improves the coverage-efficiency trade-off over the state-of-the-art CP methods.”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04960	EP-GRPO: Entropy-Progress Aligned Group Relative Policy Optimization with Implicit Process Guidance		retained	SF-EP-GRPO-ENTROPY-PROGRESS-ALIGNED-GROUP-RELATIVE-POLICY-OPTIMIZATION-WITH	GRPO updates can align entropy with verified progress instead of treating entropy as an undirected exploration proxy	TRAIN-GRPO	deep_complete	verified	Integrate
2605.04962	TabEmbed: Benchmarking and Learning Generalist Embeddings for Tabular Understanding		pre_denominator_closure	SF-2026-ARXIV-2605-04962	问题/机制：TabEmbed: Benchmarking and Learning Generalist Embeddings for Tabular Understanding；方法为“To bridge this gap, we first introduce the Tabular Embedding Benchmark (TabBench), a comprehensive suite designed to evaluate the tabular understanding capability of embedding models.”；结果线索为“Experimental results on TabBench demonstrate that TabEmbed significantly outperforms state-of-the-art text embedding models, establishing a new baseline for universal tabular representation learning.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.05274	Sealing the Audit-Runtime Gap for LLM Skills		retained	SF-SEALING-THE-AUDIT-RUNTIME-GAP-FOR-LLM-SKILLS	LLM skills require a sealed audit-to-runtime identity so the reviewed artifact is the artifact actually executed	AGENT-PLATFORM	deep_complete	verified	Integrate
2605.04965	Reliable Modeling of Distribution Shifts via Displacement-Reshaped Optimal Transport		pre_denominator_closure	SF-2026-ARXIV-2605-04965	问题/机制：Reliable Modeling of Distribution Shifts via Displacement-Reshaped Optimal Transport；方法为“We propose Displacement-Reshaped Optimal Transport (ReshapeOT), a method that reshapes the ground metric by integrating observed sample displacements as an additional source of knowledge.”；结果线索为“Experiments on synthetic and real-world data show that ReshapeOT achieves substantial gains in transport reliability.”。排除边界：只证明局部算法/实现增量，未改变跨层执行计划、状态 ownership、SLO/evaluation contract 或共存边界。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04970	Skill Neologisms: Towards Skill-based Continual Learning		pre_denominator_closure	SF-2026-ARXIV-2605-04970	问题/机制：Skill Neologisms: Towards Skill-based Continual Learning；方法为“Modern LLMs show mastery over an ever-growing range of skills, as well as the ability to compose them flexibly.”；结果线索为“We then show on a controlled synthetic task that skill neologisms can be learned to improve model capabilities on specific skills while being composable with out-of-distribution skills, and that independently trained skill…”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
