source_family_id	arxiv_id	route	title	abstract_basis	decision	decision_kind	stable_node_id	family_specific_reason
SF-2026-ARXIV-2606-27124	2606.27124	not_routed_by_keyword_contract	On the Reproducibility of Quantum Software Defect Datasets: A Case Study of Bugs4Q	The reproducibility of software defect datasets is essential for obtaining reliable and comparable research results.	pre_denominator_closure	local_artifact_without_general_contract	—	`On the Reproducibility of Quantum Software Defect Datasets: A Case Study of Bugs4Q`：The reproducibility of software defect datasets is essential for obtaining reliable and comparable research results. 局部数据集或 benchmark 没有改变通用 evaluator identity、release Gate 或 failure handoff。
SF-2026-ARXIV-2606-27126	2606.27126	core_daily_semantic_review_required	Kolmogorov Arnold networks (KAN) for aerodynamic prediction: a comparison with MLPs and GNNs	Kolmogorov Arnold networks (KAN) have recently been introduced as a (deep) neural network architecture whose trainable parameters adapt the activation functions, instead of the coefficients of the affine transformations at the core of traditional architectures such as deep multilayer perceptrons (MLPs).	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`Kolmogorov Arnold networks (KAN) for aerodynamic prediction: a comparison with MLPs and GNNs`：Kolmogorov Arnold networks (KAN) have recently been introduced as a (deep) neural network architecture whose trainable parameters adapt the activation functions, instead of the coefficients of the affine transformations at the core of traditional architectures such as deep multilayer perceptrons (MLPs). 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-27128	2606.27128	not_routed_by_keyword_contract	FlameVQA: A Physically-Grounded UAV Wildfire VQA Benchmark with Radiometric Thermal Supervision	Wildfire monitoring from UAVs requires reliable reasoning over complex aerial scenes, where smoke, scale variation, and occlusions often limit RGB-only interpretation.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`FlameVQA: A Physically-Grounded UAV Wildfire VQA Benchmark with Radiometric Thermal Supervision`：Wildfire monitoring from UAVs requires reliable reasoning over complex aerial scenes, where smoke, scale variation, and occlusions often limit RGB-only interpretation. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-27136	2606.27136	core_daily_semantic_review_required	Joint Learning of Experiential Rules and Policies for Large Language Model Agents	For LLM agents in multi-step interactive environments, a key challenge is to make effective use of accumulated interaction experience.	retained_after_full_semantic_audit	durable_ai_system_candidate	AGENT-MEMORY	`Joint Learning of Experiential Rules and Policies for Large Language Model Agents` 改变 `AGENT-MEMORY` 的长期 state/data/control 或 evaluation/security contract：Joint Learning of Experiential Rules and Policies for Large Language Model Agents 的 exact-v1 机制为：We present Joint Learning of Experiential Rules and Policies for LLM Agents (JERP), which updates a long-term experiential-rule pool and the policy from the same interaction trajectories. 因此 把事件时间、来源、有效条件、版本、检索决策与写入 authority 分开。
SF-2026-ARXIV-2606-27138	2606.27138	not_routed_by_keyword_contract	Welterweight Go: Boxing, Structural Subtyping, and Generics (Extended Version)	Go's unique combination of structural subtyping between generics and types with non-uniform runtime representations presents significant challenges for formalising the language.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Welterweight Go: Boxing, Structural Subtyping, and Generics (Extended Version)`：Go's unique combination of structural subtyping between generics and types with non-uniform runtime representations presents significant challenges for formalising the language. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-27139	2606.27139	not_routed_by_keyword_contract	The Observer World: A Cryptographic Extension of Impagliazzo's Five Worlds	Impagliazzo's five worlds classify computational assumptions along a single axis, the existence of cryptographic primitives.	pre_denominator_closure	outside_durable_ai_system_scope	—	`The Observer World: A Cryptographic Extension of Impagliazzo's Five Worlds`：Impagliazzo's five worlds classify computational assumptions along a single axis, the existence of cryptographic primitives. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-27140	2606.27140	core_daily_semantic_review_required	fTNN: a tensor neural network for fractional PDEs	We develop the fTNN, a deterministic tensor neural network subspace method for problems involving the fractional Laplacian on bounded domains, taking the fractional Poisson equation and time-dependent fractional advection-diffusion equation as typical representatives.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`fTNN: a tensor neural network for fractional PDEs`：We develop the fTNN, a deterministic tensor neural network subspace method for problems involving the fractional Laplacian on bounded domains, taking the fractional Poisson equation and time-dependent fractional advection-diffusion equation as typical representatives. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-27144	2606.27144	keyword_daily_semantic_review_required	PAMAE: Phase-Aware-MoE Action Experts Towards Reliable Flow-Matching Vision-Language-Action Policies	Reliable action generation for multi-stage robotic manipulation remains challenging for Vision-Language-Action (VLA) models.	pre_denominator_closure	task_model_method_without_durable_owner	—	`PAMAE: Phase-Aware-MoE Action Experts Towards Reliable Flow-Matching Vision-Language-Action Policies`：Reliable action generation for multi-stage robotic manipulation remains challenging for Vision-Language-Action (VLA) models. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-27146	2606.27146	keyword_daily_semantic_review_required	PhysReflect-VLA: Physical Feasibility and Self-Reflective Regulation for Reliable Vision-Language-Action Policies	Long-horizon robotic manipulation is highly sensitive to physically infeasible transitions, contact-induced disturbances, and the lack of effective self-correction during execution.	retained_after_full_semantic_audit	durable_ai_system_candidate	MULTIMODAL-EMBODIED-VLA	`PhysReflect-VLA: Physical Feasibility and Self-Reflective Regulation for Reliable Vision-Language-Action Policies` 改变 `MULTIMODAL-EMBODIED-VLA` 的长期 state/data/control 或 evaluation/security contract：PhysReflect-VLA: Physical Feasibility and Self-Reflective Regulation for Reliable Vision-Language-Action Policies 的 exact-v1 机制为：We present PhysReflect-VLA, a plug-and-play execution-time reliability framework that augments VLA policies with physical feasibility evaluation and structured self-reflection in a closed-loop control pipeline. 因此 把 observation、temporal state、action head、safety gate 与真实动作回执绑定。
SF-2026-ARXIV-2606-27147	2606.27147	core_daily_semantic_review_required	Safe Autoregressive Image Generation with Iterative Self-Improving Codebooks	Unlike diffusion-based models that operate in continuous latent spaces, autoregressive unified multimodal models produce images by sequentially predicting discretized visual tokens.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Safe Autoregressive Image Generation with Iterative Self-Improving Codebooks`：Unlike diffusion-based models that operate in continuous latent spaces, autoregressive unified multimodal models produce images by sequentially predicting discretized visual tokens. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-27153	2606.27153	core_daily_semantic_review_required	DMuon: Efficient Distributed Muon Training with Near-Adam Overhead	Matrix-orthogonalization-based optimizers, exemplified by Muon, have demonstrated strong convergence behavior across a wide range of modern deep learning workloads.	retained_after_full_semantic_audit	durable_ai_system_candidate	TRAIN-DISTRIBUTED-TRAINING	`DMuon: Efficient Distributed Muon Training with Near-Adam Overhead` 改变 `TRAIN-DISTRIBUTED-TRAINING` 的长期 state/data/control 或 evaluation/security contract：DMuon: Efficient Distributed Muon Training with Near-Adam Overhead 的 exact-v1 机制为：To close this gap, we present DMuon, an open-source distributed Muon implementation that integrates into existing training pipelines as a drop-in module, with no framework-level modifications. 因此 把同步拓扑、worker identity、通信阻塞与收敛/分歧界面共同版本化。
SF-2026-ARXIV-2606-27154	2606.27154	core_daily_semantic_review_required	OpenRCA 2.0: From Outcome Labels to Causal Process Supervision	Root cause analysis (RCA) poses a holistic test of LLM agentic capabilities, such as long-context understanding, multi-step reasoning, and tool use.	retained_after_full_semantic_audit	durable_ai_system_candidate	PLATFORM-TRACE	`OpenRCA 2.0: From Outcome Labels to Causal Process Supervision` 改变 `PLATFORM-TRACE` 的长期 state/data/control 或 evaluation/security contract：OpenRCA 2.0: From Outcome Labels to Causal Process Supervision 的 exact-v1 机制为：To support rigorous evaluation, we introduce PAVE, a step-wise labeling protocol that leverages known interventions from fault injection to reconstruct causal propagation paths. 因此 把事件 identity、因果链、verification evidence 与诊断结论分离。
SF-2026-ARXIV-2606-27161	2606.27161	core_daily_semantic_review_required	TOPS: First-Principles Visual Token Pruning via Constructing Token Optimal Preservation Sets for Efficient MLLM Inference	Multimodal large language models (MLLMs) have achieved strong multimodal reasoning capabilities, but their efficiency is limited by the large number of visual tokens, which introduces substantial computational overhead.	pre_denominator_closure	survey_or_position_without_new_mechanism	—	`TOPS: First-Principles Visual Token Pruning via Constructing Token Optimal Preservation Sets for Efficient MLLM Inference`：Multimodal large language models (MLLMs) have achieved strong multimodal reasoning capabilities, but their efficiency is limited by the large number of visual tokens, which introduces substantial computational overhead. 综述、立场或开放问题没有可独立验收的机制、failure authority 或 Books 纠错证据。
SF-2026-ARXIV-2606-27163	2606.27163	core_daily_semantic_review_required	Learning to Fold: prizewinning solution at LeHome Challenge 2026 (1st place online, 2nd offline)	I describe my solution to the LeHome Challenge 2026, an ICRA 2026 competition on bimanual garment folding.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`Learning to Fold: prizewinning solution at LeHome Challenge 2026 (1st place online, 2nd offline)`：I describe my solution to the LeHome Challenge 2026, an ICRA 2026 competition on bimanual garment folding. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-27171	2606.27171	core_daily_semantic_review_required	Stochastic Gradient Optimization with Model-Assisted Sampling	This work addresses the problem of variance in stochastic gradient estimation for machine learning optimization.	pre_denominator_closure	survey_or_position_without_new_mechanism	—	`Stochastic Gradient Optimization with Model-Assisted Sampling`：This work addresses the problem of variance in stochastic gradient estimation for machine learning optimization. 综述、立场或开放问题没有可独立验收的机制、failure authority 或 Books 纠错证据。
SF-2026-ARXIV-2606-27174	2606.27174	core_daily_semantic_review_required	RecallRisk-BERT: A Multi-Task Framework for Post-Report Medical Device Recall Triage	Medical device recalls are a critical regulatory mechanism for protecting patient safety.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`RecallRisk-BERT: A Multi-Task Framework for Post-Report Medical Device Recall Triage`：Medical device recalls are a critical regulatory mechanism for protecting patient safety. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-27180	2606.27180	core_daily_semantic_review_required	Automating Potential-based Reward Shaping with Vision Language Model Guidance	Sparse rewards are inherently challenging for reinforcement learning agents as they lack intermediate feedback to guide exploration and to correctly attribute the sparse success rewards to relevant parts of the trajectory.	pre_denominator_closure	paper_specific_method_already_subsumed	—	`Automating Potential-based Reward Shaping with Vision Language Model Guidance`：Sparse rewards are inherently challenging for reinforcement learning agents as they lack intermediate feedback to guide exploration and to correctly attribute the sparse success rewards to relevant parts of the trajectory. 论文级方法没有独立的 state/control owner 或新的 evidence/release authority。
SF-2026-ARXIV-2606-27187	2606.27187	core_daily_semantic_review_required	HarmVideoBench: Benchmarking Harmful Video Understanding in Large Multimodal Models	Large vision-language models (LVLMs) have recently shown immense potential in automated content moderation, sparking growing interest in developing harmful-video benchmarks.	pre_denominator_closure	task_model_method_without_durable_owner	—	`HarmVideoBench: Benchmarking Harmful Video Understanding in Large Multimodal Models`：Large vision-language models (LVLMs) have recently shown immense potential in automated content moderation, sparking growing interest in developing harmful-video benchmarks. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-27188	2606.27188	core_daily_semantic_review_required	A Process Harness for Uplifting Legacy Workflows to Agentic BPM: Design and Realization in CUGA FLO	We introduce the process harness, a new mechanism for uplifting legacy workflows into Agentic Business Process Management (Agentic BPM) without replacing the underlying workflow engine.	retained_after_full_semantic_audit	durable_ai_system_candidate	AGENT-WORKFLOW	`A Process Harness for Uplifting Legacy Workflows to Agentic BPM: Design and Realization in CUGA FLO` 改变 `AGENT-WORKFLOW` 的长期 state/data/control 或 evaluation/security contract：A Process Harness for Uplifting Legacy Workflows to Agentic BPM: Design and Realization in CUGA FLO 的 exact-v1 机制为：We introduce the process harness, a new mechanism for uplifting legacy workflows into Agentic Business Process Management (Agentic BPM) without replacing the underlying workflow engine. 因此 把执行边、依赖边、checkpoint 与 compensation 作为可重放 control state。
SF-2026-ARXIV-2606-27192	2606.27192	keyword_daily_semantic_review_required	LISA: Likelihood Score Alignment for Visual-condition Controllable Generation	The prevalent dual-branch paradigm, i.e., training a side network to encode visual conditions and fusing its intermediate-layer features to a frozen pretrained main network, has shown remarkable success in visual-condition controllable generation.	pre_denominator_closure	survey_or_position_without_new_mechanism	—	`LISA: Likelihood Score Alignment for Visual-condition Controllable Generation`：The prevalent dual-branch paradigm, i.e., training a side network to encode visual conditions and fusing its intermediate-layer features to a frozen pretrained main network, has shown remarkable success in visual-condition controllable generation. 综述、立场或开放问题没有可独立验收的机制、failure authority 或 Books 纠错证据。
SF-2026-ARXIV-2606-27199	2606.27199	core_daily_semantic_review_required	Forecasting With LLMs: Improved Generalization Through Feature Steering	Successful forecasting involves identifying patterns between historical and future states of the world which generalize to future observations.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Forecasting With LLMs: Improved Generalization Through Feature Steering`：Successful forecasting involves identifying patterns between historical and future states of the world which generalize to future observations. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-27201	2606.27201	core_daily_semantic_review_required	Explaining Temporal Graph Neural Networks via Feature-induced Information Flow	Event-based Temporal Graph Neural Networks (ETGNNs) have demonstrated strong performance across a wide range of applications, including social network analysis, epidemic tracing, recommender systems, and political event forecasting.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Explaining Temporal Graph Neural Networks via Feature-induced Information Flow`：Event-based Temporal Graph Neural Networks (ETGNNs) have demonstrated strong performance across a wide range of applications, including social network analysis, epidemic tracing, recommender systems, and political event forecasting. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-27202	2606.27202	core_daily_semantic_review_required	Graph Neural Networks Applications Across Domains: All Insights You Need	Graph neural networks have moved from a niche representation-learning technique to the default model class wherever data carry relational structure.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Graph Neural Networks Applications Across Domains: All Insights You Need`：Graph neural networks have moved from a niche representation-learning technique to the default model class wherever data carry relational structure. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-27205	2606.27205	keyword_daily_semantic_review_required	Smaller Models, Unexpected Costs: Trade-offs in LLM Quantization for Automated Program Repair	Large Language Models (LLMs) are powerful tools and have been increasingly adopted for complex software engineering tasks.	retained_after_full_semantic_audit	durable_ai_system_candidate	INFER-GPU-MEMORY	`Smaller Models, Unexpected Costs: Trade-offs in LLM Quantization for Automated Program Repair` 改变 `INFER-GPU-MEMORY` 的长期 state/data/control 或 evaluation/security contract：Smaller Models, Unexpected Costs: Trade-offs in LLM Quantization for Automated Program Repair 的 exact-v1 机制为：As the number of parameters increases, results can often be improved, but this also imposes substantial memory requirements. 因此 把设备频率、功耗/温度估计、QoE 和模型/backend identity 联合验收。
SF-2026-ARXIV-2606-27206	2606.27206	core_daily_semantic_review_required	Syntactic Belief Update as the Driver of Garden Path Processing Difficulty	Garden path sentences present a processing difficulty for humans -- the sentence prefix leads the listener towards one interpretation, until the listener hears a critical word that shows that the initial interpretation was wrong.	pre_denominator_closure	outside_durable_ai_system_scope	—	`Syntactic Belief Update as the Driver of Garden Path Processing Difficulty`：Garden path sentences present a processing difficulty for humans -- the sentence prefix leads the listener towards one interpretation, until the listener hears a critical word that shows that the initial interpretation was wrong. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-27210	2606.27210	core_daily_semantic_review_required	Paved with True Intents: Intent-Aware Training Improves LLM Safety Classification Across Training Regimes	We argue that safety classifiers should model user intent as an explicit signal between the prompt and the final label.	retained_after_full_semantic_audit	durable_ai_system_candidate	PLATFORM-SECURITY	`Paved with True Intents: Intent-Aware Training Improves LLM Safety Classification Across Training Regimes` 改变 `PLATFORM-SECURITY` 的长期 state/data/control 或 evaluation/security contract：Paved with True Intents: Intent-Aware Training Improves LLM Safety Classification Across Training Regimes 的 exact-v1 机制为：To study this, we introduce AIMS, a human-annotated dataset of 1,724 difficult safety prompts, each paired with an intent description and harm label. 因此 把 attacker、policy、runtime data/control flow、proof boundary 与 fail-closed handoff 显式化。
SF-2026-ARXIV-2606-27214	2606.27214	core_daily_semantic_review_required	TRUST: Item-Calibrated Interval Evidence for Temporal Session-Based Recommendation	Temporal signals have been widely used in session-based recommendation to infer user interest.	pre_denominator_closure	local_artifact_without_general_contract	—	`TRUST: Item-Calibrated Interval Evidence for Temporal Session-Based Recommendation`：Temporal signals have been widely used in session-based recommendation to infer user interest. 局部数据集或 benchmark 没有改变通用 evaluator identity、release Gate 或 failure handoff。
SF-2026-ARXIV-2606-27215	2606.27215	core_daily_semantic_review_required	Vulnerability of Natural Language Classifiers to Evolutionary Generated Adversarial Text	Deep learning models have achieved impressive performance across various fields but remain vulnerable to adversarial inputs, particularly in NLP, where such attacks can have significant real-world consequences.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`Vulnerability of Natural Language Classifiers to Evolutionary Generated Adversarial Text`：Deep learning models have achieved impressive performance across various fields but remain vulnerable to adversarial inputs, particularly in NLP, where such attacks can have significant real-world consequences. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-27216	2606.27216	core_daily_semantic_review_required	Hierarchical Muon: Tiled Newton-Schulz Updates for Efficient Muon Optimization	Muon-type optimizers construct update directions for dense neural-network weights by applying a finite Newton-Schulz map to momentum-gradient matrices.	pre_denominator_closure	paper_specific_method_already_subsumed	—	`Hierarchical Muon: Tiled Newton-Schulz Updates for Efficient Muon Optimization`：Muon-type optimizers construct update directions for dense neural-network weights by applying a finite Newton-Schulz map to momentum-gradient matrices. 论文级方法没有独立的 state/control owner 或新的 evidence/release authority。
SF-2026-ARXIV-2606-27217	2606.27217	core_daily_semantic_review_required	CHAMB-GA: A Containerized HPC Scalable Microservice-Based Framework for Genetic Algorithms	Metaheuristic-based global optimization with embedded, long-running simulations is a computationally expensive process.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`CHAMB-GA: A Containerized HPC Scalable Microservice-Based Framework for Genetic Algorithms`：Metaheuristic-based global optimization with embedded, long-running simulations is a computationally expensive process. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-27223	2606.27223	keyword_daily_semantic_review_required	SatSplatDiff: Geometry-preserving generative refinement for high-fidelity satellite Gaussian Splatting	Gaussian Splatting has been recently explored for satellite 3D reconstruction, demonstrating flexibility and efficiency in representing radiometrically diverse satellite scenes.	pre_denominator_closure	task_model_method_without_durable_owner	—	`SatSplatDiff: Geometry-preserving generative refinement for high-fidelity satellite Gaussian Splatting`：Gaussian Splatting has been recently explored for satellite 3D reconstruction, demonstrating flexibility and efficiency in representing radiometrically diverse satellite scenes. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-27226	2606.27226	core_daily_semantic_review_required	Ask, Don't Judge: Binary Questions for Interpretable LLM Evaluation and Self-Improvement	Evaluating LLM outputs remains a major bottleneck in NLP: human evaluation is expensive and slow, lexical metrics correlate poorly with human judgments on open-ended generation, and holistic LLM judges often produce opaque scores that are hard to debug.	retained_after_full_semantic_audit	durable_ai_system_candidate	PLATFORM-EVALUATION-SYSTEM	`Ask, Don't Judge: Binary Questions for Interpretable LLM Evaluation and Self-Improvement` 改变 `PLATFORM-EVALUATION-SYSTEM` 的长期 state/data/control 或 evaluation/security contract：Ask, Don't Judge: Binary Questions for Interpretable LLM Evaluation and Self-Improvement 的 exact-v1 机制为：We propose BINEVAL, a framework that decomposes evaluation criteria into atomic binary questions and aggregates the resulting verdicts into interpretable, multi-dimensional scores. 因此 把样本、metric、judge、阈值、不确定性和 release authority 分离。
SF-2026-ARXIV-2606-27228	2606.27228	core_daily_semantic_review_required	Compositionality and the lexicon in evolutionary semantics	Formal semantics has shown that sentence meanings arise by recursively composing lexical meanings, yet much of the literature on semantic universals models either lexicons with fixed signal structures or holistic composition without interpretable lexical parts.	pre_denominator_closure	outside_durable_ai_system_scope	—	`Compositionality and the lexicon in evolutionary semantics`：Formal semantics has shown that sentence meanings arise by recursively composing lexical meanings, yet much of the literature on semantic universals models either lexicons with fixed signal structures or holistic composition without interpretable lexical parts. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-27229	2606.27229	core_daily_semantic_review_required	CARVE: Content-Aware Recurrent with Value Efficiency for Chunk-Parallel Linear Attention	Recurrent delta-rule models keep a fixed-size state matrix S (d_v x d_k) that compresses all past context.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`CARVE: Content-Aware Recurrent with Value Efficiency for Chunk-Parallel Linear Attention`：Recurrent delta-rule models keep a fixed-size state matrix S (d_v x d_k) that compresses all past context. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-27233	2606.27233	core_daily_semantic_review_required	Bridging Talk and Thought: Understanding Dialogue Dynamics Across Collaborative Problem-Solving Contexts	We present a conceptual framework for analyzing dialogue in collaborative problem-solving contexts, with an emphasis on the emerging dynamics of human-AI and multi-agent collaboration.	pre_denominator_closure	local_artifact_without_general_contract	—	`Bridging Talk and Thought: Understanding Dialogue Dynamics Across Collaborative Problem-Solving Contexts`：We present a conceptual framework for analyzing dialogue in collaborative problem-solving contexts, with an emphasis on the emerging dynamics of human-AI and multi-agent collaboration. 局部数据集或 benchmark 没有改变通用 evaluator identity、release Gate 或 failure handoff。
SF-2026-ARXIV-2606-27234	2606.27234	core_daily_semantic_review_required	From Celebrities to Anyone: Characterizing AI Nudification Content, Technology, and Community Dynamics on 4chan	AI nudification uses generative models to create synthetic non-consensual sexually explicit imagery (SNEACI) of real individuals.	pre_denominator_closure	outside_durable_ai_system_scope	—	`From Celebrities to Anyone: Characterizing AI Nudification Content, Technology, and Community Dynamics on 4chan`：AI nudification uses generative models to create synthetic non-consensual sexually explicit imagery (SNEACI) of real individuals. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-27237	2606.27237	core_daily_semantic_review_required	LMs as Task-Specific Knowledge Bases: An Interpretability Analysis	Language models (LMs) capture large amounts of factual knowledge applicable to a wide range of tasks, motivating the view of their parameters as a knowledge base.	pre_denominator_closure	outside_durable_ai_system_scope	—	`LMs as Task-Specific Knowledge Bases: An Interpretability Analysis`：Language models (LMs) capture large amounts of factual knowledge applicable to a wide range of tasks, motivating the view of their parameters as a knowledge base. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-27239	2606.27239	not_routed_by_keyword_contract	HumanoidUMI: Bridging Robot-Free Demonstrations and Humanoid Whole-Body Manipulation	High-quality demonstration data are essential for humanoid robot skill learning, especially for whole-body behaviors that require coordinated perception, locomotion, and manipulation.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`HumanoidUMI: Bridging Robot-Free Demonstrations and Humanoid Whole-Body Manipulation`：High-quality demonstration data are essential for humanoid robot skill learning, especially for whole-body behaviors that require coordinated perception, locomotion, and manipulation. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-27240	2606.27240	keyword_daily_semantic_review_required	Evaluating Architectural Trade-offs in CGRAs: The Impact of Scratchpad Memory and Heterogeneity on Compute-Intensive Kernels	Modern edge computing applications, particularly high-throughput stream processing like Vision Transformers (ViTs), demand massive spatial parallelism and efficient data movement under tight power and area constraints.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Evaluating Architectural Trade-offs in CGRAs: The Impact of Scratchpad Memory and Heterogeneity on Compute-Intensive Kernels`：Modern edge computing applications, particularly high-throughput stream processing like Vision Transformers (ViTs), demand massive spatial parallelism and efficient data movement under tight power and area constraints. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-27242	2606.27242	core_daily_semantic_review_required	The Geometry of Updates: Fisher Alignment at Vocabulary Scale	Training-free source selection for LLM families with shared vocabularies arises in scientific string domains such as SMILES, protein, and genomic sequences, where candidate corpora share a tokenizer but differ in prediction targets.	retained_after_full_semantic_audit	durable_ai_system_candidate	PLATFORM-MODEL-REGISTRY	`The Geometry of Updates: Fisher Alignment at Vocabulary Scale` 改变 `PLATFORM-MODEL-REGISTRY` 的长期 state/data/control 或 evaluation/security contract：The Geometry of Updates: Fisher Alignment at Vocabulary Scale 的 exact-v1 机制为：This creates an activation-dark regime: representation-similarity metrics can be uninformative without assumptions about label-conditioned error geometry, while classical update-geometry metrics are computationally prohibitive at vocabulary scale. 因此 把模型/更新 artifact、版本、来源和可转移性证据绑定。
SF-2026-ARXIV-2606-27243	2606.27243	core_daily_semantic_review_required	NOVA: A Verification-Aware Agent Harness for Architecture Evolution in Industrial Recommender Systems	Industrial advertising recommender systems are continually improved through architecture modifications, yet production iteration remains expert-intensive because coordinated changes to model topology, feature configuration, and interaction modules must satisfy strict interface, resource, and serving constraints.	retained_after_full_semantic_audit	durable_ai_system_candidate	AGENT-PLATFORM	`NOVA: A Verification-Aware Agent Harness for Architecture Evolution in Industrial Recommender Systems` 改变 `AGENT-PLATFORM` 的长期 state/data/control 或 evaluation/security contract：NOVA: A Verification-Aware Agent Harness for Architecture Evolution in Industrial Recommender Systems 的 exact-v1 机制为：We present NOVA, a verification-aware agent harness that organizes production architecture modification as multi-round search over concrete implementations within a fixed evaluation budget. 因此 把模型/工具/资源路由、OS harness、隔离边界与 outcome receipt 作为平台责任。
SF-2026-ARXIV-2606-27246	2606.27246	core_daily_semantic_review_required	Effective Covariance Dynamics in Solvable High-Dimensional GANs	We study a solvable high-dimensional model of generative adversarial network (GAN) training in which a linear generator learns a low-dimensional subspace from data with structured latent covariance.	pre_denominator_closure	outside_durable_ai_system_scope	—	`Effective Covariance Dynamics in Solvable High-Dimensional GANs`：We study a solvable high-dimensional model of generative adversarial network (GAN) training in which a linear generator learns a low-dimensional subspace from data with structured latent covariance. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-27247	2606.27247	core_daily_semantic_review_required	RSPC: A Benchmark for Modeling Stress and Psychiatric Conditions in Digitally Mediated Relationships using Psychiatrist Annotations	In NLP, mental health conditions are often modeled as isolated phenomena, without interpersonal context.	pre_denominator_closure	task_model_method_without_durable_owner	—	`RSPC: A Benchmark for Modeling Stress and Psychiatric Conditions in Digitally Mediated Relationships using Psychiatrist Annotations`：In NLP, mental health conditions are often modeled as isolated phenomena, without interpersonal context. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-27250	2606.27250	core_daily_semantic_review_required	Tilikum: Transaction Fair Ordering on a DAG without Weak Edges	Decentralized Finance (DeFi) applications rely heavily on the order in which transactions are executed, making them susceptible to reordering attacks that enable adversaries to extract Blockchain Extractable Value (BEV).	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Tilikum: Transaction Fair Ordering on a DAG without Weak Edges`：Decentralized Finance (DeFi) applications rely heavily on the order in which transactions are executed, making them susceptible to reordering attacks that enable adversaries to extract Blockchain Extractable Value (BEV). 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
